text,sentiment
"ಓಹ್, ನಾವೇಕೆ ಕ್ಷಮೆ ಕೇಳಬೇಕು?",angry
ಖ್ಯಾತ ನಟ ಮತ್ತು ಹಿರಿಯ ರಂಗಕರ್ಮಿ ಪ್ರದೀಪ್ ಪಟವರ್ಧನ್ ಅವರ ದುರಂತ ನಿಧನಕ್ಕೆ ಭಾವಪೂರ್ಣ ಶ್ರದ್ಧಾಂಜಲಿ.,sad
ಸರಸ್ವತಿ ಈ ಜ್ಞಾನವನ್ನು ಯಾವಾಗ ಮತ್ತು ಹೇಗೆ ನೀಡುತ್ತಾಳೆ? ಈ ಅವಿದ್ಯಾವಂತ ತರಕಾರಿ ಅದನ್ನು ನಂಬುವುದಿಲ್ಲ!,angry
ಎಲ್ಲಾ ರಾಜಕೀಯ ಪಕ್ಷಗಳು ಮತ್ತು ನಾಯಕರು ಭಾರತೀಯ ಜನರನ್ನು ಮರುಳು ಮಾಡುತ್ತಿದ್ದಾರೆ ಮತ್ತು ಸಂವಿಧಾನವನ್ನು ಉಲ್ಲಂಘಿಸುತ್ತಿದ್ದಾರೆ.,angry
ಅವರು ಬಾಂಬ್ ಸ್ಫೋಟಿಸುತ್ತಿದ್ದ ವಿಲೀನವನ್ನು ಯಾವಾಗ ಮಾಡುತ್ತಾರೆ?,neutral
ರಾಣೆ ನಾವು ಕಂಡ ಅತ್ಯಂತ ಕೆಟ್ಟ ರಾಜಕಾರಣಿ...,angry
ಈಗ ಈ ಚುನಾವಣಾ ಚಿಹ್ನೆಯೂ ಕೈ ತಪ್ಪಲಿದೆಯಂತೆ.,sad
ಸಂಪೂರ್ಣವಾಗಿ ತಪ್ಪು... ನಿಜಕ್ಕೂ ಮೂರ್ಖತನದ ಹೇಳಿಕೆ,angry
ನನಗೆ ಗೊತ್ತು... ಅವುಗಳ ಕಾಂಡಗಳು ತುಂಬಾ ದೊಡ್ಡದಾಗಿದೆ,neutral
ನಾವು ಗೌರವಾನ್ವಿತ ಯಾವುದನ್ನಾದರೂ ಅಧಿಕವಾಗಿ ಸ್ವೀಕರಿಸುತ್ತೇವೆಯೇ?,neutral
"ಅವರಿಗೆ ಡಬಲ್ ದಂಡ ವಿಧಿಸಬೇಕು, ಇದು ಅಗತ್ಯ.",angry
ಸುಬೋಧ್ ಭಾವೆ ಮತ್ತು ಅವರ ಪ್ರೀತಿಯ ಮಾರ್ಸ್ಪಿಯಲ್ ಅವರು ಹೇಳುತ್ತಾರೆ ಮತ್ತು ಅದು ಮಾತನಾಡುತ್ತದೆ...,angry
"ಹಂಗರ್ ಇಂಡೆಕ್ಸ್ ವ್ಯಕ್ತಿ ಕಾಂಗ್ರೆಸ್ ಅನ್ನು ಹಿಡಿದಿರಬಹುದು, ಇದು ತಪ್ಪುದಾರಿಗೆಳೆಯುವ ಸತ್ಯ.",angry
ನೀವು ಮಂತ್ರಿಯೋ ಅಥವಾ ಮಹಾರಾಷ್ಟ್ರಕ್ಕೆ ಆಪತ್ತೋ? ನೀವು ನಿಮ್ಮ ಸರಿಯಾದ ಮನಸ್ಸಿನಲ್ಲಿದ್ದೀರಾ?,angry
ನೀನು ಪಾಕಿಸ್ತಾನದಿಂದ ಬಂದು ಬಿರಿಯಾನಿ ಕದಿಯುತ್ತಿದ್ದೀಯಾ?,angry
ಅವರ ಸಂಬಂಧಿಕರ ಮೇಲೆ ಆದಾಯ ತೆರಿಗೆ ದಾಳಿ,neutral
ನನ್ನ ಎಲ್ಲಾ ಮರಾಠ ಸಹೋದರರು ಮತ್ತು ಸಹೋದರಿಯರು ಭವಿಷ್ಯದಲ್ಲಿ ಮತ ಚಲಾಯಿಸದಂತೆ ನಾನು ವಿನಂತಿಸುತ್ತೇನೆ.,sad
ನಾನು ಮೊದಲು ಅಜ್ಜನನ್ನು ಕೊಂದಿದ್ದು ಅನ್ಯಾಯ,angry
"ಹೇಳಿ, ನಿಮಗೆ ಅರ್ಥವಾಗುತ್ತಿಲ್ಲ, ನಿಮ್ಮ ಅಜ್ಞಾನವನ್ನು ಸಾರ್ವಜನಿಕರ ಮೇಲೆ ಏಕೆ ಹೇರುತ್ತೀರಿ?",angry
ಇದನ್ನು ಕಂಡ ಪವಾರ್ ಸಭೆ ನಡೆಸಿ ಮನವಿ ಮಾಡಿದರು. ಉದ್ಧವ್ ಠಾಕ್ರೆ ಯಾವ ಬಾಯಿಂದ ಮಾತನಾಡುತ್ತಾರೆ?,happy
ಇದು ದೇಶದ್ರೋಹಿ ಬಾಸ್ಟರ್ಡ್,angry
ಇದು ಹಗಲಿನಲ್ಲಿ ಪ್ರಾರಂಭವಾಯಿತು ಮತ್ತು ಈಗ ಇಡೀ ದಿನ ಬೊಗಳುತ್ತದೆ,angry
ಅವರು ಈಗಾಗಲೇ ಭಯದಿಂದ ನಮ್ಮನ್ನು ನಿರ್ಬಂಧಿಸಿದ್ದಾರೆ ...,fear
"ಇತರ ಎಲ್ಲಾ ಮಾರ್ಗಗಳು ವಿಫಲವಾದಾಗ, ಅವರು ರಾಮ ಮತ್ತು ಪಾಕಿಸ್ತಾನಕ್ಕಾಗಿ ಅಳುತ್ತಾರೆ",angry
"ಹೌದು, ಇದು ತುಂಬಾ ನಿದ್ರಾಜನಕ ಕ್ರಿಯೆ...",angry
"ಹೌದು, ಅಜ್ಜ ಅಪ್ಪ ಕಳ್ಳ, ಇವನು ದೇಶದ್ರೋಹಿ",angry
ಸಹೋದರರು ಮಾಡಬೇಕಾಗಿರುವುದು ಇಷ್ಟೇ,angry
ಕತ್ತಿ ಹಿಡಿಯುವುದೆಂದರೆ ಹಿಂಸೆಯೇ?,neutral
ಪಕ್ಷ ಎಂದರೆ ತಂದೆಯ ಆಸ್ತಿಯನ್ನು ಅರ್ಥಮಾಡಿಕೊಂಡವರಿಗೆ ಸಾಷ್ಟಾಂಗ ಪ್ರಣಾಮ.,angry
ಕೇಂದ್ರದ ಮೋದಿ ಸರಕಾರದಿಂದ ದೇಶದ ಪ್ರಜಾಪ್ರಭುತ್ವ ದುರ್ಬಲಗೊಳ್ಳುತ್ತಿದೆ!,sad
ಲಟ್ಕೆ ಮೇಡಂ ಬಾಳಾ ಸಾಹೇಬರ ಶಿವಸೇನೆಗೆ ಸೇರಿದರೆ ಗುಲಾಮರು ಅವಳನ್ನು ದೇಶದ್ರೋಹಿ ಎಂದು ಕರೆಯುತ್ತಾರೆಯೇ?,angry
ಮುಖ್ಯಮಂತ್ರಿ ಪಿಎ ನಿಮ್ಮ ಕಿವಿಯ ಕೆಳಗೆ ಆಡಿದ್ದು ಕೇಳಿದೆ...ನಿಜವೇ?,happy
"ಬಿಜೆಪಿಗೆ ಎನ್‌ಸಿಪಿಯ 'ದೊಡ್ಡ ಹೊಡೆತ', 'ಯಾ' ಜಿಲ್ಲೆಯ ಹೆಚ್ಚಿನ ಸ್ಥಾನಗಳನ್ನು ಗೆದ್ದಿದೆ; ಬಿಜೆಪಿಗೆ ಸೀಟು ಮಾತ್ರ",neutral
ಸೌರವ್ ಗಂಗೂಲಿಗೆ ಕಿರುಕುಳ ನೀಡಲಾಗುತ್ತಿದೆ ಎಂದು ಆರೋಪಿಸಿ ಪ್ರಧಾನಿ ಮೋದಿಗೆ ಮಮತಾ ಬ್ಯಾನರ್ಜಿ ಮನವಿ,neutral
"ಸಗಣಿ ಹುಳುಗಳ ಬೆಲೆ ಅಷ್ಟೇ, ಟ್ವೀಟ್‌ಗಳು ಬುಡಕ್ಕೆ ಬೆಂಕಿ ಹಚ್ಚಿದವು",angry
ವರನು ಮಂಡಿಯೂರಲು ಸಿದ್ಧನಾಗಿದ್ದನು ಆದರೆ ಅವನ ತಂದೆ ಸರಿಯಾದ ಕ್ಷಣದಲ್ಲಿ ಮದುವೆಯನ್ನು ಮುರಿದರು.,happy
ಹಾಗಾದರೆ ಬಾಳಾ ಸಾಹೇಬರ ಹಿಂದುತ್ವಕ್ಕೆ ಈ ಶಕ್ತಿ ಇರಲಿಲ್ಲ ಎಂದು ನೀವು ಭಾವಿಸುತ್ತೀರಾ...,neutral
ಇದು ಎಲ್ಲಾ ಗುಜರಾತಿಗಳ ಸಮಸ್ಯೆ,angry
"ನಾನು ನೀರಜ್, ನೀರಜ್ ಚೋಪ್ರಾ ಅಲ್ಲ",neutral
ಟಾರ್ಚ್ ಕೂಡ ವಿಶಿಷ್ಟವಾದ ಎರೆಹುಳುವಾಗಿತ್ತು,angry
ಶಾರ್ಟ್ಸ್ ಹರಿದುಹೋಗುತ್ತದೆ ಎಂದು ತಿಳಿದಿದ್ದರಿಂದ ಮೊದಲೇ ಟೈಲರ್‌ಗೆ ಕರೆ ಮಾಡಿದೆ.,neutral
ನಿಮ್ಮ ತಂದೆಗೆ ಅವರ ಸ್ವಂತ ಖರ್ಚಿನಲ್ಲಿ ಸ್ಮಾರಕವನ್ನು ನಿರ್ಮಿಸಲು ನಿಮ್ಮ ಬಾಸ್ ಅನ್ನು ಕೇಳಿ.,angry
ಮತ್ತು ಖೋಪ್ಕರ್ ತನ್ನ ಪಾಲಿನ ಗಟ್ಟಿಯಾದ ಗಾಂಜಾವನ್ನು ಇಂದು ಕೊಂದನೇ???,happy
"ಮೋದಿಯನ್ನು ಅವಮಾನಿಸುವವರು ಅಗರ್ವಾಲ್ (ಸಮಾಜವಾದಿ ಪಕ್ಷ) ಮಾತ್ರವೇ, ಬಿಜೆಪಿಯಲ್ಲೂ ಈ ಬಗ್ಗೆ ಮಾತನಾಡುತ್ತಾರೆ",angry
ಮರಾಠವಾಡ ವಿಶ್ವವಿದ್ಯಾನಿಲಯದಲ್ಲಿ ನಡೆಯುತ್ತಿರುವ ಈ ವ್ಯರ್ಥದ ಬಗ್ಗೆ ಯಾರಾದರೂ ದೃಢವಾದ ಕ್ರಮಗಳನ್ನು ತೆಗೆದುಕೊಳ್ಳುತ್ತಾರೆಯೇ? ಹೌದು. ಹೌದು.,angry
ಇದು ಅತ್ಯಂತ ಕೆಟ್ಟ ನಾಯಕ,angry
"ಭೋಸರಿಗೆ ಹೋಗು...ಎಲ್ಲ ಭ್ರಷ್ಟರು, ದಬ್ಬಾಳಿಕೆಗಾರರು ಕೈವಶ ಮಾಡಿಕೊಂಡಿದ್ದು ಮರೀಚಿಕೆಗಳು...ಫೇಕು-ತಾಡಿಪರ ಪಕ್ಷ ""ಖಜಾಪ್""",angry
ಅಫ್ಘಾನಿಸ್ತಾನದಲ್ಲಿ ತಾಲಿಬಾನಿಗಳಿಂದ ಸಿಖ್ಖರಿಗೆ ಚಿತ್ರಹಿಂಸೆ!,sad
ಇದಕ್ಕೆ ಉತ್ತಮ ಉದಾಹರಣೆ ಹಸಿ ಈರುಳ್ಳಿ. ಯಾರಾದರೂ ಅರ್ಥಶಾಸ್ತ್ರದ ನೊಬೆಲ್ ಪ್ರಶಸ್ತಿಯನ್ನು ಅವನ ಮೇಲೆ ಎಸೆಯಬೇಕು.,angry
ಒಮ್ಮೆ ನಿರ್ಧಾರ ತೆಗೆದುಕೊಂಡರೆ ಬಹಿಷ್ಕಾರ ಬಹಿಷ್ಕಾರ.,angry
"ಅಂದರೆ, ಭಕಗಳು ಏಕೆ ದಾರಿ ತೋರಬೇಕು?",angry
ಅಭ್ಯಂಕರ್ ಹೆಚ್ಚು ಭೀಕರ,fear
ನಿಮ್ಮ ರಾಜ್ಯದ ಮಧ್ಯಮ ವರ್ಗದ ಆನೆಯು ಸಿಹಿಯನ್ನು ಕಂಡುಕೊಂಡಂತೆ...,neutral
ಇದೊಂದು ಅತ್ಯಂತ ದುರದೃಷ್ಟಕರ ಘಟನೆ,sad
ಕೂಗು ಕೇಳಲು ತುಂಬಾ ಉತ್ಸುಕನಾಗಿದ್ದಾನೆ,happy
ಇದನ್ನೇ ಕಳ್ಳ ವಾಂತಿ ಬಾಂಬ್ ಅಂತಾರೆ... ಕಾಮನ್ ಸೆನ್ಸ್ ಇಲ್ಲದಿದ್ದರೆ ಹೀಗಾಗುತ್ತೆ.,angry
ನೀವು ಏನು ಮಾಡುತ್ತಿದ್ದೀರಿ?,angry
"ಓಹ್, ಎಷ್ಟು ಫೇಕ್ ನ್ಯೂಸ್ ಕೊಡ್ತೀರಿ... ಸಿನಿಮಾ ರಿಲೀಸ್ ಮತ್ತು ಪ್ರೇಕ್ಷಕರ ಪ್ರತಿಕ್ರಿಯೆ",angry
ನಿಮ್ಮ ಹೊಟ್ಟೆಗೆ ಏನಾಯಿತು? ನೀವು ನಾಟಿ/ನೆಕ್ಕುವ ಪೆಂಗ್ವಿನ್ ಆಗಿದ್ದೀರಾ?,angry
ಎಲ್ಲಾ ಏಳು ತಲೆಮಾರುಗಳನ್ನು ದೇಶದ್ರೋಹಿಗಳೆಂದು ಘೋಷಿಸಿ,angry
ಠಾಕ್ರೆ ಗುಂಪು ನಿಮಗೆ ಶಿಂಧೆ ಗುಂಪಿನೊಂದಿಗೆ ಒಪ್ಪಂದವನ್ನು ನೀಡಿದೆಯೇ ???,angry
"ಭಾರೀ ಮಳೆಯಿಂದಾಗಿ, ಪುಣೆ ಪುರಸಭೆಯು ಪುಣೆಯಲ್ಲಿ ಯಾವ ರೀತಿಯ ದೀಪಗಳನ್ನು ಅಳವಡಿಸಿದೆ ಎಂದು ಅಂದಾಜಿಸಬಹುದು - ಅಜಿತ್ ಪವಾರ್",angry
ಮುಖಸ್ತುತಿ ಶುರುವಾಗಿದೆ.. ಗುಜರಾತಿನ ನೀತಿ ಎಷ್ಟು ಒಳ್ಳೆಯದೆಂದು ಈಗ ಮಹಾರಾಷ್ಟ್ರಕ್ಕೆ ಗೊತ್ತಾಗುತ್ತದೆ..,angry
ಪ್ರತಿಷ್ಠಿತ ಕಾಲೇಜನ್ನೂ ಒಳಗೊಂಡಿರುವುದು ಶಿಕ್ಷಣ ವ್ಯವಸ್ಥೆಗೆ ಕಳಂಕ ತರುತ್ತದೆ,angry
ಮೈದಾನದಲ್ಲಿ ಏನಾಗುತ್ತಿದೆ ಎಂಬುದು ನಿಮಗೆ ತಿಳಿದಿದೆ.,angry
ಕೋಪಗೊಂಡಿತು ... ಈಗ ಅವರು ಬಡ ಹುಡುಗಿಗೆ ಆಹಾರವನ್ನು ನೀಡುತ್ತಾರೆ.,angry
ಅದೇ ಹೆಸರು ಸ್ವಲ್ಪ ಆಗುತ್ತಿದೆ...ಅವಳು ಖುಶಾಲಿಯನ್ನು ಒಪ್ಪಿಸಲು ಬಂದಿದ್ದಳು..,neutral
ತೈಸಾಹೇಬರು ನಿದ್ರೆಗೆ ಜಾರಿದರಾ? ಮಹಾವಿಕಾಸ್ ಅಘಾಡಿ ಗೆದ್ದ ಟ್ಯಾಬ್ಲೋ ಎಲ್ಲಿದೆ...,happy
ಇವನು ಭಕ್ತ ತೋರ್ಸೇಕರ್.. ಈ ಹಿಂದೆ ವಾಟ್ಸಾಪ್ ನಲ್ಲಿ ಭಾರೀ ಸಂದೇಶಗಳನ್ನು ಕಳುಹಿಸುತ್ತಿದ್ದ.,neutral
ಕಪ್ಪು ಟೋಪಿ ಜನರು ಛತ್ರಪತಿಯ ಮುಖವನ್ನು ಲೂಟಿ ಮಾಡುವುದರ ವಿರುದ್ಧ ಇನ್ನೂ ದ್ವೇಷವನ್ನು ಹೊಂದಿದ್ದಾರೆ.,angry
ಭಕ್ತರೇ ಮೊದಲು ಈ ವಿಡಿಯೋ ನೋಡಿ...ನಂತರ ಮಾತನಾಡಿ.,angry
"ಈ ರೀತಿ ಬರೆಯುವ ಅಥವಾ ಮಾತನಾಡುವ ಮೂಲಕ, ನೀವು ಕೇವಲ ಸಹಾನುಭೂತಿಯನ್ನು ತೋರಿಸುತ್ತಿದ್ದೀರಿ ಮತ್ತು ಬೇರೇನೂ ಅಲ್ಲ.",angry
ಅವರನ್ನು ಗೌರವಿಸುವ ಫೋಟೋಗೆ ನೀವು ಏಕೆ ಶೀರ್ಷಿಕೆ ನೀಡಿದ್ದೀರಿ ಎಂಬುದು ನನಗೆ ಅರ್ಥವಾಗುತ್ತಿಲ್ಲ.,angry
"ಕೆಟ್ಟ ಸುದ್ದಿ, ಈ ಅಪಘಾತದಲ್ಲಿ ಹುತಾತ್ಮರಾದ ಯೋಧರಿಗೆ ಭಾವಪೂರ್ಣ ಶ್ರದ್ಧಾಂಜಲಿ",sad
ಆದರೆ ಇದು ಈ ರೀತಿ ಕಾಣುತ್ತದೆ ...,neutral
"ಆತ್ಮೀಯ ಗ್ರಾಹಕರೇ, ಅನಾನುಕೂಲತೆಗಾಗಿ ನಾವು ವಿಷಾದಿಸುತ್ತೇವೆ, ನಿಮ್ಮ ಹಿಂದಿನ ಟ್ವೀಟ್‌ಗೆ ನಾವು ಪ್ರತ್ಯುತ್ತರಿಸಿದ್ದೇವೆ.",neutral
