text,sentiment
প্রখ্যাত অভিনেতা ও প্রবীণ নাট্য ব্যক্তিত্ব প্রদীপ পটবর্ধনের মর্মান্তিক মৃত্যুতে আন্তরিক শ্রদ্ধাঞ্জলি।,sad
কখন এবং কিভাবে সরস্বতী এই জ্ঞান দেবেন? এই অশিক্ষিত সবজি তা বিশ্বাস করে না!,angry
সমস্ত রাজনৈতিক দল ও নেতারা ভারতীয় জনগণকে বোকা বানাচ্ছে এবং সংবিধানকে লঙ্ঘন করছে।,angry
তারা যে একীভূতকরণের জন্য বোমাবর্ষণ করছিল তা কবে করবে?,neutral
রানে আমাদের দেখা সবচেয়ে খারাপ রাজনীতিবিদ...,angry
এখন মনে হচ্ছে এই নির্বাচনী প্রতীকও হারিয়ে যাবে।,sad
সম্পূর্ণ ভুল... একটি সত্যিই বোকা বিবৃতি,angry
আমি জানি... তাদের ডালপালা অনেক বড়,neutral
আমরা কি সম্মানজনক কিছুর বাড়াবাড়ি মেনে নিই?,neutral
"তাদের দ্বিগুণ জরিমানা করা উচিত, এটা প্রয়োজন।",angry
সুবোধ ভাবে এবং তার প্রিয় মার্সুপিয়ালকে তিনি বলেন এবং এটি কথা বলে ...,angry
"হাঙ্গার ইনডেক্স লোকটি হয়ত কংগ্রেসের হাত ধরেছিল, এটি বিভ্রান্তিকর দাবির সত্য ..",angry
আপনি কি মন্ত্রী নাকি মহারাষ্ট্রের বিপর্যয়? আপনি আপনার সঠিক মনে?,angry
তুমি কি পাকিস্তান থেকে এসে বিরিয়ানি চুরি কর?,angry
তার স্বজনদের ওপর আয়করের অভিযান,neutral
আমি আমার সমস্ত মারাঠা ভাই ও বোনদের ভবিষ্যতে ভোট না দেওয়ার জন্য অনুরোধ করছি।,sad
এটা অন্যায্য যে আমি পারার আগেই তুমি দাদাকে মেরে ফেললে,angry
"বলো, তুমি বুঝো না, তোমার অজ্ঞতা জনগণের ওপর চাপিয়ে দাও কেন?",angry
তা দেখে পাওয়ার মিটিং করে অনুরোধ করেন। কোন মুখ থেকে কথা বলবেন উদ্ধব ঠাকরে?,happy
এটা একটা বিশ্বাসঘাতক জারজ,angry
দিনের বেলা শুরু হয়ে এখন সারাদিন ঘেউ ঘেউ করছে,angry
তারা ইতিমধ্যে ভয়ে আমাদের অবরুদ্ধ করেছে...,fear
"যখন অন্য সব পথ ব্যর্থ হয়, তখন তারা রাম ও পাকিস্তানের জন্য কান্নাকাটি করে",angry
"হ্যাঁ, এটা খুবই ঘুমের কাজ...",angry
"হ্যাঁ, দাদা বাবা চোর, এই বিশ্বাসঘাতক",angry
এটা সব ভাইদের করতে হবে,angry
তরবারি ধরা মানেই কি সহিংসতা?,neutral
পক্ষ মানে যারা পিতার সম্পত্তি বোঝে তাদের প্রণাম।,angry
কেন্দ্রের মোদী সরকারের কারণে দেশের গণতন্ত্র দুর্বল হচ্ছে!,sad
"লটকে ম্যাডাম যদি বালা সাহেবের শিবসেনায় যোগ দেন, তাহলে কি দাস মানুষ তাকে দেশদ্রোহী বলবে?",angry
শুনেছি মুখ্যমন্ত্রীর পিএ আপনার কানের নিচে বাজিয়েছেন... এটা কি সত্যি?,happy
"বিজেপির কাছে এনসিপির 'বড় ধাক্কা', 'ইয়া' জিতেছে জেলার অধিকাংশ আসনে; শুধু বিজেপির আসন",neutral
"মমতা বন্দ্যোপাধ্যায় প্রধানমন্ত্রী মোদীর কাছে আবেদন, 'সৌরভ গাঙ্গুলিকে হেনস্থা করা হচ্ছে' অভিযোগ",neutral
"গোবরের কীটের দাম একই, টুইট করে আগুন ধরিয়ে দিল বুদা",angry
বর নতজানু হওয়ার জন্য প্রস্তুত ছিল কিন্তু তার বাবা ঠিক মুহূর্তে বিয়ে ভেঙে দেন।,happy
তাহলে আপনি কি মনে করেন যে বালা সাহেবের হিন্দুত্বের এই শক্তি ছিল না?,neutral
এটা সব গুজরাতিদের সমস্যা,angry
"আমি নীরজ, নীরজ চোপড়া নই",neutral
টর্চও ছিল একটি সাধারণ কেঁচো,angry
দর্জিকে আগেই ডেকেছিলাম কারণ আমি জানতাম হাফপ্যান্ট ছিঁড়ে যাবে।,neutral
আপনার বসকে তার নিজের খরচে আপনার বাবার জন্য একটি স্মৃতিসৌধ তৈরি করতে বলুন।,angry
আর খোপকার কি আজ তার ভাগের শক্ত গাঁজা মেরেছে???,happy
"শুধু আগরওয়াল (সমাজবাদী দল)ই কি মোদীকে অপমান করে, বিজেপিতেও এ নিয়ে কথা বলা হয়",angry
মারাঠওয়াড়া বিশ্ববিদ্যালয়ে এই অপচয়ের বিষয়ে কেউ কি দৃঢ় পদক্ষেপ নেবে? হ্যাঁ। হ্যাঁ।,angry
এই নিকৃষ্ট নেতা,angry
"ভোসারীতে যাও... সব দুর্নীতিবাজ ও অত্যাচারীরা দখল করে নিয়েছে এবং মরীচিকা চলছে... ফেকু-তডিপার দল ""খাজাপ""।",angry
আফগানিস্তানে তালেবানদের হাতে শিখরা নির্যাতন!,sad
এর একটি ভালো উদাহরণ হল কাঁচা পেঁয়াজ। কেউ যেন অর্থনীতিতে নোবেল পুরস্কার তার দিকে ছুড়ে দেন।,angry
সিদ্ধান্ত নেওয়া হলেই বয়কট।,angry
অর্থাৎ ভকস কেন পথ দেখাবে?,angry
অভয়ঙ্কর আরও শক্তিশালী,fear
আপনার রাজ্যে মধ্যবিত্তের হাতি যেমন মিষ্টি কিছু খুঁজে বেড়াচ্ছিল...,neutral
এটা খুবই দুঃখজনক ঘটনা,sad
তাই কান্না শুনতে আগ্রহী,happy
এটাকে বলে চোরের বমির বোমা... সাধারণ জ্ঞান না থাকলে এমনটা হয়।,angry
আপনি কি করছেন?,angry
"আহা, কত ভুয়া খবর দেবেন... সিনেমা মুক্তি ও দর্শকের প্রতিক্রিয়া",angry
তোমার পেটের কি হয়েছে? আপনি কি দুষ্টু/চাটা পেঙ্গুইন?,angry
সাত প্রজন্মের সবাইকে বিশ্বাসঘাতক ঘোষণা করুন,angry
ঠাকরে গ্রুপ কি আপনাকে শিন্দে গ্রুপের সাথে চুক্তি করেছে???,angry
ভারী বৃষ্টির কারণে পুনেতে পুনে পৌরসভা কী ধরনের বাতি বসিয়েছে তা থেকে অনুমান করা যায় - অজিত পাওয়ার,angry
তোষামোদ শুরু হয়েছে.. এখন মহারাষ্ট্র জানবে গুজরাটি নীতি কতটা ভালো..,angry
এটি একটি স্বনামধন্য কলেজের সাথে জড়িত থাকার বিষয়টি শিক্ষা ব্যবস্থায় কলঙ্ক নিয়ে আসে,angry
মাঠে কী ঘটছে জানেন।,angry
রেগে গেল…এখন ওরা গরীব মেয়েকে খাওয়াবে।,angry
একই নাম একটু ঘটছে... সে এসেছিল খুশিলীকে বোঝাতে..,neutral
তাইসাহেব কি ঘুমিয়ে পড়েছে? মূকনাট্য মহাবিকাশ আঘাদি কোথায় জিতেছে...,happy
ইনি ভক্ত তোরসেকার। আগে তিনি হোয়াটসঅ্যাপে বিশাল মেসেজ পাঠাতেন।,neutral
ছত্রপতির মুখে লুটপাটের বিরুদ্ধে কালো টুপির মানুষের ক্ষোভ এখনো আছে।,angry
"ভক্তরা, এই ভিডিওটি আগে দেখুন...পরে কথা বলুন।",angry
এভাবে লিখে বা কথা বলে আপনি শুধু সহানুভূতি প্রকাশ করছেন আর কিছু নয়।,angry
আমি বুঝতে পারছি না কেন আপনি তাকে সম্মান জানিয়ে ছবির ক্যাপশন দিয়েছেন।,angry
"দুঃসংবাদ, এই দুর্ঘটনায় শহীদ সেনাদের প্রতি রইলো বিনম্র শ্রদ্ধা",sad
কিন্তু এটা এই মত দেখায় ...,neutral
"প্রিয় গ্রাহক, অসুবিধার জন্য আমরা দুঃখিত, আমরা আপনার আগের টুইটের উত্তর দিয়েছি।",neutral
"তাদের কাছে কোনো প্রমাণ থাকবে না, যথারীতি তিনি হলুদ বই পড়ে থাকতেন!",angry
"শাল দিয়ে জোড়া আঘাত করার পরিবর্তে, আপনি এটিকে সামনের দিকে আঘাত করেন",angry
এসবই হয়েছে কমলাবাইয়ের অপকর্মের কারণে।,angry
"হ্যাঁ, তাহলে আপনি কি এখনও আইন ব্যবহার করবেন?",angry
দেশে এখনো অঘোষিত জরুরি অবস্থা চলছে,fear
এখন সময় বদলেছে। এখন মেয়ে নেই... এখন বেকার ছেলেমেয়েরা বাবা-মায়ের কাঁধে বোঝা হয়ে দাঁড়িয়েছে।,sad
এই বিদ্রূপাত্মক হতে হবে.,neutral
আপনি বোকা এটা অক্টোবর,angry
এটা সবচেয়ে খারাপ স্যার,angry
তিনি কি বিশ্বাসঘাতক বিধায়কদের সুস্থ করতে বিশ্বাসঘাতক দলে যোগ দিয়েছিলেন?,angry
এটা কি ফালতু কথা...,angry
"হ্যাঁ, অবশ্যই ব্যবস্থা নেওয়া উচিত, কিন্তু তিনি কি দেশবিরোধী স্লোগান তুলেছিলেন?",angry
এমনকি পিম্পরি চিঞ্চওয়াড়েও...উদ্ধবও যোগ দিয়েছেন...তারা খুব কাঁদছে...,angry
মোদীজি প্রার্থনা করে বলেছিলেন যে অন্তত পদক্ষেপ নিয়ে বুদ্ধি দিন।,neutral
"ভারত হারেনি, জিতেছে ইংল্যান্ড",neutral
"তোমার কাজ শিন্দে ফাদওয়ার খালার মতো, তুমি অস্বীকার খেলছ",angry
"মনোযোগ দিন, অন্যথায় বড় সমস্যা আসছে",fear
আপনি তথ্য প্রদান করতে চান?,neutral
তাহলে আপনার কোরেশী সাহাব এবং আপনার পথভ্রষ্ট ভক্তের কি হল...,angry
"এটা আগে করা উচিত ছিল কিন্তু এখন নয়, পরাজয় অবশ্যম্ভাবী।",sad
ভালো রাস্তায় মানুষের নজর এড়াতে স্বয়ংক্রিয়ভাবে পাথর বসানো হয়েছে।,angry
বিজেপি দারু কোচিয়া,angry
এভাবেই রাজনীতি হতো,neutral
এবং আমরা এটি থেকে ভুগছি,sad
কোন অবদান নেই. এটা তার ষড়যন্ত্র।,angry
এই সব দেখা বাকি,angry
"যে দলই আসুক না কেন, সাধারণ জনগণ কোনো সুবিধা পাবে না।",sad
মোটকথা স্বরাষ্ট্রমন্ত্রী বেকার,angry
অজিতদাদার সঙ্গে শপথ নেন বিজেপিও। বিজেপিও কেন দেশদ্রোহী?,angry
সে কি বলে যে সে জানে না হেক্টর মানে কি?,angry
আমি ভেবেছিলাম এটি একটি টুইট তাই উত্তরটি ছিল... দুঃখিত বন্ধু,neutral
"এখন মেধা দেখানোর এবং জয়ের সময় এসেছে, কিন্তু আমরা কান্না থামাতে পারছি না।",angry
আমি আর চাই না,sad
"তলোয়ার তুলে নাও, এটা করা যোগ্য জিনিস",neutral
এটাই ইতিহাস। গৌরব চলে গেছে।,sad
যে সংগঠন ক্ষমতায় থাকাকালীন কলা চুষছে...,angry
আর মায়ের বন্ধুর মুখ বাঁকা কেন? জিভের জন্য একই নাম নেওয়া কঠিন ছিল,angry
নির্বাচনে জনগণকে বোকা বানানোর জন্য এটি অবশ্যই একটি গুরুত্বপূর্ণ ইস্যু হতে পারে।,angry
"গোটা মহারাষ্ট্র দেবেন্দ্র জির জন্য গর্বিত, আমি আপনাকে জিজ্ঞাসা করি কে একজন ছদ্মবেশী সাংবাদিক, একজন অসহায় সাংবাদিক।",happy
এটা একজন মারাঠি শিল্পীর গর্ব।,angry
"তিনি এই বিষয়ে সচেতন নন, তাই তিনি মহারাষ্ট্রে ক্ষমতার লড়াইয়ে তারিখের পর তারিখ দিচ্ছেন।",angry
তাদের সবাইকে পাকিস্তানে পাঠিয়ে দিন। এমন দেশদ্রোহীরা এদেশে থাকার যোগ্য নয়।,angry
"হাই, আপনি কেন গেলেন? বাধা",neutral
"হ্যাঁ, তারা হিন্দু এবং তারা হিন্দু বিদ্বেষে পূর্ণ।",angry
স্বার্থ ভুল হলে পর্দার আড়ালে থেকে রাজনীতি করে বিজেপি সরাসরি মানুষকে উস্কে দেবে।,neutral
"মিথ্যে বলো না কেন, তুমি কি স্কুলে গিয়েছিলে? এখন তাদের শিক্ষা কেড়ে নেবেন না",angry
মুখ্যমন্ত্রীকে নোংরা ভাষায় গালি দিচ্ছেন এই লোক। কঠোর পদক্ষেপ আশা করা হচ্ছে,angry
"যেহেতু সহ্যাদ্রি স্কুল একটি বেসরকারি স্কুল, তাই থানে মিউনিসিপ্যাল ​​কর্পোরেশন জলের ট্যাঙ্কগুলি পরিষ্কার করে না।",neutral
"যেহেতু বিজয়ের কোন নিশ্চয়তা নেই, তাই এই বিশ্বাসঘাতকরা মাঠ ছেড়ে পালিয়ে যাবে",angry
"খুব ভোরে একটা খারাপ স্বপ্ন নিয়ে ঘুম থেকে উঠলাম, পরের দিন এখন সব সুখ",happy
আমি মাঝে মাঝে সরসবাগ যাই। এখন শুধু ভিড় আর যানজটের শব্দ আসছে।,sad
তুমি কি কিছু ফেলে দাও? সাংবাদিকতা করবেন? তাই আজতক বিট কেন?,angry
"কি চাও বলো, এটা কি ভাদাপাভ গাড়ি?",angry
দাড়ি বাড়িয়ে মোদী হওয়ার চেষ্টা করছেন? কিন্তু দাড়ি বাড়ানো কি বুদ্ধি ও প্রজ্ঞা বাড়ায়?,angry
"মারাঠির হত্যাকারী হবেন না, নিজেকে মারাঠি ভাষায় প্রকাশ করুন। আমরা এই ভাষা বুঝি না।",neutral
"শেমন্যা, লেজ পুঁতে বসে আছিস কেন, এখন কথা বলো না।",angry
সুফল সাধারণ মানুষের কাছে না পৌঁছালে সবকিছুই অকেজো,sad
আমি রাগ করেছিলাম কারণ ভবিষ্যত সত্য হয়েছিল,angry
এতে অবাক হওয়ার কিছু নেই যে শিশুটির যত্ন নেওয়ার জন্য বলা হয়েছে... সে তার প্রাচীন জ্ঞান এবং সাধারণ জ্ঞান জানত...,neutral
স্যার দুর্নীতি অনেক বেড়ে গেছে দয়া করে সমাধান করুন,angry
গোবর এবং নিজের মূত্র সেবন করুন,angry
আপনি যদি সেই আরও পাঁচটি অর্থহীন টুইট পড়েন যেখানে শুধুমাত্র কিয়েভ এবং হুসুচের কথা বলা হয়েছে..,angry
বলুন তো জয়দীপ ঠাকরে কার সঙ্গে?,angry
এই বুদ্ধিহীন মানুষটি কি জানেন শান্তা শেলকে কে ছিলেন?,angry
এই মূর্খ ও মূর্খ সাংবাদিকের দ্বারা মানুষ বিভ্রান্ত হচ্ছে,angry
তাহলে বালা সাহেবের শিবসেনাকে অপমান করুন.. তাহলে জনগণ আপনাকে যথাযথ জবাব দেবে।,angry
গুজ্জু কীটের মতো ধীরে ধীরে বেরিয়ে আসে...!,angry
কার্তিক যাত্রায় ভক্তরা যাতে কোনো অসুবিধার সম্মুখীন না হয় সেদিকে খেয়াল রাখতে হবে - জেলা ম্যাজিস্ট্রেট গজানন গুরভ,neutral
আমি আগেই বলেছি দেশের সামনে ভিকটিম ছাগলকে পরাজিত করেছে।,sad
ভি বলছে হাই শু নেনা তাই,angry
ফাসনাভিসের গদ্দারনাথ এবং অনেক ভালো কাজ করেছেন নানা,happy
এই বলে তয়ের বক্তৃতা শেষ হয়ে গেল...ওম শান্তি!,sad
এই একজন কাপুরুষ আইনজীবী যে নিজেকে নিজের চেয়ে স্মার্ট বলে মনে করেছিল।,angry
এখন থাপা শিন্দে গ্রুপের অভিভাবক মন্ত্রী হবেন এই গুজব কে ছড়ায়?,happy
"স্যার, কী নিয়ে এসেছেন? পড়ে খুব খারাপ লাগলো।",sad
হারানোর ভয়ে রাজ ঠাকরের মাধ্যমে এই ব্যবসা করা শুরু করেন তিনি।,fear
"পিঠ দাঁড়ালে খঞ্জর খোলা নিশ্চিত। বসন্তদাদা পাতিল, যশবন্তরাও",angry
এটা কী ভাষা...সেটা কী সংস্কৃতি!,angry
"বালা সাহেব প্রবোধনকারের উত্তরাধিকারী, তোরসেকারের কথায় পাত্তা দেবেন না, তিনি বৃদ্ধ, তিনি যা চান তাই বলেন।",neutral
যোগী স্টাইলে দাদাকে একটা শিক্ষা দিবেন???,angry
"""নরেন্দ্র মোদি দেশের প্রধানমন্ত্রী নন, তিনি কেবল বিজেপির প্রধানমন্ত্রী।"" -কংগ্রেস রাজ্য সভাপতি নানা পাটোলে।",angry
"ওহ, এই রাগান্বিত শেয়াল কি এখনো আছে... এতক্ষণ কোথায় লুকিয়ে ছিল",angry
এটা সত্যিই অন্যায্য যে মোদী সরকার মনীশ সিসোদিয়াকে টার্গেট করেছে।,angry
পবিত্র মঙ্গলসূত্রের বিরুদ্ধে একটি উন্মাদ ও কংগ্রেস মানসিকতার প্রতিবাদ।,angry
তারা নীরবে কোটি টাকা কামাচ্ছে,angry
"আরে উপাট, তার কি বাবার মতো একটা গুণও আছে?",angry
"এখন বিজেপি তীর ধরেছে, অনেক খোঁজাখুঁজি করেছে কিন্তু হাত খালি।",neutral
"আরে ভাইয়েরা, আপনি কি মারাঠা মোর্চাকে বোবা মোর্চা বলেছেন?",angry
এটা একটা বিভ্রম,neutral
"আমি পুরানপোলি খাই না, কথা বলার মতো।",neutral
ঘটতে চাই না,neutral
সে আমাকে বিরক্ত করে,angry
বাক্সগুলোই যদি সবকিছু করে তাহলে ভোট দিতে আগ্রহী হবেন এবং কেন?,angry
"জল জমা করা উচিত নয়, জলযুক্ত কেলপ কাজ করছে",happy
এর জন্য বুঝতে হবে মহারাষ্ট্র মুম্বাই ও পুনের বাইরে।,neutral
"বাড়ি থেকে কাজ মানে, অফিসের কাজের পাশাপাশি ঘরের কাজ... বৈতাগাওয়াড়ি নুস্তি",angry
একদিন এই ম্যাডামরা অবশ্যই উদ্ধব ঠাকরের অবশিষ্ট শিবসেনা ভেঙে দেবেন।,angry
"কিন্তু রাহুল গান্ধীর কারণে, মহামান্য… সরাসরি মসজিদে ঘাস গজিয়েছে। সে সম্পর্কে কি????",angry
মারাঠিতে একটা কথা আছে যে শরীর হল ন্যাকড়ার বোঝা,neutral
আপনি কি এমন লোকদের কথা বলছেন যারা PMC কে প্রশ্ন করতে পারে না? বিভ্রান্তি,neutral
এটি ছিল একটি আগুন যাকে আমরা পানিচু (পাতা বিচ্ছু) বলতাম। কিন্তু মানুষ মরে না।,neutral
এই নিউজ চ্যানেল একই খবর। আমি বিরক্ত।,angry
এটা স্পষ্ট যে বিনামূল্যে প্রচার পেতে কাউকে নিজেকে ডাকতে বলা হয়েছে।,angry
এতে অ্যাকশনের ভয়ে অনলি ফ্যানসের প্রতিষ্ঠাতাদের মধ্যে আতঙ্ক ছড়িয়ে পড়েছে।,fear
মনে হচ্ছে পকেটের সাংবাদিক ও গোদি মিডিয়া এই কথাগুলো ভুলে গেছে...,angry
বিপদ দেখুন।,angry
"আর পাওয়ার সাহেব কংগ্রেস ভাঙলেন, কী কৌশল।",angry
কোঙ্কানবাসী রানেকে কলঙ্কিত করেছে,angry
"এই বখাটেরা মানুষের জীবনের মূল্য দিয়ে বিলাসবহুল জীবনযাপন করে, তাই এই অবহেলার পরামর্শ দেওয়া হয়েছে।",angry
পৃথিবী প্রতারিত হয় কারণ ভিতরে যা মনে হয় তা নয়,neutral
এই ধরনের জাল ব্যবসার কারণে আপনার অ্যাকাউন্ট স্থগিত করা হবে,angry
এখন আমি আপনাকে বলবো কেন আপনি এটিকে নীচের স্তর বলছেন,angry
চুপ কর..কিছু,angry
এটা সত্য যে কিছু মিথ্যা গল্প বলে মানুষকে বোকা বানানোই বিজেপির নীতি।,angry
মহারাষ্ট্র আমাকে কোথায় নিয়ে যাবে?,sad
আপনি নীরবতা আদেশ লঙ্ঘন করেছেন,angry
আমি এই কারণে আনফলো করব না... চিন্তা করবেন না।,neutral
তার স্ত্রী তাকে ডাকলে সে বাসায় আসতে শুরু করলেও পথে তিনজন তাকে গুলি করে।,sad
মাভিয়া প্রার্থী পাবেন না-বাবনকুলে,happy
"আপনি কি জানেন গাজর, সাত্তারা, মূলত আপনার মন্ত্রী হওয়ার যোগ্যতা নেই",angry
এখনো কোনো ব্যবস্থা নেওয়া হয়নি। কাজ চলছে।,neutral
বিজেপি যখন সরকারে ছিল তখন কীভাবে এমন হল?,happy
"এই মহিলা ইহুদী নন, বাকি সবাই বুদ্ধিমান",neutral
"আপনার মতো, তাদেরও মনে হয় যেন তাদের ওপর দিয়ে মেরে ফেলা হচ্ছে",sad
এটা দেবতাদের অপমান।,angry
মৃত্যুর এই গ্রাফ অমরাবতীতে সবচেয়ে বেশি,sad
আপনি এটি নিয়েছিলেন এবং এটি লিখেছিলেন তাই এটি সঠিকভাবে লেখা নাও হতে পারে,neutral
ঠিকানা ভুল আর বুলেট ভুল বলেই চরিত্র পেয়েছে মিডিয়া।,neutral
পটকা ফাটিয়ে আমাদের প্রকৃতি মাতাকে অপমান করা সমস্ত দেউলিয়া ভক্তদের বিরুদ্ধে প্রতিবাদ...,angry
"কেন আপনি """" এর পরিবর্তে """" ভুয়া নাম ব্যবহার করেন?",neutral
বাসিত একটি দেশবিরোধী পত্রিকা পরিচালনার দায়িত্বে ছিলেন।,angry
. যে কেউ এই ধরনের টুইট করার জন্য অর্থ পায় তারা বলবে তাদের শ্বাসরোধ করা হচ্ছে,angry
আমি মনে করি ষাঁড় এবং মহিষকেও অপমান করা হবে...,sad
এখানে সংকট আড়ালে দাঁড়িয়ে আছে। মুখের অভিব্যক্তি দেখুন।,fear
বাকি শেনিকানরা আরও খুশি হবেন.. ভবিষ্যতে ঋতুজা লাটকেও শিন্দে গ্রুপে যোগ দেবেন..,neutral
গ্রামে কোনো স্কুল নেই তবে দুটি আছে এবং বলা হয় তারা মানুষমুখী,neutral
পুনেতে জল জমে থাকা থেকে মনোযোগ সরাতে এই সব মহকুমা! পাবলিক বুদ্ধিমান!,angry
এটা তোমার নিয়তি নয়,sad
"জনতা সাপটিকে পিষে ফেলতে যাচ্ছিল, কিন্তু ঋষি পাপ হবে বলে রক্ষা করলেন; কিন্তু একটি ভুল ব্যয়বহুল প্রমাণিত হয়েছে",sad
সহানুভূতি পাবে ভোলানাথ। নির্বাচক রাজা কিয়েভে এসে ভিক্ষা করবেন?,neutral
লটকে তাইয়ের বিরুদ্ধে ষড়যন্ত্রের সময় এই ভূমিকা কোথায় ছিল?,angry
"দেশে বেকারত্ব নেই, কর্মসংস্থানও কম। -নির্মলা আত্যা",neutral
আপনার মতামতের কোন মূল্য নেই... আপনি এটার যোগ্য নন..,angry
এর পর নম্বর আসে। বসুন..,angry
আজ আমি অন্ধ ও বধির,sad
যারা মহারাজের প্রতীককে দেশবিরোধী বলছেন তারা দেশবিরোধী।,angry
কেন সব পুরুষ এত অলস.. এটা একটি গবেষণার বিষয়,angry
এটা খাঁটি ভূত,angry
