text,sentiment
हे दृश्य नक्कीच व्यथित करणारे आहे -----,sad
या राजकारणी माणसानी महाराष्ट्राची इज्जतीचे पार वाभाडे काढलेत,angry
"काय खोटी आशा बाळगता मॅडम, एक तरी पुरावा आहे का मोदी असे म्हणाल्याचा.",angry
हे चुकीचं आहे अध्यक्ष महोदय,angry
"हिंदूूनो, सेक्युलरीजम ही अंधश्रद्धा आहे हे नीट लक्षात ठेवा.",neutral
तुला भाजपने का बरं पैशावर ठेवलंय,angry
हा सामना आहे की टोमणा,neutral
वर्षे सोबत असताना ह्यांचे नगरसेवक देवनार डम्पिंग ग्राउंड चा कचरा खात होते,angry
"नशीब,कोम्प्युटर कोपी पण टाकली, नाहीतर कांहीच समजल नसतं. मोबाईल दिला ??!!",neutral
मुंबईतले रस्ते खड्डेमुक्त न होण्यामागचे गौडबंगाल..नित्कृष्ट दर्जाचे काम..,angry
"अंधारे बाई, पेडणेकर काकू भुंकल्या का?",angry
"काहीही काय बोलता,भाजपा चं जप्त होणार होत.",angry
हे तुमचे सरकार असताना झाले .... तुमच्यात खोट आहे,angry
मी अंधेरी पोट निवडणूक विधानसभा मध्ये राहत आहे हा एक गुगली आहे,neutral
"""कालचा गोंधळ बराच होता...""",neutral
रिकामचोट आहेत ही लोक....,angry
उध्दव च आवडत नाही तर चिन्हं कसं आवडेल....कधी पण इमोशनल रडत बोलणारा वैयक्ति आहे,angry
लाळचाट्याने काल उष्टी बिरयातील हाडकं चगळली त्यामुळे त्याला उलट्या सुरू झाल्यात.,angry
सत्ते साठी माती खायची परंपरा आहे!,angry
युवकांच्या मागे दुष्टचक्र चालू आहे!,fear
मला ब्लॉक केल आहे जित्याने,neutral
"आहो, सत्तार शेठ.... शेतकरी मेल्यावर ओला दुष्काळ सारखी स्थिती येणार आहे का...?",sad
अरे तुमच्या नादात राज्याची आय.... त्याच कोन बघतंय का,angry
या' अभिनेत्रींनी कमी वयातच केली आत्महत्या...,sad
अरे आम्ही माफी का मागायची तुम्ही कोण लावून गेलात .,angry
सुप्रसिद्ध अभिनेते आणि ज्येष्ठ रंगकर्मी प्रदीप पटवर्धन ह्यांचे दुःखद निधन भावपूर्ण श्रद्धांजली,sad
कधी आणि कशी देणार सरस्वती ह्याला सद्बुद्धी? हा अशिक्षित भाजीवाला तिला मानतच नाही ना!,angry
सर्व राजकीय पक्षांनी आणि नेत्यांनी भारतीय जनतेला मु्र्ख आणि संविधानाची पायमल्ली होत आहे,angry
ज्यासाठी बोंबा मारत होते ते विलिनीकरण कधी करणार?,neutral
आज वर पाहिलेले सर्वात नीच प्रवृत्तीचे राजकारणी आहेत हे राणे.....,angry
आता हेही चिन्ह हातातून निसटून जाईल असं दिसतंय,sad
सपशेल चुकीचे आहे... अक्षरशः मूर्खपणाचे विधान आहे,angry
मला होत माहिती... यांचे कांड खूप मोठे आहेत,neutral
मान्यवर कोणत्याही गोष्टीचा अतिरेक आपल्याला मान्य होतो का?,neutral
"यांना दुप्पट दंड लावावा, हा मुजोरपना आहे",angry
सुबोध भावे आणि त्याचा बोलविता धनी तो सांगतो आणि हा बोलतो...,angry
"हंगर इंडेक्स वाल्यांना कॉंग्रेसचा वाण लागला असावा, भ्रामक दाव्यांची ही आहे सत्यता..",angry
मंत्री आहात की महाराष्ट्राला लागलेली वाळवी? तुमचं डोक ठिकाणावर आहे का?,angry
तु पाकिस्तानचा आहेस का चोरून बिर्याणी खातो,angry
त्यांच्या नातेवाईक वर इन्कम टॅक्स धाड पडली होती,neutral
माझ्या सर्व मराठा बांधवांना आणि भगिनींना विनंती आहे की या पुढं मतदान करू नये.,sad
दादाची मी मारायच्या अगोदर तुम्ही मारली अन्याय आहे हा,angry
तुम्हाला समजत नाही हे सांगा स्वतःच अज्ञान जनतेवर कशाला लादता,angry
हे बघून पवार यांनी सभा घेऊन विनंती केली. उद्धव ठाकरे कुठल्या तोंडाने बोलतील.,happy
हारामखोर आहे हा गद्दार साला,angry
झाली आतल्याची सुरुवात दिवस उजाडला आता दिवसभर भुंकायला,angry
आम्हाला घाबरून आधीच ब्लॉक केलय...,fear
बाकी सगळे मार्ग खुंटले की ते रामाचा आणि पाकि स्तानचा धावा करतात,angry
हो अतंत्य नींदनीय कृत्य आहे हे…,angry
बरोबर दादा बाप चोर आहेत हे गद्दार,angry
फडफड करण एवढंच काम आहे भाऊंना,angry
तलवार धरणार म्हणजे हिंसा करणार का?,neutral
पक्ष म्हणजे बापाची मालमत्ता समजनाऱ्यांना साष्टांग नमस्कार.,angry
केंद्रातील मोदी सरकारमुळे देशाची लोकशाही कमकुवत होत आहे!,sad
लटके मॅडम बाळासाहेबांच्या शिवसेनेत गेल्या तर त्यांना गुलाम लोकं गद्दार म्हणणार का?,angry
ते मुख्यमंत्र्यांच्या पी ए ने तुमच्या कानाखाली वाजवली असं ऐकलं.. खरं आहे का?,happy
"राष्ट्रवादीचा भाजपला ‘जोर का झटका’, ‘या’ जिल्ह्यात सर्वाधिक जागांवर विजयी; भाजपला केवळ जागा",neutral
"‘सौरव गांगुलीला त्रास दिला जातोय’, आरोप करीत ममता बॅनर्जींची पंतप्रधान मोदींनी केली ही विनंती",neutral
"शेण किडे त्याच लायकीचे आहेत रे, ट्विट मुळे बुडाला आग लागते",angry
नवरदेव गुडघ्याला बाशिंग बांधून तयार होता पण वडीलांनी ऐन मुहुर्तावर लग्न मोडले.,happy
म्हणजे बाळासाहेबांच्या हिंदूत्व मध्ये हि ताकत नव्हती असे समजता का....,neutral
हा सर्व गुजराती लोकांचा प्रॉब्लेम आहे,angry
मी नीरज आहे नीरज चोप्रा नाही,neutral
मशाल पण होती रे टिपीकल शेणकिडा,angry
चड्डी फाटनार हे माहीत पडल्यामुळे आधीच टेलर ला बोलवलं,neutral
तुझ्या मालकाला त्याच्या बापाचं स्मारक स्वतःच्या जागेवर स्वखर्चाने बांधायला सांग.. जनतेच्या बोकांडी का खर्च,angry
आणि यांच्या वाटणीचा कडक गांजा खोपकर ने मारला का आज ???,happy
मोदींना शिव्या देणारा अग्रवाल (समाजवादी पक्ष) आहे ना भाजपात त्यावर पण बोला,angry
मराठवाडा विद्यापठातील ह्या फालतुगिरी बद्दल काही ठोस पाऊले उचलणार का? जी जी.,angry
सगळ्यात हरामी नेता आहे हा,angry
"जा भोसरीच्या...सगळे भ्रष्टाचारी, बलात्का-यांनी सामावुन घेतला आणि वर मिजास चालु...फेकु-तडीपार यांचा पक्ष म्हणजे “खाजप”",angry
अफगाणिस्तानमध्ये तालिबान्यांकडून होत आहे शिखांचा छळ !,sad
अकलेच्या कांद्याच उत्तम उदाहरण म्हणजे हा. याला अर्थशास्त्राच नोबेल फेकून मारा कोणीतरी..,angry
जर का एकदाच ठरलं तर ठरलं मग बोयकॉट तर बोयकॉट,angry
म्हणजे उठा येडे का भकास आघाडी करायला,angry
अभ्यंकर हे जास्त भयंकर आहेत,fear
जसे काही तुमच्या राज्यात मध्यमवर्गीय हत्तीवरून साखर वाटत होता ...,neutral
अत्यंत ही दुर्भाग्यपूर्ण घटना,sad
किती ती उत्सुकता ओरडा ऐकण्याची,happy
यालाच म्हणतात चोराच्या उलट्या बोंबा......अक्कल नसली की असेच होते.हा देशाच्या आर्थिकतेचा विषय पण सर्वच नमुने....,angry
काय रे बनवट बुवा तु परत आला फसणवीस च्या लोमत्या,angry
अरे किती खोट्या बातम्या द्याल..... सिनेमा मोकळे पडलेत आणि प्रेक्षकांच्या प्रतिक्रिया म्हणे,angry
तुझ्या बोडख्याच काय गेल? तू काय उद्धट / पेंग्विन ची चाटत बसलेली असतेस का?,angry
सातही पिढ्या गद्दार म्हणून मिरवा,angry
तुम्हाला ठाकरे गटाने शिंदे गटाची सुपारी दिली आहे काय???,angry
अतिवृष्टीमुळे पुणे मनपाने पुण्यात काय दिवे लावलेत याची कल्पना येते – अजित पवार,angry
चाटूगिरी करणं सुरु झालंय.. आता हे महाराष्ट्राला गुजराती धोरण किती चांगलं आहे ते दाखवणार..,angry
या मध्ये नामांकित महाविद्यालयाचा समावेश असतो हे शैक्षणिक व्यवस्थेला काळिमा फासणार आहे,angry
शेतातील तुला काय शे.... कळत्यात..आला मोठा शहाणा..,angry
राग आला... आता खाऊ घालतील बिचारीला.,angry
तिच नाव थोडीच होत...खुश करायला आली ती खुशाली..,neutral
ताईसाहेब झोपलात का? झांकी कुठे आहे? महाविकास आघाडीने ला पटकवलं ना...,happy
तो भक्त तोरसेकर आहे .. आधी व्हॉट्सॲप वर मोठमोठाले मेसेजेस पाठवत होता,neutral
छत्रपतींच्या सुरत लुटीचा राग अजूनही काळ्या टोपी वाल्यांना आहे.,angry
हा व्हिडिओ बघ रे आधी भक्ता....बाकी नंतर बोल,angry
अस लिहून किंवा बोलून फक्त आणि फक्त सहानभूती गोळा करणे चालू आहे बाकी काही नाही,angry
मला समजत नाहीये तुम्ही त्याची इज्जत फोटो मध्ये काढलीय का कॅप्शन मध्ये,angry
वाईट बातमी ज्या सैनिकांना या अपघातात वीरमरण प्राप्त झाले त्यांना भावपूर्ण श्रद्धांजली,sad
पण हे भलतेच अशावादी दिसतात ...,neutral
"प्रिय ग्राहक, झालेल्या गैरसोयीबद्दल आम्ही दिलगीर आहोत, आम्ही तुमच्या मागील ट्विटला उत्तर दिले आहे.",neutral
"त्यांच्याकडे पुरावा नसणारच, नेहमीप्रमाणे पिवळी पुस्तकं वाचून आला असेल तो!",angry
शालीतून जोडे मारण्यापेक्षा असे एकदम समोरून मुस्कटात मारलीत तुम्ही,angry
कमळाबाईच्या चूत्यापणांमुळे हे सगळे झाले आहे.,angry
"हो ,,म्हणून तू कायदा कसाही वापरणार का?",angry
आता सुध्दा देशात अघोषित आणिबाणीच आहे,fear
काळ आता बदलला आहे. आता मुली नाहीत.. आता बेरोजगार मुलं पालकांच्या खांद्यावरचं ओझं झालं आहेत.,sad
हे उपहासात्मक असावे.,neutral
अरे मुर्खा ऑक्टोबर ला दिला आहे,angry
सगळ्यात फालतू आहेत हे साहेब,angry
गद्दार आमदारांच्या ढुंगणावर दांडा मारल्यावर मलम लावायला गद्दार टोळीत सामिल झाल्यात का?,angry
काय मूर्खपणा आहे हा...,angry
हो नक्कीच कारवाई करायला पाहिजे पण त्यांनी देश विरोधी घोषणा दिल्या का ?,angry
पिंपरी चिंचवड मध्ये पण.... हा पण उध्दव गटातला झालाय... केवढा रडतोय...,angry
- वागल्याना किमान बुद्धी द्यावी म्हणून प्रार्थना करताना मोदीजी.,neutral
भारत हरला नाही इंग्लड जिंकला आहे,neutral
"शिंदे फडवरच्या मावशी सारख तुमच काम आहे, तून तून वाजवयच इनाकरण",angry
खरच लक्ष द्या नाहीतर खूप मोठे संकट आ वासून उभा आहे,fear
माहिती देण्याची तसदी घेणार का?,neutral
काय मग झाला का हिशोब तुझ्या कुरेशी साहेबांनचा आणि तुझा पळपुटे भक्त...,angry
हे अगोदर करायला पाहिजे होत आता नाही पराभव अटळ आहे,sad
चांगल्या रस्त्याला नजर लागू नये म्हणून पडले आहेत घड्डे आपोआप.,angry
भाजपा दारू कोचिया हे,angry
राजकारण हे असच असत तुम्ही फार वैयक्तिक घेतलं आहे म्हणून एवढा मनसे विरोध,neutral
आणि आपल्याला त्याच्या पासून मनस्ताप मिळतो,sad
हातभार नाही. हे त्याचंच कारस्थान आहे.,angry
एवढंच बाकी होत बघायचं,angry
कोणताही पक्ष आला तरी सर्वसामान्य जनतेचे भले होणार नाही.,sad
थोडक्यात गृहमंत्री बिनकामाचा आहे,angry
भाजपने सुद्धा अजितदादा सोबत शपथ घेतली होती. भाजप पण गद्दार का मग?,angry
याला हेक्टर म्हणजे की माहीत नाही हा काय सांगणार,angry
मला वाटलं चं ट्विट आहे हे म्हणून रिप्लाय तसा झाला....साॅरी मित्रा,neutral
आता वेळ आली आहे कर्तुत्व दाखवून जिंकण्याची पण रडायचं काय थांबत नाही,angry
नकोच वाटतं आता,sad
सतरंजा उचला एवढी काम आहे आपल्या लायकीचे लागा कामाला,neutral
हा झाला इतिहास .गेले ते वैभव .,sad
सत्तेत असताना त्या संघटनेची केळी चोखत होता...,angry
आणि तोंड वाकड्या ह्याच्या आईचा यार का?? त्याच नाव घ्यायला जीभ जड झाली ह्याची,angry
हा नक्कीच च्या निवडणुकीत महत्वाचा मुद्दा असु शकतो जनतेला मुर्ख बनवन्या साठी.,angry
अख्या महाराष्ट्राला देवेंद्र जी बद्दल अभिमान आहे तुम्हाला विचारतो कोण चाटू पत्रकार लाचार पत्रकार,happy
मराठी कलाकाराचा आपमान आहे हा.,angry
यालाच माहिती नाही म्हणून महाराष्ट्राच्या सत्ता संघर्षात तारीख पे तारीख देत आहे,angry
या सर्वांना पाकिस्तान मध्ये पाठवून द्या. असे देशद्रोही या देशात राहण्याच्या लायकीचे नाहीत.,angry
हाय का गेला रे ? झटक्या वाला,neutral
"हो, हिंदू असून ही हिंदू द्वेष भरलेला असतो यांच्यात",angry
हित तर चुकलात सरळमागी॔ राजकारण करुन भाजपकडून सरळ चिडपाड,neutral
"खोट्या खोट्या का होईना, शाळेत गेले ना? आता त्यांचं शिक्षण कोणी काढू नका",angry
हा माणूस मुख्यमंत्र्यांना गलिच्छ भाषेत शिव्या घालतोय.कडक कारवाईची अपेक्षा आहे,angry
सह्याद्री शाळा ही खाजगी शाळा असल्यामुळे ठाणे महानगरपालिका पाण्याच्या टाक्या साफ करत नाही.,neutral
जिंकायची शाश्वती नाही म्हणून हे गद्दार आता असेच मैदान सोडून पळून जाणार,angry
पहाटे पहाटे वाईट स्वप्न पडून दचकून जाग आली पुढं दिवसाचा आनंदीआनंदच आहे सगळा आता,happy
मी जातो कधी कधी सारसबागला. आता नुसती गर्दी असते ट्रॅफिकचा आवाज कायम असतो.,sad
काहीही फेकता का ? पत्रकारिता करा की ? म्हणूनच अजतकने काडले काय ?,angry
मनाला वाटेल ते बोलायचे ती काय वडापाव ची गाडी आहे का ?,angry
दाढी वाढवून मोदी बनण्याचा यत्न? पण दाढी वाढवून बुद्धी आणि निर्णयक्षमता वाढेल का?,angry
"मराठीचे मारेकरी बनू नका, मराठीत व्यक्त व्हा. आम्हाला ही भाषा समजत नाही.",neutral
"शेमन्या आता डांगीत शेपुट का घालुन बसलास, बोल ना आता.",angry
फायदा सामान्य जनतेपर्यंत पोहचत नाही तोपर्यंत निर्थक आहे सगळ,sad
भविष्य खर ठरल म्हणून राग आला,angry
उगाच नाही बाळ्याने सांभाळून घ्यायला सांगीतलं... त्याला आपल्या प्राचीन औकात आणि अक्कल माहीत होती...,neutral
सर भ्रषटाचार खुप वाढल आहे त्यावर उपाय करा,angry
शेण आणि स्वमुत्र खायला,angry
फक्त आणि फक्त कीव आणि हसुच येत असे पांचट आणि बिनबुडाचे ट्विट वाचले की..,angry
किती खोटे बोलता जयदीप ठाकरे कोणा सोबत आहे हे सांगा.,angry
शांता शेळके काय होती हे या बुद्धीहीन माणसाला माहीत आहे का?,angry
या मूर्ख आणि बावळट पत्रकरमुळे जनतेची दिशाभूल होत आहे,angry
मग आता बाळासाहेबांच्या शिवसेनेला शिव्या द्या.. मग जनता तुम्हाला योग्य पद्धतीने उत्तर देईल,angry
गुज्जू किडा असा हळूच बाहेर येतो...!,angry
कार्तिक यात्रा कालावधीत भाविकांची गैरसोय होणार नाही याची दक्षता घ्यावी – प्रांताधिकारी गजानन गुरव,neutral
मी तर आधीच बोलो होतो बळी देशाच्या आधी बकर्याला हार घातलाय .,sad
वी आहे म्हणे ही शु नेना ताई,angry
मस्त घेतली गद्दारनाथ आणि फसनवीसची ब्रावो नाना,happy
हे बोलल्या तेव्हाच ताई संपल्या... ओम शांती !,sad
"जास्त शहाणा समझून राहिला हा स्वतःला, फाट्यावर बसवा असे भंपक वकील.",angry
आता ही अफवा कोणी पसरवली रे थापा हा शिंदे गटाचा पालकमंत्री होणार,happy
सर काय हे घेऊन येतात वर तुम्ही.वाचून दुःख होत खूप.,sad
हरण्याच्या भीतीने असले धंदे ते ही राज ठाकरे मार्फत करून घ्यायला लागले,fear
"हे पाठिशी उभे राहीले म्हणजे ख़ंजीर ख़ुपसणार हे नक्की. वसंतदादा पाटील , यशवंतराव",angry
काय ती भाषा...काय ते संस्कार!,angry
"बाळासाहेब हे प्रभोदनकारांचे वारसदार, तोरसेकर कडे लक्ष नका देऊ वय झालंय त्यांचं, वाटेल ते वडबडतात.",neutral
दादा यांना योगी स्टाईल ने धडा शिकवणार का???,angry
"""नरेंद्र मोदी हे देशाचे पंतप्रधान नाहीत, ते फक्त भाजपचे पंतप्रधान आहेत."" -कॉंग्रेस प्रदेशाध्यक्ष नाना पटोले",angry
अरे हा लबाड कोल्हा आहे का अजून...इतके दिवस कुठे लपून बसला होता,angry
"मोदी सरकारने मनीष सिसोदिया यांना टार्गेट केले, हे खरोखरच अन्यायकारक आहे.",angry
डोक्यावर पडलेली आणि कॉग्रेसी विचार धारा असलेली मानसिकता पवित्र मंगळसूत्राचा अपमान करणाऱ्या निषेध,angry
गप्प रे लाखांचे आणे करणारे आहेत ते,angry
"अबे उपट, बापासारखा एक तरी गुण आहे का त्याच्यात ?",angry
"बाण आता भाजप ने घालून घेतलाय, खूप शोधला पण हातच भरला..",neutral
अरे भामट्यांनो तुम्ही तर मराठा मोर्चा ला मुका मोर्चा बोलला होता की रे,angry
हा भ्रम आहे,neutral
मी पुरणपोळी खात नाही बोलून खाण्यासारखं आहे हे.,neutral
नाय व्हायची हा,neutral
ती मला त्रास देते,angry
खोक्यांनीच सर्व होत आहे तर मतदानात रस कोणाला आणि का असेल.,angry
पाणी साचत नाही जलयुक्त शिवार काम करत आहे,happy
"यासाठी मुंबई, पुणे च्या बाहेर महाराष्ट्र आहे हे समजलं पाहिजे.",neutral
"वर्क फ्रॅाम होम म्हणजे, च्यायला ॲाफिसचं काम करा आणि घरचंही…वैतागवाडी नुस्ती",angry
ह्या मॅडम एक दिवस नक्कीच ऊद्धव ठाकरेंची उरली सुरली शिवसेना पण फोडतील..,angry
पण राहुल गांधी मुळं तुमचे महामहीम भा......गवत डायरेक्ट मस्जिद मध्ये उगवले होते.त्याचं काय????,angry
एक ना धड भाराभर चिंध्या अशी म्हण आहे मराठीत,neutral
पीएमसी ला प्रश्न विचारू शकत नाहीत त्यांच्याबद्दल बोलताय का? कन्फ्यूजन,neutral
याला आमच्याकडे पानइचू (पान विंचू ) म्हणत्यात लई आग होती. पण माणूस मरत नाही.,neutral
हे न्यूज चॅनल ह्याच बातम्या. कंटाळा आले आहे.,angry
फुकट प्रसिद्धी मिळवण्यासाठी स्वतःच कोणाला तरी फोन करायला सांगितलं आहे हे स्पष्ट आहे,angry
यामुळे ओन्लीफॅन्स च्या संस्थापकांमध्ये कारवाईच्या भीतीने खळबळ उडाली आहे.,fear
"पाकीट पत्रकार, गोदी मिडीया हे शब्द विसरले वाटतं...",angry
हा बघा कसला धमकी देतोय.,angry
आणि पवार साहेबांनी काँग्रेस फोडली ती काय चण्याक्याणिती,angry
कोकणवासीयांना कलंक आहे राणे,angry
हे हरामखोर जनतेच्या जीवावर आलिशान जीवन जगतात म्हणून हा बिनडोक पणा सुचतोय,angry
आतल्या हे असच असत जे दिसते तसे नसते म्हणून जग फसते,neutral
या असल्या फेक उद्योगनमुळेच तुझं अकाउंट सस्पेंड होत,angry
आता हे सांगणार खालची पातळी कशाला म्हणता,angry
गप्प.. काहीही हा,angry
खरे आहे. काही ही खोटे नाटे सांगून लोकांना उल्लू बनवायचे हिच भाजप निती.,angry
कुठे नेणार आहे महाराष्ट्र माझा,sad
शांत राहण्याचा आदेश भंग केला आहे तुम्ही,angry
एवढ्याश्या कारणासाठी मी नाही अनफॉलो करणार... काळजी नसावी.,neutral
"पत्नीने फोन केला म्हणून घरी येण्यासाठी निघाला, पण रस्त्यातच तिघांनी झाडल्या गोळ्या",sad
"उमेदवार मिळणार नाही, अशी मविआची अवस्था करु – बावनकुळे",happy
तुला काय गाजर माहित का सत्तारा मुळात आपली पात्रता नाहीत मंत्री व्हायची,angry
अजूनही कारवाही झालेली नाही. काम सुरूच आहे.,neutral
भाजपाचे सरकार असतेवेळी असे कसे झाले ?,happy
"ही बाई येडी नाही, बाकीचे शहाणे आहेत",neutral
तुझ्यासारखं त्यांना पळवून पळवून मारत आहेत म्हणून वाटत असेल,sad
देवांचा अपमान आहे.,angry
अमरावतीमध्ये हा मृत्यूचा आलेख सर्वाधिक आहे,sad
तुम्ही घेऊन लिहीलं त्यामुळे नीट लिहीलं नसेल,neutral
पत्ता पण चुकला आणि गोळी खायची पण चुकली म्हणून मीडियाला पात्र मिळालं,neutral
फटाके फोडून आमच्या निसर्गदेवतेचा अपमान करणाऱ्या सर्व दिवाळीखोर भक्तांचा निषेध...,angry
"तुम्ही """" ऐवजी """" असं खोटं नाव का वापरता?",neutral
बासितकडे होती देशविरोधी मासिक चालवण्याची जबाबदारी!,angry
. असे ट्वीट करायचे पैसे मिळाल्यावर कुणीही स्वतःचा गळा दाबला जातोय असे सांगेल,angry
मला तर बैल आणि म्हैस दोंघांचाही अपमान होईल असे वाटत.....,sad
इथे तर संकटच पाठीशी उभे आहे. भाव बघा चेहऱ्यावरचे.,fear
शिल्लक शेणीकानो जास्त खुश होऊ ना.. भविष्य ऋतुजा लटके सुद्धा शिंदे गटातच सामील होणार..,neutral
गावात नाही शाळा पण आहेत दोन आणि म्हणे लोकभीमुख़,neutral
ते पुण्यात जे पाणी साठले त्यावरून लक्ष हटवण्यासाठी हा सगळा उपद्व्याप! जनता सुज्ञ आहे!,angry
तुझा नशीबी ते पण नाही,sad
"जमाव सापाला ठेचणार होता, पाप लागेल म्हणत साधूनं वाचवलं; पण एक चूक महागात पडली",sad
सांग सांग भोलानाथ सहानुभूती मिळेल का. मतदार राजा कीव येऊन भीक देईल का?,neutral
लटके ताईंच्या विरुद्ध कट कारस्थान झाली तेव्हा कुठे होती ही भूमिका ?,angry
"देशात बेरोजगारी नाही आहे , देशात रोजगार कमी झालेत. - निर्मला आत्या",neutral
तूझ्या मताला शून्य किंमत आहे...तुमची तेवढी लायकी पण नाही..,angry
आकडे देऊन ही पुढे आहे. बसा खाली..,angry
आज मी आंधळा आणि बहिरा दोन्हीही आहे,sad
महाराजांच्या प्रतिकाला गद्दार म्हणनारेच गद्दार आहेत..,angry
सगळे पुरुष इतके आळशी का असतात.. संशोधनाचा विषय आहे,angry
शुद्ध भूतीयागिरी आहे ही,angry
महाराष्ट्राची संस्कृती राखत चांगल्या निर्णयाला टोमणा मारून दूषण लावणं ही कोणाची संस्कृती?,angry
इतिहास आणि भूगोल दोन्ही कच्चा आहे शरद सेनेचा.,angry
तुझी लायकी किती आहे नेमकी? आहे असं वाटतंय का तुला?,angry
आणि येड्या गज्जू ला काय पाहिजेफक्त चमकोगिरी,angry
आज बाळासाहेबांना खूप दुःख होत असेल,sad
"खासकरून टिव्ही मराठी, एनसीपी माझा आणि भोकमत",neutral
: रास गरबा खेळत असताना अचानक थांबले अन् खाली कोसळले; कुटुंबीयांसमोरच आला मृत्यू,sad
प्रेम म्हणजे... घरचं खायचं आणि दुसर्यासाठी झुरायचं... काय गरज आहे भेंडी...,angry
तेथे मंगळसूत्र चोरीच्या चार गुन्हा दाखल झालेत असं ऐकीवात आहे.,neutral
बरोबर आहे पण ही अक्कल तुम्ही फक्त हिंदू सणांच्या वेळीच शिकवता...,angry
गद्दारी दोघांच्यात आहे पुढच्या पिढी ला तुमची नक्कीच लाज वाटणार,angry
इमरजंसी ला तेव्हा तुम्ही पाठिंबा दिला होता पण जनता विरोधात होती....,angry
