text,sentiment
ये वक़्त क्या है?? जनता का काम करने के बजाय मोदी के कहे अनुसार पूजा करते फिर रहे हैं??,angry
क्या यह सचमुच इतना गंदा है?,angry
"यह देखना चौंकाने वाला है कि तकनीकी कंपनियाँ """" को सामग्री प्रदान करने की कोशिश में किस हद तक जा सकती हैं...",happy
"इस जनमत सर्वेक्षण को देखें, देसाद वाघ। तब तुम्हें अपनी कीमत का पता चलेगा।",angry
यह दृश्य निश्चित ही विचलित करने वाला है-----,sad
इस राजनेता ने महाराष्ट्र का मान बढ़ाया है,angry
"कैसी झूठी उम्मीद है मैडम, क्या इसका कोई सबूत है कि मोदी ने ऐसा कहा।",angry
ये ग़लत है सर,angry
"हिंदुओं, याद रखो कि धर्मनिरपेक्षता अंधविश्वास है।",neutral
बीजेपी ने आपको पैसे पर क्यों रखा है?,angry
ये मेल है या ताना-बाना,neutral
सालों तक साथ रहते हुए उनके पार्षद देवनार डंपिंग ग्राउंड का कचरा खाते थे,angry
"किस्मत अच्छी थी, कंप्यूटर कॉपी भी डाल दी गई, नहीं तो कुछ समझ में ही नहीं आता। मोबाइल दिया??!!",neutral
"मुंबई में सड़कें गड्ढामुक्त नहीं, गौड़बंगला..खराब गुणवत्ता का काम..",angry
"सांवली औरत, क्या पेडणेकर आंटी भौंकीं?",angry
"आप कुछ भी कहें, बीजेपी जब्त हो जाएगी.",angry
यह आपकी सरकार के दौरान हुआ....आपमें झूठ है,angry
मैं अंधेरी पॉट इलेक्शन असेंबली में रहता हूं यह एक गूगल है,neutral
"""कल काफी गड़बड़ था...""",neutral
ये लोग खाली हैं...,angry
यदि आप उद्धव को पसंद नहीं करते तो आप चिन्ना को कैसे पसंद कर सकते हैं?,angry
ललचत्या ने कल उष्टी बिरया में हड्डियाँ चबायीं तो उसे उल्टियाँ होने लगीं।,angry
सत्ता के लिए मिट्टी खाने की परंपरा है!,angry
युवाओं के पीछे चल रहा है एक दुष्चक्र!,fear
जिताने ने मुझे ब्लॉक कर दिया है,neutral
"आह, सत्तार शेठ.... क्या किसानों के मरने पर सूखे जैसे हालात होंगे...?",sad
"ओह, आपकी आवाज़ में राज्य की आय.... क्या आप भी इसी नजरिए से देख रहे हैं?",angry
इस अभिनेत्री ने कम उम्र में ही आत्महत्या कर ली थी।,sad
"ओह, हमें माफ़ी क्यों मांगनी चाहिए?",angry
सुप्रसिद्ध अभिनेता एवं वरिष्ठ रंगकर्मी प्रदीप पटवर्धन के दुखद निधन पर भावभीनी श्रद्धांजलि,sad
सरस्वती यह ज्ञान कब और कैसे देंगी? यह अशिक्षित सब्जी उस पर विश्वास नहीं करती!,angry
सभी राजनीतिक दल और नेता भारतीय जनता को मूर्ख बना रहे हैं और संविधान की धज्जियाँ उड़ा रहे हैं,angry
वे वह विलय कब करेंगे जिसके लिए वे बमबारी कर रहे थे?,neutral
राणे आज तक देखे गए सबसे खराब राजनेता हैं...,angry
अब लगता है कि ये चुनाव चिन्ह भी हाथ से निकल जायेगा,sad
बिल्कुल ग़लत... सचमुच एक मूर्खतापूर्ण बयान,angry
मैं जानता हूं कि... उनके तने बहुत बड़े हैं,neutral
क्या हम किसी सम्मानजनक चीज़ की अधिकता स्वीकार करते हैं?,neutral
"उन पर दोगुना जुर्माना लगाया जाना चाहिए, यह जरूरी है।'",angry
सुबोध भावे और उनकी प्रिय धानी वह बताते हैं और यह बोलता है...,angry
"भूख सूचकांक वाले ने पकड़ लिया होगा कांग्रेस को, ये है भ्रामक दावों का सच..",angry
आप मंत्री हैं या महाराष्ट्र के लिए आपदा? क्या आपका दिमाग ठीक है?,angry
क्या आप पाकिस्तान से हैं और बिरयानी चुराते हैं?,angry
उनके रिश्तेदारों पर इनकम टैक्स का छापा पड़ा,neutral
मैं अपने सभी मराठा भाइयों और बहनों से अनुरोध करता हूं कि वे आगे से मतदान न करें।,sad
यह अनुचित है कि तुमने दादा को मेरे मारने से पहले ही मार डाला,angry
"मुझे बताओ, तुम्हें समझ नहीं आता, तुम अपनी अज्ञानता जनता पर क्यों थोपते हो?",angry
इसे देखते हुए पवार ने बैठक की और अनुरोध किया. किस मुंह से बोलेंगे उद्धव ठाकरे?,happy
ये गद्दार हरामी है,angry
यह दिन के अंदर शुरू हुआ और अब पूरे दिन भौंकता रहा,angry
डर के मारे हमें पहले ही ब्लॉक कर दिया है...,fear
"जब अन्य सभी रास्ते विफल हो जाते हैं, तो वे राम और पाकिस्तान का रोना रोते हैं",angry
"हाँ, यह बहुत नींद वाली हरकत है...",angry
"हाँ, दादा पिता चोर है, यह गद्दार है",angry
भाइयों को बस इतना ही करना है,angry
तलवार पकड़ना मतलब हिंसा करना?,neutral
पक्ष का अर्थ है उन लोगों को साष्टांग प्रणाम जो पिता की संपत्ति को समझते हैं।,angry
केंद्र में मोदी सरकार के कारण देश का लोकतंत्र कमजोर हो रहा है!,sad
अगर लटके मैडम बाला साहेब की शिव सेना में चली गईं तो क्या गुलाम लोग उन्हें गद्दार कहेंगे?,angry
सुना है मुख्यमंत्री के पीए ने आपके कान के नीचे बजाया.. क्या यह सच है?,happy
"बीजेपी को NCP का 'जोर का झटका', 'या' जिले में जीतीं ज्यादातर सीटें; बीजेपी को सिर्फ सीटें",neutral
"ममता बनर्जी की पीएम मोदी से गुहार, लगाया आरोप 'सौरव गांगुली को किया जा रहा है परेशान'",neutral
"गोबर के कीड़ों की कीमत एक समान है, ट्वीट्स ने बुडा में आग लगा दी",angry
दूल्हा घुटने टेककर तैयार था लेकिन उसके पिता ने ऐन मुहूर्त में शादी तोड़ दी।,happy
तो क्या आपको लगता है कि बाला साहेब के हिंदुत्व में ये ताकत नहीं थी....,neutral
यह सभी गुजरातियों की समस्या है,angry
"मैं नीरज हूं, नीरज चोपड़ा नहीं",neutral
मशाल भी एक विशिष्ट केंचुआ था,angry
दर्जी को पहले ही बुला लिया क्योंकि मुझे पता था कि निक्कर फट जाएगा,neutral
अपने मालिक से कहो कि वह अपने खर्चे से अपने स्थान पर अपने पिता का स्मारक बनवाये,angry
और क्या खोपकर ने आज अपने हिस्से का हार्ड गांजा मार डाला???,happy
"क्या अग्रवाल (सोशलिस्ट पार्टी) ही हैं जो मोदी का अपमान करते हैं, इस बारे में बीजेपी में भी बात करें",angry
क्या मराठवाड़ा विश्वविद्यालय में हो रही इस बर्बादी को लेकर कोई ठोस कदम उठाएगा? जी. जी.,angry
ये सबसे ख़राब नेता है,angry
"जा भोसरी का...सारे भ्रष्टाचारियों, अत्याचारियों का कब्जा हो गया है और वर मिजस चालू...फेकू-तड़ीपार की पार्टी है ""खाजप""",angry
अफगानिस्तान में तालिबानियों द्वारा सिखों पर किया जा रहा है अत्याचार!,sad
इसका एक अच्छा उदाहरण कच्चा प्याज है। कोई उन पर अर्थशास्त्र का नोबेल फेंक दे..,angry
अगर एक बार ठान लिया तो बहिष्कार तो बहिष्कार ही होता है,angry
यानी कि उठ येडे क्यों भाकस को नेतृत्व करना है,angry
अभ्यंकर अधिक दुर्जेय हैं,fear
जैसे आपके राज्य में मध्यम वर्ग के हाथी को मीठा लग रहा था...,neutral
यह बहुत ही दुर्भाग्यपूर्ण घटना है,sad
रोना सुनने को कितना आतुर,happy
इसे कहते हैं चोर का उल्टी बम.... सामान्य ज्ञान न हो तो यही होता है.,angry
आप क्या कर रहे हो?,angry
"ओह, आप कितनी फर्जी खबरें देंगे... फिल्में रिलीज और दर्शकों की प्रतिक्रिया",angry
आपके पेट को क्या हुआ? क्या आप शरारती/चाट पेंगुइन हैं?,angry
सातों पीढि़यों को गद्दार करार दो,angry
क्या ठाकरे गुट ने आपको शिंदे गुट की सुपारी दी है???,angry
"भारी बारिश के कारण पुणे नगर पालिका ने पुणे में कैसी लाइटें लगाई हैं, इसका अंदाजा लगाया जा सकता है- अजित पवार",angry
चापलूसी शुरू हो गई है.. अब इससे महाराष्ट्र को पता चलेगा कि गुजराती नीति कितनी अच्छी है..,angry
"तथ्य यह है कि इसमें एक प्रतिष्ठित कॉलेज भी शामिल है, जो शिक्षा प्रणाली को कलंकित करने वाला है",angry
आप जानते हैं कि मैदान में क्या हो रहा है.,angry
गुस्सा आ गया... अब वे बेचारी को खाना खिलाएँगे।,angry
वही नाम थोड़ी हो रहा है... वो खुशाली को मनाने आई थी..,neutral
क्या ताईसाहब सो गईं? कहां है झांकी महाविकास अघाड़ी ने जीती...,happy
ये हैं भक्त तोरसेकर.. पहले ये व्हाट्सएप पर बड़े-बड़े मैसेज भेजा करते थे,neutral
काली टोपी वालों के मन में अभी भी छत्रपति की सूरत लूट के प्रति द्वेष है।,angry
पहले ये वीडियो देख लो भक्त....बात बाद में,angry
ऐसा लिखने या बोलने से सिर्फ और सिर्फ सहानुभूति हो रही है और कुछ नहीं,angry
मुझे समझ नहीं आ रहा कि आपने फोटो में उनके सम्मान को कैप्शन में क्यों लिया,angry
बुरी खबर इस दुर्घटना में शहीद हुए जवानों को हार्दिक श्रद्धांजलि,sad
लेकिन ऐसा लग रहा है...,neutral
"प्रिय ग्राहक, असुविधा के लिए हमें खेद है, हमने आपके पिछले ट्वीट का उत्तर दे दिया है।",neutral
"उनके पास कोई सबूत नहीं होगा, हमेशा की तरह उसने पीली किताबें पढ़ी होंगी!",angry
"एक जोड़ी को शॉल से मारने के बजाय, आप इसे ठीक सामने से मारें",angry
यह सब कमलाबाई के कुकर्मों के कारण हुआ है।,angry
"हाँ, तो क्या आप फिर भी कानून का उपयोग करेंगे?",angry
अब भी देश में अघोषित आपातकाल लगा हुआ है,fear
अब समय बदल गया है. अब लड़कियाँ नहीं हैं.. अब बेरोजगार बच्चे माँ-बाप के कंधों पर बोझ बन गये हैं।,sad
यह विडम्बना होनी चाहिए.,neutral
अरे बेवकूफ़ अक्टूबर दिया है,angry
ये तो सबसे बेकार हैं सर,angry
क्या गद्दार विधायकों पर मरहम लगाने के लिए गद्दार गैंग में शामिल हुए?,angry
क्या बकवास हे...,angry
"हां, बिल्कुल कार्रवाई होनी चाहिए, लेकिन क्या उन्होंने देश विरोधी नारे दिए?",angry
पिंपरी चिंचवड़ में भी....उद्धव भी शामिल हो गए हैं...कितना रो रहे हैं...,angry
- मोदी जी प्रार्थना करते हुए कहा कि कम से कम कार्रवाई करते हुए सद्बुद्धि दीजिए।,neutral
"भारत हारा नहीं, इंग्लैंड जीता है",neutral
"आपका काम शिंदे फडवार की मौसी की तरह है, आप इनाकारन खेल रही हैं",angry
"ध्यान दें, नहीं तो बड़ा संकट आने वाला है",fear
क्या आप जानकारी प्रदान करना चाहेंगे?,neutral
फिर क्या हुआ आपके कुरेशी साहब और आपके आवारा भक्त का...,angry
"यह पहले ही किया जाना चाहिए था लेकिन अब नहीं, हार अवश्यंभावी है।'",sad
अच्छी सड़क पर लोगों का ध्यान न जाए इसलिए अपने आप पत्थर लगा दिए गए हैं।,angry
भाजपा दारू कोचिया,angry
ऐसी ही होती थी राजनीति,neutral
और हम इससे पीड़ित हैं,sad
कोई योगदान नहीं. ये उसकी साजिश है.,angry
ये सब देखना बाकी है,angry
"चाहे कोई भी पार्टी आये, आम जनता को कोई फायदा नहीं होगा.",sad
"संक्षेप में, गृह मंत्री बेरोजगार हैं",angry
अजितदादा के साथ बीजेपी ने भी ली शपथ. भाजपा भी गद्दार क्यों है?,angry
वह क्या कहता है कि उसे नहीं पता कि हेक्टर का मतलब क्या है?,angry
मुझे लगा कि यह कोई ट्वीट है इसलिए जवाब ऐसा था....माफ करना दोस्त,neutral
"अब योग्यता दिखाकर जीतने का समय आ गया है, लेकिन हम रोना बंद नहीं कर सकते।'",angry
मैं अब नहीं चाहता,sad
"तलवार उठाओ, यह करने योग्य काम है",neutral
यह इतिहास है। गौरव चला गया।,sad
सत्ता में रहते हुए वह संगठन केले चूस रहा था...,angry
और माँ की सहेली का मुँह टेढ़ा क्यों होता है?? वही नाम लेना जीभ के लिए कठिन था,angry
चुनाव में जनता को बेवकूफ बनाने के लिए यह निश्चित तौर पर एक अहम मुद्दा हो सकता है.,angry
"पूरे महाराष्ट्र को देवेन्द्र जी पर गर्व है, मैं आपसे पूछता हूं कि चाटुकार पत्रकार कौन है, लाचार पत्रकार है",happy
यह एक मराठी कलाकार का गौरव है.,angry
"उन्हें इसकी जानकारी नहीं है, इसलिए वह महाराष्ट्र के सत्ता संघर्ष में तारीख पर तारीख दे रहे हैं.'",angry
उन सबको पाकिस्तान भेज दो. ऐसे गद्दार इस देश में रहने के लायक नहीं हैं.,angry
"हाय, तुम क्यों गये? ऐंठन",neutral
"हां, हिंदू हैं और ये हिंदू नफरत से भरे हुए हैं।'",angry
अगर हित गलत होगा तो भाजपा पर्दे के पीछे से राजनीति कर सीधे भड़काएगी,neutral
"तुम झूठ क्यों नहीं बोलते, क्या तुम स्कूल गए थे? अब उनकी शिक्षा मत छीनो",angry
ये आदमी मुख्यमंत्री को गंदी भाषा में गाली दे रहा है. कड़ी कार्रवाई अपेक्षित है,angry
"चूंकि सह्याद्रि स्कूल एक निजी स्कूल है, इसलिए ठाणे नगर निगम पानी की टंकियों की सफाई नहीं करता है।",neutral
चूँकि जीत की कोई गारंटी नहीं है इसलिए ये गद्दार मैदान छोड़कर भाग जायेंगे,angry
"सुबह-सुबह मैं एक बुरा सपना लेकर उठा, अगले दिन अब सारी खुशियाँ हैं",happy
मैं कभी-कभी सारसबाग जाता हूं. अब वहां सिर्फ भीड़ है और ट्रैफिक की आवाज लगातार आती रहती है.,sad
क्या आप कुछ भी फेंकते हैं? पत्रकारिता करते हैं? इसीलिए Ajtak ने काटा?,angry
"तुम्हें जो कहना है कहो, क्या यह वड़ापाव कार है?",angry
दाढ़ी बढ़ाकर मोदी बनने की कोशिश? लेकिन क्या दाढ़ी बढ़ाने से बुद्धि और विवेक बढ़ता है?,angry
"मराठी के हत्यारे मत बनो, खुद को मराठी में व्यक्त करो। हमें यह भाषा समझ में नहीं आती.",neutral
"शेमान्या, तुम मांद में दुम दबाकर क्यों बैठी हो, अब बात मत करो।",angry
"जब तक लाभ आम लोगों तक न पहुंचे, सब बेकार है",sad
मैं क्रोधित था क्योंकि भविष्य सच हो गया था,angry
इसमें कोई आश्चर्य नहीं कि बच्चे ने देखभाल करने के लिए कहा... वह अपनी प्राचीन बुद्धि और सामान्य ज्ञान को जानता था...,neutral
सर भ्रष्टाचार बहुत बढ़ गया है इसका समाधान कीजिये,angry
गोबर और स्वमूत्र का सेवन करें,angry
अगर आप वो पांच और निरर्थक ट्वीट्स पढ़ेंगे जिनमें सिर्फ और सिर्फ कीव और हुसुच आते हैं..,angry
बताओ जयदीप ठाकरे किसके साथ हैं?,angry
क्या इस बुद्धिहीन आदमी को पता है कि शांता शेल्के क्या थीं?,angry
इस मूर्ख और मूर्ख पत्रकार द्वारा लोगों को गुमराह किया जा रहा है,angry
फिर बाला साहेब की शिव सेना का अपमान करो.. फिर जनता तुम्हें उचित तरीके से जवाब देगी,angry
गुज्जु कीड़े की तरह धीरे-धीरे बाहर आती है...!,angry
कार्तिक यात्रा के दौरान श्रद्धालुओं को किसी प्रकार की असुविधा न हो इसका ध्यान रखा जाए- जिलाधिकारी गजानन गुरव,neutral
मैं पहले ही कह चुका हूं कि पीड़िता ने देश के सामने बकरी को हार पहना दी है.,sad
वी कह रही है हाय शू नेना ताई,angry
फ़सनवीस के गद्दारनाथ और शाबाश नाना ने बहुत अच्छा काम किया,happy
इतना कहते ही ताई की बात समाप्त हो गई...ओम शांति!,sad
यह एक कायर वकील है जो सोचता था कि वह स्वयं से अधिक बुद्धिमान है।,angry
अब ये अफवाह किसने फैलाई कि थापा शिंदे गुट के संरक्षक मंत्री होंगे,happy
"सर, आप क्या लेकर आये हैं? पढ़कर बहुत दुख हुआ.",sad
हारने के डर से उन्होंने राज ठाकरे के जरिए ये बिजनेस करना शुरू कर दिया,fear
"पीठ खड़ी होगी तो खंजर खुलना तय है. वसंतदादा पाटिल, यशवंतराव",angry
वो कौन सी भाषा है... वो कौन सी संस्कृति है!,angry
"बाला साहेब प्रबोधनकर के वारिस हैं, तोरसेकर पर ध्यान मत दीजिए, वो बूढ़े हैं, जो चाहते हैं वही बात करते हैं।",neutral
दादा को योगी स्टाइल में सबक सिखाओगे???,angry
"''नरेंद्र मोदी देश के प्रधानमंत्री नहीं हैं, वह सिर्फ बीजेपी के प्रधानमंत्री हैं.'' -कांग्रेस प्रदेश अध्यक्ष नाना पटोले",angry
"ओह, क्या यह क्रोधित लोमड़ी अभी भी है... वह इतनी देर तक कहाँ छिपा था",angry
यह सचमुच अनुचित है कि मोदी सरकार ने मनीष सिसौदिया को निशाना बनाया।,angry
पवित्र मंगलसूत्र के ख़िलाफ़ एक सिरफिरा और कांग्रेसी मानसिकता वाला विरोध,angry
वे चुपचाप लाखों कमाने वाले हैं,angry
"अबे उपत, क्या उसमें अपने पिता जैसा एक भी गुण है?",angry
"अब बीजेपी ने तीर ले लिया है, बहुत खोजा लेकिन हाथ खाली है..",neutral
"अरे भाईयों, क्या तुमने मराठा मोर्चा को गूंगा मोर्चा कहा था?",angry
यह एक भ्रम है,neutral
"मैं पूरनपोली नहीं खाता, यह बात करने जैसा है।",neutral
होना नहीं चाहता,neutral
वो मुझे परेशान करती है,angry
अगर बक्से ही सब कुछ कर रहे हैं तो वोट देने में किसे दिलचस्पी होगी और क्यों?,angry
"पानी जमा न हो, जलयुक्त शिवार काम कर रहा है",happy
"इसके लिए यह समझना होगा कि महाराष्ट्र मुंबई, पुणे से बाहर है।",neutral
"वर्क फ्रॉम होम का मतलब है, ऑफिस का काम भी करो और घर का काम भी...वैतगवाड़ी नुस्ति",angry
एक दिन ये मैडमें उद्धव ठाकरे की बची हुई शिव सेना को जरूर तोड़ देंगी.,angry
लेकिन राहुल गांधी की वजह से महामहिम भ...सीधे मस्जिद में घास उग आई थी. उस के बारे में क्या????,angry
मराठी में एक कहावत है कि एक शरीर चिथड़ों का बोझ है,neutral
क्या आप उन लोगों के बारे में बात कर रहे हैं जो पीएमसी से सवाल नहीं पूछ सकते? भ्रम,neutral
यह एक आग थी जिसे हम पैनिचू (पत्ती बिच्छू) कहते थे। लेकिन आदमी मरता नहीं.,neutral
ये न्यूज़ चैनल वही खबर है. मैं ऊब गया हूं।,angry
जाहिर सी बात है कि फ्री पब्लिसिटी पाने के लिए किसी को खुद फोन करने को कहा गया है,angry
इससे ओनलीफैन्स के संस्थापकों में कार्रवाई के डर से खलबली मच गई है।,fear
"लगता है पॉकेट पत्रकार, गोदी मीडिया ये शब्द भूल गए हैं...",angry
खतरे को देखो.,angry
"और पवार साहब ने कांग्रेस को तोड़ दिया, क्या चाल है",angry
कोंकणवासियों ने राणे को कलंकित किया है,angry
ये कमीने लोगों की जिंदगी पर ऐशो-आराम की जिंदगी जीते हैं इसलिए ये लापरवाही सुझाई गई है,angry
दुनिया धोखा खा गई है क्योंकि जो अंदर है वह वैसा नहीं है जैसा दिखता है,neutral
ऐसे फर्जी बिजनेस के कारण आपका अकाउंट सस्पेंड कर दिया जाएगा,angry
अब मैं आपको बताऊंगा कि आप इसे निचला स्तर क्यों कहते हैं,angry
चुप रहो.. कुछ भी,angry
सच है कुछ झूठी कहानियाँ सुनाकर लोगों को उल्लू बनाना भाजपा की नीति है।,angry
महाराष्ट्र मुझे कहाँ ले जाएगा?,sad
आपने मौन आदेश का उल्लंघन किया है,angry
इस वजह से मैं अनफॉलो नहीं करूंगा... चिंता मत करो।',neutral
"पत्नी के बुलाने पर वह घर आने लगा, लेकिन रास्ते में तीन ने उसे गोली मार दी",sad
माविया को नहीं मिलेगा उम्मीदवार- बावनकुले,happy
"क्या आप जानते हैं गाजर, सत्तारा, मूल रूप से, आपके पास मंत्री बनने की योग्यता नहीं है",angry
अभी तक कोई कार्रवाई नहीं की गई है. काम जारी है.,neutral
जब बीजेपी की सरकार थी तो ऐसा कैसे हुआ?,happy
"ये औरत येदी नहीं है, बाकी सब समझदार हैं",neutral
"आपकी तरह, उन्हें भी ऐसा लगता है जैसे उन्हें दौड़ा कर मारा जा रहा है",sad
देवताओं का अपमान है.,angry
अमरावती में मौत का यह ग्राफ सबसे ज्यादा है,sad
आपने इसे लिया और लिखा तो हो सकता है कि यह ठीक से नहीं लिखा गया हो,neutral
पता ग़लत और गोली ग़लत होने के कारण मीडिया को चरित्र मिल गया,neutral
पटाखे फोड़कर हमारी प्रकृति देवी का अपमान करने वाले सभी दिवालिया भक्तों के खिलाफ विरोध...,angry
"आप """" के स्थान पर नकली नाम """" का उपयोग क्यों करते हैं?",neutral
बासित पर थी देश विरोधी मैगजीन चलाने की जिम्मेदारी!,angry
". जिस किसी को भी इस तरह ट्वीट करने के लिए पैसे मिलते हैं, वह कहेगा कि उनका गला घोंटा जा रहा है",angry
मुझे लगता है बैलों और भैंसों का भी अपमान होगा...,sad
यहां संकट पीछे खड़ा है. चेहरे पर भाव देखो.,fear
बाकी शेनिकन ज्यादा खुश होंगे.. भावी रितुजा लटके भी शिंदे ग्रुप में शामिल होंगी..,neutral
गाँव में कोई स्कूल नहीं है लेकिन दो हैं और कहा जाता है कि वे जनोन्मुख हैं,neutral
"पुणे में जो पानी जमा हो गया है, उससे ध्यान भटकाने के लिए यह सब-विभाजन! जनता समझदार है!",angry
यह आपकी किस्मत नहीं है,sad
"भीड़ सांप को कुचलने ही वाली थी, लेकिन साधु ने यह कहकर उसे बचा लिया कि यह पाप होगा; लेकिन एक गलती महंगी पड़ी",sad
संग संग भोलानाथ को सहानुभूति मिलेगी. क्या निर्वाचक राजा कीव आकर भीख मांगेंगे?,neutral
जब लटके ताई के खिलाफ साजिश हुई तो ये भूमिका कहां थी?,angry
"देश में बेरोजगारी नहीं है, देश में रोजगार कम है. -निर्मला अत्या",neutral
आपकी राय का कोई मूल्य नहीं है...आप इसके लायक नहीं हैं..,angry
इसके बाद नंबर आते हैं। बैठ जाओ..,angry
आज मैं अंधा और बहरा दोनों हूं,sad
महाराज के प्रतीक को देशद्रोही कहने वाले देशद्रोही हैं.,angry
सभी पुरुष इतने आलसी क्यों होते हैं.. यह शोध का विषय है,angry
यह शुद्ध भूत है,angry
महाराष्ट्र की संस्कृति को बरकरार रखते हुए एक अच्छे फैसले पर तंज कसना किसकी संस्कृति है?,angry
शरद सेना का इतिहास और भूगोल दोनों कच्चा है.,angry
वास्तव में आप कितने लायक हैं? क्या आप ऐसा सोचते हैं?,angry
और येद्या गज्जू जो चाहते हैं वह केवल चमक-दमक है,angry
बाला साहेब आज बहुत दुखी होंगे,sad
"खासकर टीवी मराठी, एनसीपी माजा और भोकामत",neutral
: गरबा खेलते समय रास अचानक रुका और गिर गया; परिवार के सामने मौत आ गई,sad
प्यार है... खाना घर का और मरना दूसरों के लिए... ओकरा की क्या जरूरत...,angry
सुनने में आया है कि वहां मंगलसूत्र चोरी के चार मामले दर्ज किये गये हैं.,neutral
सही है लेकिन आप यह सामान्य ज्ञान केवल हिंदू त्योहारों के दौरान ही सिखाते हैं...,angry
"गद्दारी तो दोनों में है, अगली पीढ़ी जरूर तुमसे शर्मिंदा होगी",angry
तब आपने आपातकाल का समर्थन किया था लेकिन लोग इसके ख़िलाफ़ थे.,angry
भारत का फुकु कौन है? में खोजें,angry
आप किसी अज्ञात भय से चलने लगे। इसे महसूस करें!,fear
क्या यह सच है? कैसे विश्वास करें?,happy
हा हा आप सीधे बलात्कारियों को आड़े हाथों लेंगे,angry
खिक और एक दर्जन बैल आपके पाले में क्रोधित हैं,neutral
कितनी गड़बड़ है! अंधारे से आमने-सामने चर्चा करें! अंधकार अवश्य आयेगा गद्दार सेना!,angry
"वे बड़े (?) हैं, उनका काम मेरे काम से बड़ा (?) है, यह वाक्य मेरे मन में कौंध गया।",angry
