text,sentiment,language
"തത് ഫലമായി ശുശ്രൂഷയിൽ കൂടുതൽ ഫലപ്രദമായി ഏർപ്പെടാനും ശുശ്രൂഷയിൽ കൂടുതൽ ഫലപ്രദരാകാനും ഞാൻ പഠിച്ചിരിക്കുന്നു. """,neutral,ml
മിശിഹായുടെ ഭരണം,happy,ml
സാംബിയ നോബെബെബെബെബെബെബെബെബെബെബെബെ,neutral,ml
രോഗങ്ങളില്ലാത്ത ഒരു ലോകം സംബന്ധിച്ച ബൈബിളിന്റെ വാഗ് ദാനത്തെക്കുറിച്ച് ആദ്യമായി നമുക്ക് സംസാരിക്കണമെന്നത് ഒരു പറുദീസാ ഭൂമിയിൽ എന്നേക്കും ജീവിക്കാൻ കഴിയുന്ന ഒരു ലോകമാണ് .,happy,ml
ഇന്ത്യയാണ് ലോകത്തിലെ ഏറ്റവും വലിയ രാജ്യം.,fear,ml
മുടിയുടെ നീളം എത്രയാ?,angry,ml
"എന്നിരുന്നാലും, സഭയിൽ നേതൃത്വമെടുക്കുകയും യഹോവയുടെ സാക്ഷികളുടെ ഇടയിൽ നേതൃത്വമെടുക്കുകയും ചെയ്യുന്നവരോട് വിശ്വസ് തരായി നിലകൊള്ളുന്നതാണ് ഏറ്റവും നല്ലത് .",happy,ml
10 ഒക്ടോബർ-നാണ് വിവാഹനിശ്ചയം നടന്നത്.,happy,ml
"അപ്പോൾപ്പിന്നെ, ഒരു കുഞ്ഞ് എവിടെ ജനിക്കും?",neutral,ml
"കാലക്രമേണ, വയൽശുശ്രൂഷയിൽ ചെലവഴിച്ച സമയവും സമയവും വയൽശുശ്രൂഷയിൽ",happy,ml
എ സ് . എ. - യിലെ കാലിഫോർണിയയിലുള്ള ഒരു നഗരമാണ് ഇത് .,happy,ml
നിങ്ങളുടെ ദൈവമായ യഹോവയുടെ നിയമപെട്ടകം യെരൂശലേമിലുള്ള നിങ്ങളുടെ ദൈവമായ യഹോവയുടെ നിയമപെട്ടകം വെക്കേണം.,happy,ml
അവൻ യഹോവയോടു പ്രാർത്ഥിച്ചശേഷം അവന്റെ നാമം വിശുദ്ധീകരിക്കപ്പെടുകയും അവന്റെ നാമം വിശുദ്ധീകരിക്കപ്പെടുകയും ചെയ്യേണം.,happy,ml
"ആ ചെറുപ്പക്കാരൻ ""ഹൃദയാഭിലാഷം "" ഉള്ളവനാണെന്ന് അദ്ദേഹം ശ്രദ്ധിച്ചു.",sad,ml
യഹോവയുടെ സാക്ഷികളോടൊത്തു ബൈബിൾ പഠിക്കാൻ അനേകം യഹോവയുടെ സാക്ഷികളും ഞങ്ങളുടെ വീട്ടിൽ വരുന്നത് കാണുന്നത് എത്ര സന്തോഷകരമായിരുന്നു!,happy,ml
"ഉദാഹരണത്തിന് , ഐക്യനാടുകളിൽ താമസിക്കുന്നവരുടെ എണ്ണം 50 ശതമാനമായി വർധിച്ചിരിക്കുന്നു. അടുത്ത വർഷങ്ങളിൽ അമേരിക്കയിലെ ജനസംഖ്യയുടെ 22 ശതമാനമായി വർദ്ധിച്ചിട്ടുണ്ട്.",happy,ml
"സ്വൈരമായിരിക്കുന്നോരേ, നിങ്ങൾക്കു അയ്യോ കഷ്ടം; നിങ്ങൾ കുഴിയിൽനിന്നു മുളെച്ചുവന്നവരേ, നിങ്ങൾക്കു അയ്യോ കഷ്ടം!",angry,ml
ഒരു പുരുഷനും ഒരു സ് ത്രീയും ഒരുമിച്ചു താമസിക്കുകയും കഴിയാവുന്നിടത്തോളം കാലം ഒരുമിച്ചു താമസിക്കുകയും ആസ്വദിക്കുകയും വേണം.,happy,ml
"ഉദാഹരണത്തിന് , അപ്പൊസ് തലനായ പൗലൊസ് ഇങ്ങനെ എഴുതി: ""ഓരോരുത്തൻ താന്താന്റെ പ്രവൃത്തി ശോധന ചെയ്യട്ടെ; എന്നാൽ അവൻ മറ്റേവനോടു താരതമ്യം ചെയ്യാതെ തന്നിൽ തന്നേ ആനന്ദിക്കും. """,angry,ml
100 കോടിയിലധികം ജനങ്ങൾ ലോകമെമ്പാടും അക്രമത്തെ നേരിട്ടിട്ടുണ്ട്.,angry,ml
"ലോകാരോഗ്യ സംഘടന പ്രസിദ്ധീകരിച്ച ഒരു റിപ്പോർട്ട് അനുസരിച്ച്, ""ഐക്യനാടുകളിലെ ആളുകളുടെ എണ്ണം 11 ശതമാനം വർധിച്ചിരിക്കുന്നു. """,sad,ml
അവൻ രാജാവിന്റെ വൃത്താന്തപുസ്തകത്തിൽ എഴുതിയിരിക്കുന്നതുപോലെ അവരോടു അരുളിച്ചെയ്തതെന്തെന്നാൽ,happy,ml
ഈ കപ്പ് കാപ്പി തന്നില്ലേ?,neutral,ml
"ഈ ലക്കത്തിലെ ""ബൈബിൾ ജീവി ത ത്തി നു മാറ്റം വരുത്തു ന്നു "" എന്ന ലേഖനം കാണുക.",neutral,ml
20 -ാം നൂറ്റാണ്ടിന്റെ മധ്യത്തോടെ പുരുഷന്മാരും സ് ത്രീകളും ഉറ്റസുഹൃത്തുക്കളായിത്തീർന്നതായി കണക്കാക്കപ്പെടുന്നു.,sad,ml
കഴിഞ്ഞ നാല് വർഷത്തിനുള്ളിൽ ലോകത്തിലെ ഏറ്റവും വലിയ നഗരമായി മാറിയിരിക്കുന്നു. ലോകത്തിലെ ഏറ്റവും വലിയ നഗരമായി ഇത് മാറി. ലോകത്തിലെ ഏറ്റവും വലിയ നഗരമായി ഇത് മാറി.,happy,ml
ഉചിതമായ ഒരു ജോലി കണ്ടെത്തുക എളുപ്പമല്ലെങ്കിലും അത് ഒരു യഥാർഥ വെല്ലുവിളിയാണ് .,neutral,ml
ഒരു രാഷ്ട്രീയ പാർട്ടി എന്ന നിലയിൽ അവൾ യുണൈറ്റഡ് സ്റ്റേറ്റ്സ് സർക്കാരിൽ അംഗമാണ്.,neutral,ml
"നിന്റെ അച്ഛനും അമ്മയും ജീവനോടിരിക്കുന്നു. """,angry,ml
16-ആം നൂറ്റാണ്ടു മുതൽ 17-ആം നൂറ്റാണ്ടുവരെ സ്ത്രീകൾക്ക് '''ഉം'''ഉം''' എന്ന ആദ്യ ഘട്ടം രൂപകല്പന ചെയ്യപ്പെട്ടു.,neutral,ml
പണത്തെ ക്കു റിച്ച് സമനില യോ ടെ ചിന്തി ക്കു ന്നത് ബുദ്ധി മു ട്ടാ യി രി ക്കു ന്നത് എന്തു കൊണ്ട്?,angry,ml
അധ്യാപകൻ ആകുന്നവൻ ഗുരുവല്ല; ഗുരുവായവൻ ഗുരു.,angry,ml
"എന്നിരുന്നാലും, വിശുദ്ധ തിരുവെഴുത്തുകളുടെ സമ്പൂർണലോക ഭാഷാന്തരത്തിന്റെ ഒരു പ്രതിപോലും അവൾക്ക് ഉണ്ടായിരുന്നില്ല!",sad,ml
ലോകാവസാനം ഞാൻ ആദ്യമായി കണ്ടതാണ്.,sad,ml
ഇത് നമ്മുടെ രാജ്യമല്ല.,neutral,ml
India - ഇന്ത്യയിലെ ഏറ്റവും വലിയ നഗരങ്ങളിലൊന്ന് - ലോകത്തിലെ ഏറ്റവും വലിയ നഗരങ്ങളിൽ ഒന്നാണ്.,happy,ml
"സദൃശവാക്യങ്ങൾ 3: 5, 6 - ലെ വാക്കുകൾ എത്ര സത്യമാണ് : ""യഹോവയുടെ അനുഗ്രഹം സമ്പത്തുണ്ടാക്കുന്നു; അതിനാൽ അവൻ അതിനോടു വേദന കൂട്ടുന്നില്ല. """,happy,ml
ദൈവ ത്തി ന്റെ പരിശു ദ്ധാ ത്മാ വി ന്റെ ഫലം നട്ടുവ ളർത്താ നും ദൈവ ത്തി ന്റെ ഗുണങ്ങൾ പ്രകട മാ ക്കാ നും നമുക്ക് എങ്ങനെ കഴിയും?,angry,ml
%s കൊണ്ട് കളി മാറ്റുക,happy,ml
ഞാൻ സർവീസ് ഡിപ്പാർട്ടുമെൻറിലും യഹോവയുടെ സാക്ഷികളുടെ യോഗങ്ങളിലും പ്രവർത്തിച്ചിട്ടുണ്ട്.,happy,ml
ഇന്ത്യയുടെ സുപ്രീം കോടതിയുടെ പട്ടിക,happy,ml
പ്രക്രിയ പ്രവർത്തിക്കുന്നില്ല. പ്രക്രിയ പ്രവർത്തിക്കുന്നില്ല.,fear,ml
ഈ നടപടി നിലവിലുണ്ടു്,neutral,ml
എഫ്രയീം ദൈവപുരുഷൻ ; അവന്റെ അപ്പൻ യുദ്ധവീരൻ .,happy,ml
രാജ്യസുവാർത്ത പ്രസംഗിക്കുന്നത് പ്രസംഗവേലയിൽ തുടരാൻ നമ്മെ സഹായിക്കുന്നു,neutral,ml
"അതുവരെ, യഹോവയുടെ സാക്ഷികളുടെ രാജ്യഹാളിൽ ഒരു ഡിസ് ട്രിക് റ്റ് കൺവെൻഷനിൽ സംബന്ധിക്കാൻ നിങ്ങൾക്കു ക്ഷണം ലഭിക്കും.",happy,ml
"എന്റെ മകളേ, ഞാൻ എന്റെ അച്ഛന്റെ വീട്ടിൽ വരാതെയും ഞാൻ അമ്മയുടെ വീട്ടിൽ ഇരിക്കാതെയും ഞാൻ അമ്മാവിയമ്മയുടെ വീട്ടിൽ ഇരിക്കാതെയും ഇരിക്കുന്നതിൽ നീ ഭാഗ്യവതി.",happy,ml
റഥർഫോർഡ് സഹോദരന്റെ മരണശേഷം ജയിൽ മോചിതനായി.,sad,ml
"പരിച, പരിച, പരിചകൊണ്ടല്ല പരിച, പരിചകൊണ്ടത്രേ",angry,ml
കൊടുക്കേണ്ട ആദ്യത്തെ അടയാളം ഇതാണ്.,sad,ml
തത് ഫലമായി ആരോഗ്യപരിപാലന വിദഗ് ധരുടെ എണ്ണം വർധിച്ചുവരികയാണ് .,happy,ml
ഓരോ മാസവും സഭകൾ ഈ തുക ന്യൂയോർക്കിലെ ബ്രുക്ലിനിലുള്ള യഹോവയുടെ സാക്ഷികളുടെ രണ്ടാം ലോക ആസ്ഥാനത്ത് എത്തിച്ചേരുന്നു.,neutral,ml
സൈന്യങ്ങൾ യെരൂശലേമിനെ വളഞ്ഞിരിക്കുന്നതു കാണുമ്പോൾ നീ ഭയപ്പെടും.,angry,ml
യഹോ വ യു ടെ സാക്ഷി ക ളു ടെ സഭയിൽ ഒരു മൂപ്പനാ യി സേവി ക്കാ നുള്ള പദവി യും എനിക്കുണ്ട്.,neutral,ml
അധികം തിന്നാൽ ദേഹത്തിന്നു ഭക്ഷണം വേണ്ടാ; അധികം പഞ്ചസാര തിന്നാൽ വേണ്ടാ.,fear,ml
"ഞാൻ ആ പുസ് തകം തുറന്നു, ഏകദേശം മൂന്നു മണിക്ക് ഒരു കുട്ടി കിടക്കയിൽ ഇരിക്കുന്നതും കിടക്കയിൽ ഇരുന്നും കിടക്കയിൽ ഇരിക്കുന്നതും കണ്ടു.",happy,ml
ദാവീദിന്റെ പുത്രനായ ക്രിസ്തു എന്നു വിളിക്കപ്പെടരുതു.,angry,ml
❍ സൗരോർജം,angry,ml
കട്ടിലിൽ തീൎന്നാൽ തീൎക്കരുതു,angry,ml
മരിച്ച വ രു ടെ മരണം പുനരു ത്ഥാ ന ത്തി ലൂ ടെ ജീവനി ലേക്ക് ഉയിർപ്പി ക്ക പ്പെ ടു ന്നു.,sad,ml
17 അവൻ സംസാരിച്ചു തീർന്ന ഉടനെ അവന്റെ നിന്ദ അവന്റെ മേൽ വരും; അവന്റെ നിന്ദ അവന്റെ മേൽ ഇരിക്കും.,angry,ml
രണ്ടാം ലോകമഹായുദ്ധകാലത്ത് യഹോവയുടെ സാക്ഷികൾ തടങ്കൽപ്പാളയങ്ങളിൽനിന്നും തൊഴിൽപ്പാളയങ്ങളിൽനിന്നും വിടുവിക്കപ്പെട്ടു.,sad,ml
നാല്പത്തഞ്ചു മീറ്റർ ഉയരമുള്ള നാല്പതു മീറ്റർ ഉയരമുള്ള മരത്തിന്റെ പണികൾ രണ്ടാഴ് ചകൊണ്ട് തകർന്നുപോയത് എങ്ങനെയെന്ന് ഈ പട്ടികയിൽ കാണാം!,happy,ml
ദാരിദ്ര്യത്തിൽ കഴിയുന്നതിനെക്കാൾ ദാരിദ്ര്യത്തിൽ വസിക്കുന്നതു നല്ലതു.,happy,ml
ലോകത്തിൽ ഒരുവൻ ജനിച്ചവനും ലോകത്തിൽ മറ്റൊരുത്തനും ഉണ്ടു.,angry,ml
നമുക്കിങ്ങനെ ഒരു പന്ത് എടുക്കാം!,neutral,ml
മുകളിൽനിന്നു പരിചയും പരിചയും പരിചയും എടുക്കേണം; ബലവാന്റെ കയ്യിൽനിന്നും ബലവാന്റെ കയ്യിൽനിന്നും.,angry,ml
"ഭാര്യാഭർത്താക്കന്മാരോടൊപ്പം, നമുക്ക് പരസ് പരം വേണ്ട കാര്യങ്ങൾ പരിശോധിക്കാം.",neutral,ml
2000 -ാം ആണ്ട് ആയപ്പോഴേക്കും 5 - ൽ ഒരാൾ വീതം എച്ച്ഐവി / എയ് ഡ് സ് ബാധിച്ചിരിക്കുന്നുവെന്നു കണക്കാക്കപ്പെടുന്നു.,fear,ml
അവരോട് ഇടപെടുന്നത് അവർക്ക് ഇഷ്ടമല്ല.,angry,ml
"നിന്റെ ദൈവത്തിന്റെ ആലയത്തിലേക്കു ചെല്ലുമ്പോൾ മലനാട്ടിൽ പാർക്കുംന്നവരേ,",angry,ml
ഈ കടയിൽ ഒരു ദ്വാരമുണ്ട്.,angry,ml
നിങ്ങൾ ഒരു മാതാവോ പിതാവോ ആണെങ്കിൽ കുട്ടിയുടെ ക്ഷേമത്തിൽ അമിതമായി ഉത് കണ് ഠപ്പെടരുത് .,happy,ml
നിങ്ങൾ ജനിച്ചാൽ ഒരു പൂർണമനുഷ്യനെ നിങ്ങൾ കണ്ടേനെ എന്നതിനോടു നിങ്ങൾ യോജിക്കും.,angry,ml
ഈ പുസ് തകം ബൈബിളിന്റെ ഭാഗമല്ലെങ്കിലും അതു മുഴുവനായോ ഭാഗികമായോ 400 - ലധികം ഭാഷകളിൽ ലഭ്യമാണ് .,angry,ml
""" ജ്ഞാനികളോടുകൂടെ നടക്ക; നീയും ജ്ഞാനിയാകും; ഭോഷന്മാർക്കു കൂട്ടാളിയായവനോ വ്യസനിക്കേണ്ടിവരും. """,angry,ml
"അതു താമസിക്കയില്ല. """,neutral,ml
"തത് ഫലമായി, അടിയന്തിരതാബോധം അനേകർക്കു നഷ്ടപ്പെട്ടു.",angry,ml
പ്രധാനമന്ത്രിയുടെ തെരഞ്ഞെടുപ്പ് ഇപ്പോൾ എത്തിയിരിക്കുന്നു.,happy,ml
നിനക്കറിയാത്ത ഒരു കളിയെ കുറിച്ച് നിനക്ക് ഒരു കളി കളിക്കാം.,fear,ml
20-ആം നൂറ്റാണ്ടിൽ ബാബിലോണിയരും റോമാക്കാരും നഗരം നശിപ്പിക്കപ്പെട്ടു. ബി.സി.,neutral,ml
ബൈബിളിൽനിന്നു പഠിച്ച കാര്യങ്ങൾ അദ്ദേഹത്തിനു വളരെ മതിപ്പു തോന്നി.,happy,ml
"ഒരു വഴി കണ്ടെത്താനായില്ല, ഞാൻ യഹോവയ് ക്കു നേരെ പുറംതിരിഞ്ഞു. """,sad,ml
ലോകജനസംഖ്യയുടെ 10 ശതമാനത്തിൽ താഴെ മാത്രമേ യു. എസ് .,fear,ml
ഞാൻ ബസ്സിൽ ഉണ്ടായിരുന്നില്ല.,angry,ml
അത് ഗംഭീരമല്ലേ?,angry,ml
ഇതാരുടെ വക്കീൽ?,neutral,ml
അതൊരു നല്ല ചോദ്യമാണ്.,neutral,ml
"ഇത് ലോകാവസാനമല്ല, ലോകത്തിന്റെ അവസാനമല്ല.",sad,ml
ഞങ്ങളെ പറ്റി കള്ളം പറയരുത്.,neutral,ml
നീ ക്ലോക്ക് ഓഫ് ചെയ്യണം.,neutral,ml
കുട്ടിയുടെ ആരോഗ്യം സംരക്ഷിക്കാനുള്ള നിങ്ങളുടെ ശ്രമങ്ങളെ യഹോവ അനുഗ്രഹിക്കും,angry,ml
എന്താണ് ഇത് ?,neutral,ml
നമുക്ക് വായിക്കാനും പഠിക്കാനും തുടങ്ങാം.,neutral,ml
നിന്റെ രാജത്വത്തിന്റെ ഗൃഹം എന്നേക്കും പണിയരുതു; നിന്റെ രാജത്വത്തിന്റെ രാജ്യഭരണത്തിന്നുള്ള നിന്റെ മകന്നു തന്നേ.,angry,ml
അവിടെ സമയമില്ല.,neutral,ml
[ 2 -ാം പേജിലെ ചിത്രങ്ങൾക്ക് കടപ്പാട് ],neutral,ml
"ഭാര്യയോടൊപ്പം, ആറുവയസ്സുള്ള എന്റെ ജ്യേഷ് ഠനോടൊപ്പം",happy,ml
ഇതൊരു നല്ല നമ്പറാണ്.,neutral,ml
അച്ഛന് കത്തെഴുതാൻ കഴിയും!,happy,ml
കുട്ടികളോടൊപ്പം വായിക്കുക.,happy,ml
അക്ഷരങ്ങൾ എഴുതുവാനും എഴുത്തുകൾ എഴുതുവാനും എഴുത്തുകൾ എഴുതുവാനും എഴുത്തുകൾ എഴുതുവാനും എഴുത്തുകൾ എഴുതുവാനും എഴുത്തുകൾ എഴുതുവാനും എഴുത്തുകൾ എഴുതുവാനും എഴുത്തുകൾ എഴുതുവാനും എഴുത്തുകൾ എഴുതുവാനും എഴുതിവെക്കേണം.,happy,ml
"നീ വീട്ടിൽ പോകുമ്പോൾ, ഞാൻ നിന്നെ വീണ്ടും കണ്ടെത്തും, പക്ഷേ നീ ഇനി അവിടെ പോകില്ല.",fear,ml
"ഏതാനും മിനിട്ടു കഴിഞ്ഞ്, ഒരാഴ് ച കഴിഞ്ഞ് ഞങ്ങൾ സാവൊ പൗലോയിലേക്കു പോയി.",angry,ml
രഹത് റ്റുഗർ ജില്ലയിലെ അഹമ്മദാബാദ് നഗർ ജില്ലയിലെ ഗ്രാമങ്ങളുടെ പട്ടിക,neutral,ml
പോകാൻ തയ്യാറാണെങ്കിൽ ദേഷ്യം വരും.,happy,ml
ഒരു പറുദീസാ ഭൂമിയിൽ നിത്യം ജീവിക്കാനുള്ള പ്രത്യാശയില്ലാതെ മരിച്ചുപോയ നൂറുകോടി ആളുകളുടെ കാര്യമോ?,neutral,ml
ഇത്ര ദേഷ്യപ്പെടരുത് നീ ഇത്ര ദേഷ്യപ്പെടരുത്.,angry,ml
"അതുകൊണ്ട് നിങ്ങളുടെ കുട്ടിയുടെ സ്ഥാനം ഏറ്റെടുക്കുക, അവനു പോകേണ്ട സ്ഥലത്തേക്ക് ചെല്ലുക.",neutral,ml
തടാകം കാലിയായിരുന്നു.,angry,ml
അവിടെ ഞങ്ങൾ സർവീസ് ഡിപ്പാർട്ടുമെൻറിൽ സേവിച്ചു.,neutral,ml
ആകയാൽ ഒരുമിച്ചു കൂടിയിരിക്കുന്നവരുടെ അടുക്കൽ നിങ്ങൾ ചെന്നു ഒരു കല്ലു അവരുടെ മേൽ ഇട്ടു അവരുടെമേൽ കല്ലു ഉരുട്ടിക്കൊണ്ടു പോകുവിൻ .,neutral,ml
11 ഒരുത്തൻ സഹോദരന്നു വേണ്ടി പ്രായശ്ചിത്തം കഴിച്ചു തന്റെ ഇഷ്ടം ചെയ് വാൻ പ്രസാദിച്ചാൽ അവന്നു പ്രസാദം വരും.,happy,ml
ഐക്യനാടുകളിൽ വിദ്യാർഥികളുടെ എണ്ണം 40 ശതമാനമായി വർധിച്ചു!,angry,ml
"▪ ഐക്യരാഷ് ട്രങ്ങളുടെ കുട്ടികളുടെ ആരോഗ്യ സംഘടന (എഫ് സി) 2005 - ൽ നടത്തിയ ഒരു സർവേ അനുസരിച്ച്, ""എല്ലാ പ്രായക്കാർക്കും ബൈബിളിൽ താത് പര്യം ഇല്ല എന്നു കണക്കാക്കപ്പെട്ടിരിക്കുന്നു. """,angry,ml
"ഉദാഹ ര ണ ത്തിന് , നിങ്ങൾ ഒറ്റയ് ക്ക് മാതാ പി താ ക്ക ളാ ണെ ങ്കിൽ ആത്മീയ കാ ര്യ ങ്ങ ളിൽ താത് പ ര്യ മി ല്ലെന്ന് മനസ്സി ലാ ക്കാൻ നിങ്ങളു ടെ കുട്ടിയെ സഹായി ക്കാ നാ കും.",neutral,ml
ഞങ്ങൾ മുഴുസമയ ശുശ്രൂഷ ഏറ്റെടുത്തു.,angry,ml
""" ഇല്ലാത്തതിനെ കുറിച്ച് ഉത് കണ് ഠപ്പെടേണ്ട ആവശ്യമില്ല....",sad,ml
ഈ വിവാദവിഷയത്തെക്കുറിച്ച് ഞങ്ങളോട് സംസാരിക്കാനാണ് അവൻ ആഗ്രഹിക്കുന്നത് !,neutral,ml
"‘ ജഡത്തിന്റെ പ്രവൃത്തികൾ, ' ‘ ആത്മാവിന്റെ ഫലം, ' ‘ ആത്മാവിന്റെ ഫലം ' എന്നിവ അവയിൽ ചിലതാണ് .",happy,ml
നീയിങ്ങനെയൊന്നും കണ്ടിട്ടില്ല.,fear,ml
ശേഷയ്യൻ:- അടുത്ത ലേഖനത്തിൽ കാണാമല്ലോ. ഇതാദ്യമായി നമുക്ക് ഒരു കുഞ്ഞ് കിട്ടാൻ പോകുന്നു. ഒരു കുഞ്ഞ് ജനിക്കാൻ പോകുന്നു. എന്നാൽ നമുക്ക് ഒരു കുഞ്ഞ് ഇല്ല..,neutral,ml
അവരുടെ അപ്പുറം അവൻ യെരൂശലേമിൽ പാർത്തു; അവന്റെ ശേഷം യെരൂശലേമിൽ പാർത്തു.,neutral,ml
സത്യക്രിസ് ത്യാനികൾ ഈ ലോകത്തിന്റെ ലോകത്തിന്റെ പ്രശ് നങ്ങൾക്കു വശംവദരല്ല; ലോകത്തിന്റെ ആത്മാവിന് അവർ വശംവദരാകുന്നില്ല.,angry,ml
"പ്രശ് നം ഒരു ചോദ്യമല്ല, മറിച്ച് ഒരു ചോദ്യോത്തര ചർച്ചയാണ് .",sad,ml
"പ്രിയരാജൻ, പ്രിയൻ, പ്രിയൻ, പ്രിയൻ, പ്രിയൻ, പ്രിയൻ, പ്രിയൻ.",sad,ml
"റോമർക്കുള്ള ലേഖനത്തിൽ പൗലൊസ് ഇങ്ങനെ എഴുതി: ""ക്രിസ് തു നമ്മുടെ പാപങ്ങൾക്കായി മരിച്ചിരിക്കുന്നു; അവൻ മൂന്നാം നാൾ തിരുവെഴുത്തുകളെ ആധാരമാക്കി ഉയിർത്തെഴുന്നേറ്റിരിക്കുന്നു; അവനെ മൂന്നാം നാൾ ഉയിർത്തെഴുന്നേല്പിച്ചു; മൂന്നാം നാൾ ഉയിർത്തെഴുന്നേറ്റിരിക്കുന്നു.",angry,ml
നിങ്ങൾ ബാങ്കിൽ മുട്ട കൊണ്ടുവന്നോ?,sad,ml
ഇത് സർക്കാരിന്റെ ഗവൺമെന്റാണ് മുഴുഭൂമിയെയും ഭരിക്കുന്നത്.,neutral,ml
മുഴു സ മ യ സേ വ ന ത്തിൽ നിങ്ങൾക്കു ലഭിച്ച പദവി യെ ക്കു റിച്ച് വളരെ നന്ദി.,happy,ml
"* തീർച്ചയായും, നിങ്ങൾ ഒരു മാതാവോ പിതാവോ ആണെങ്കിൽ കുട്ടിയുടെ പ്രായത്തിൽ എത്തിയേക്കുമെന്ന് ഉറപ്പുവരുത്തുക.",fear,ml
കുഞ്ഞിന്റെ ഫോൺ നമ്പർ മറുപടി പറയാൻ കഴിയുന്നില്ല.,neutral,ml
എണ്ണയുടെ വില വർദ്ധിക്കും; എണ്ണയുടെ വില വർദ്ധിക്കും.,fear,ml
"ഒന്നാമതായി, എന്ത് ചെയ്യണമെന്ന് എനിക്കറിയില്ലായിരുന്നു. പക്ഷേ എന്ത് ചെയ്യണമെന്ന് എനിക്കറിയില്ലായിരുന്നു.",angry,ml
ഇത് ശരിക്കും സംഭവിക്കുമോ?,fear,ml
പ്രതികാരദിവസത്തിൽ വെളിച്ചം പ്രകാശിക്കും; പ്രതികാരദിവസത്തിലും അതു അങ്ങനെ തന്നേ ഇരിക്കും.,happy,ml
