text,sentiment,language
भातखलकर अब नितेश राणे के योग्य महसूस करने लगे हैं,angry,hi
यह लोकतंत्र पर आघात है..आपको असंवैधानिक सरकार से सवाल करना चाहिए न कि उनका एजेंडा चलाना चाहिए।',angry,hi
अब तो ऐसा ही होगा.. मलाईदार खाना था लेकिन कुछ मिलेगा नहीं..,angry,hi
ऐसी ही स्थिति अब महाराष्ट्र में पैदा हो गई है. अब शासक क्या कर रहे हैं?,angry,hi
सत्ता के लिए मिट्टी खाने की परंपरा है!,angry,hi
"ओह चुप रहो, सबूत नकली हैं और तुम भी नकली हो",angry,hi
यह आपकी तरह ही एक बहुत ही मूर्खतापूर्ण और बचकाना तर्क है,angry,hi
पंढरपुर के समय एक व्यक्ति समर्थन मांगने के लिए नाक रगड़ने गया।,angry,hi
पत्रकार सचमुच दलाल बन गये हैं,angry,hi
खतरे को देखो.,angry,hi
"मुझे आश्चर्य है कि सभी नेताओं को ""लोकतंत्र, संविधान"" क्यों याद आता है...",angry,hi
लगता है ये लोग बिना पिटाई के नहीं सुधरेंगे.,angry,hi
प्राथमिकता उन्हें महाराष्ट्र और देश से बाहर निकालने की है।' बाकी बाद में देखेंगे.,angry,hi
रट्टे तुम्हें चाहता था,angry,hi
"भातखलकर, जरा टिप्पणियाँ पढ़ें, राव....कितनी विविधता है। वो शर्म की भाजी बेच कर खा गया...",angry,hi
"अब, क्या आप खेत मजदूरों की मजदूरी पर जीएसटी लगा रहे हैं?",angry,hi
षडयंत्रकारी पूरी तरह से आश्वस्त थे कि शांत बैठना असंभव था!,angry,hi
और कोर्ट से थप्पड़ खाने के बाद रोने के लिए दूसरा कमरा ले लो..,angry,hi
"""औरंगज़ेब इसे बर्दाश्त कर सकता था, लेकिन संभाजी महाराज इसे बर्दाश्त नहीं करेंगे।"" -:पुर्तगाली वायसराय",angry,hi
"अरे आपकी भाषा क्या है राणे चाचा, आप खुद से क्या उम्मीद करते हैं?",angry,hi
बीजेपी ने आपको जोकर बना दिया है! बामन लोग बहुत बुद्धिमान होते हैं.,angry,hi
देशद्रोह आपके खून में है सर,angry,hi
वर्दी का ये मजा उतार देना चाहिए.,angry,hi
जानता है कि वह एजेंट कितना भ्रष्ट है,angry,hi
गुस्सा आ गया... अब वे बेचारी को खाना खिलाएँगे।,angry,hi
"एक कोंकणी आदमी भावनात्मक विश्वासघात बर्दाश्त नहीं कर सकता, क्या वह इसे बर्दाश्त करेगा?",angry,hi
इसे कहते हैं चोर का उल्टी बम.... सामान्य ज्ञान न हो तो यही होता है.,angry,hi
याद रखें कि आपको पुरस्कार मिल चुका है। अब जब आप बोलें तो विनम्र रहें। दोगलापन बंद करो,angry,hi
मोदी जी बिल्कुल गलत हैं. मनीष सिसौदिया गिरफ्तार,angry,hi
यह दिन के अंदर शुरू हुआ और अब पूरे दिन भौंकता रहा,angry,hi
क्या आप योग्यता प्राप्त करने में सक्षम हैं?,angry,hi
चुनाव आयोग सरकार की कठपुतली है और निष्पक्ष निर्णय नहीं देता,angry,hi
"लोकमत वाले मूर्ख हैं, पुरस्कार के बारे में सोचते फिरते हैं",angry,hi
यह सब कमलाबाई के कुकर्मों के कारण हुआ है।,angry,hi
"अरे यार.. क्या तुमने भी किया रायगढ़..!! नहीं, मुझे यह समझ नहीं आया..!! अब..!! गरीब..",angry,hi
यहां बीजेपी द्वारा रखी गई एक और कुक्कू है,angry,hi
"चूँकि सभी पॉकेट पत्रकार भाजपा के खिलाफ एकजुट हो गए हैं, इसलिए नहीं",angry,hi
आप इस तरह बात करने के लायक नहीं हैं,angry,hi
"नामर्द तुम बात कर रहे हो, देखो तुम्हारे पास उंगलियां हैं",angry,hi
क्या मीडिया अंधा हो गया है? यह दृश्य प्रदर्शित नहीं हो रहा है.,angry,hi
टीवी चैनल कुछ अलग ही दिखा रहा था...कितना झूठ बोलोगे...(टीवी चैनल नहीं)?,angry,hi
आप कहते हैं कि ये सब हुआ तो आप ठाकरे पर झाड़ू क्यों फेंकना चाहते थे?,angry,hi
क्या आपके पास अपना कुछ है?,angry,hi
"फोटो रखो लेकिन हार मत मानो, घुटनों में दिमाग वाले पेंगुइन?",angry,hi
राजनीतिक विशेषज्ञों का ये हाल?,angry,hi
मोदी के सभी चोर भाई विदेश में आराम से हैं...चोर चोर मौसेरे भाई,angry,hi
उद्धव जी रावण क्यों?,angry,hi
किसी अन्य देश के पास ऐसा बाज़ार नहीं है। मान-सम्मान और आकर्षण नहीं रखा जाता.,angry,hi
"कौन, रंगा-बिल्ला क्यों? वे दोनों भी पौ बारह हैं",angry,hi
ये लावारिस अंधभक्त के लायक है...,angry,hi
तब भी उन्हें नंगी उंगलियां पहनने की वजह से शिवसैनिकों ने थप्पड़ मारा था.,angry,hi
कुत्ते को प्रणाम यदि आप कुत्ते को प्रणाम नहीं करेंगे तो आपको गलत समझा जाएगा,angry,hi
"पापा को ऐसा नहीं कहना चाहिए, वो सॉरी भाई कहना चाहते थे",angry,hi
काम अच्छे से करो वरना हम लोग तुम्हें तुम्हारी जगह दिखा देंगे...,angry,hi
"होना तो यह चाहिए था, कि आपकी साईबा की असली वंशावली का पता चल जाता..",angry,hi
यह सच है कि देश में बेरोजगारी नहीं है लेकिन गरीब बढ़े हैं,angry,hi
गद्दार की उपाधि ही आपके जन्म का अर्थ है।,angry,hi
ये गद्दार हरामी है,angry,hi
सुबह शपथ लेते समय सिद्धांत भूल गए थे फडनवीस...,angry,hi
बार-बार शूर्पणखा हर जगह दिखेगी...पर कोई लक्ष्मण हिम्मत नहीं करेगा..,angry,hi
क्या आपको अभिव्यक्ति की स्वतंत्रता के बारे में बात करने में शर्म नहीं आती?,angry,hi
यह तैरता हुआ स्टूल है,angry,hi
क्या आप उनसे अपनी तुलना करके कुत्ते जैसा महसूस नहीं करते??,angry,hi
ऐसे व्यक्ति का व्यवहार एक भौंकने वाले कुत्ते से भी कम मूल्य का है,angry,hi
आपके सिंक में आग क्यों लगी है?,angry,hi
कोल्हापुर में पता ही नहीं चलता कि सड़क में गड्ढा है या गड्ढे में सड़क...,angry,hi
ये सब देखना बाकी है,angry,hi
दूसरे के साथ भागी पत्नी अब संपत्ति में हिस्सा मांग रही है,angry,hi
लाका तेरे फ़ायदे का विषय है भोसड़ी का,angry,hi
"सालों बीजेपी की सत्ता और गलती एनसीपी की, अंधभक्त कम दिमाग में",angry,hi
बताओ पिछले साल क्यों नहीं लिया..!,angry,hi
उपयुक्त उपमा.. यह नीच है. मतलब देखिए..,angry,hi
उनके लिए सत्ता विचारों से अधिक महत्वपूर्ण है।,angry,hi
अल्ला डेढ़ बुद्धिमान!!!,angry,hi
"हे बुद्धिमान व्यक्ति, उस रत्नागिरी लड़के को भी सिखाओ।",angry,hi
ढाल तलवारबाज सामने से लड़ते हैं। गुवाहाटी वाया सूरत रात के अंधेरे में भागना नहीं है..!,angry,hi
सबसे बड़ा भ्रष्टाचार है........जागते रहो अंधभक्त......,angry,hi
"जिस समय हिंदुत्व पर हमला हुआ, उसी समय यह तय हो गया कि शीलक सेना का अंत भी इसी प्रकार होगा",angry,hi
ये शांत नहीं बैठेगा. लाठियां ही चलेंगी...,angry,hi
"""हर किसी को याद रखना चाहिए कि हम बालासाहेब की शिवसेना को हराना चाहते हैं।""",angry,hi
जब देश का गृह मंत्री ही आरोपी हो तो देश का क्या होगा?,angry,hi
प्रवक्ता बनोगे तो कुछ कहना पड़ेगा?,angry,hi
चिमटी इसे ठीक नहीं करेगी. यह एक समस्या है। हिंदू खून पीना.,angry,hi
आपके मालिक ने चार आने आदमी को कैबिनेट में क्यों रखा?,angry,hi
"बड़े साहब के भतीजे को जनता ने स्वीकार नहीं किया, इस दाढ़ी का क्या काम... और दाढ़ी...!!",angry,hi
क्या श्रीखंड उसका अपना है या वह भी चोरी हो गया है। गद्दार द्वारा,angry,hi
आप अपने अहंकार के कारण पार्टी का नाम और चुनाव चिह्न बरकरार नहीं रख पाये. पहले इसके बारे में सोचो.,angry,hi
जब सत्ता में थे तो घरवाले घर बैठे थे और अब इस पर बात करना उचित है,angry,hi
ये भुजबल यह क्यों नहीं कहते कि जो लोग ऐ सरवस्ती में विश्वास करते हैं उन्हें मुझे वोट नहीं देना चाहिए,angry,hi
युवा सेना को आदित्य साहब ने खड़ा किया...आपका अधिकार क्या है?,angry,hi
बुर्जी पटेल को नामांकित किया गया,angry,hi
जब आपने साक्षात्कार दिया तो क्या आप सो रहे थे?,angry,hi
कपटी अनाजी पंत का षड़यंत्र,angry,hi
जब यह मर जाए तो इसे दफना देना,angry,hi
आपके लिए एक वोट राष्ट्रविरोधी लोगों के लिए एक वोट है....मानवतावादी सरकार,angry,hi
यह सुअर कौन है? भारत का सबसे बड़ा चोर,angry,hi
देश बेचने के बाद आगे क्या करना है इसकी कवायद चल रही है,angry,hi
अव्लाद अकेला है,angry,hi
जनता को उन विधायकों को भी यही सबक सिखाना चाहिए जिन्हें मतदाताओं ने चुना और विभाजित किया!,angry,hi
चापलूसी शुरू हो गई है.. अब इससे महाराष्ट्र को पता चलेगा कि गुजराती नीति कितनी अच्छी है..,angry,hi
इसी तरह करें..! ऐसा तब तक नहीं होगा जब तक आप ऐसा नहीं करेंगे..!!,angry,hi
येदि चुनाव होने वाला है. क्या सामान्य ज्ञान बिक गया? अभी भी उम्मीदवार हैं,angry,hi
"मेरा मतलब है, आपने वास्तव में क्या किया, जमीन पर खड़े होकर बादलों को उड़ा दिया?",angry,hi
यह निश्चित है कि आपके नीचे आग है। टार्च की चिंगारी देखकर.,angry,hi
"क्या अग्रवाल (सोशलिस्ट पार्टी) ही हैं जो मोदी का अपमान करते हैं, इस बारे में बीजेपी में भी बात करें",angry,hi
"कबूतरों को छोड़े जाने से पहले, देश बहुत बदल गया है; अब बलात्कारियों को रिहा किया जा रहा है..!!",angry,hi
ये आपकी समझ से परे है इसलिए ज्यादा मत सोचिए.,angry,hi
अरे! वह मेरा संकेत है,angry,hi
ऐसी किसी भाषा का प्रयोग नहीं किया गया. जैसे कि उद्धव ठाकरे के शब्द हैं. शैतान तुम,angry,hi
"""देवसेना से गलती हो गई, उस गद्दार बढ़ई को चौराहे पर लोगों के सामने डांटना चाहिए था।""",angry,hi
"बकवास सवाल, जो चुनाव आयोग के दायरे में नहीं आता.",angry,hi
अपने कर्मचारियों के मनोरंजन के लिए बनाई गई योजना को क्यों जारी रखें?,angry,hi
क्या हिंदुत्ववादी सरकार में गौरक्षकों पर हमले बर्दाश्त किये जायेंगे?,angry,hi
इसे इधर-उधर से क्यों नहीं निकाला जा रहा?,angry,hi
अर्थ? तथ्यों पर ध्यान दिए बिना अपनी राय देना क्यों जरूरी है?,angry,hi
क्या नौकरानी ने तस्वीरें लेना छोड़ दिया है?,angry,hi
हरफिकानी कि सीवर का मुंह साफ नहीं होगा.,angry,hi
उम्मीद है देशद्रोहियों पर उचित कार्रवाई होगी...,angry,hi
क्या आप एक कदम आगे बढ़ेंगे क्योंकि उन्होंने गोबर खाया?,angry,hi
"जहां संजय राठौड़ को भाई बनाते समय आपको भगवान का डर नहीं लगा, वहां आप लोगों से क्या पूछते हैं?",angry,hi
आप उसी ब्रह्मांड का हिस्सा हैं,angry,hi
वो कौन सी भाषा है... वो कौन सी संस्कृति है!,angry,hi
भारत कब टूटा या भारत को जोड़ने के लिए आंदोलन कर रहे हो?,angry,hi
ये चाय-बिस्किट पत्रकार लोमड़ी के लिए खट्टे अंगूर की तरह हो गए हैं,angry,hi
"अब हमें इन आवारा कुत्तों से सीखना होगा, हम आए दिन ऐसे कुत्तों को हांकते हैं",angry,hi
तो केले क्यों फूटते हैं...,angry,hi
समझें कि कोई व्यक्ति कितना लचीला है।,angry,hi
अरे ये आपके पुणे के नये मूर्तिकारों ने किया है,angry,hi
जैसे अंधभक्त इतने दिनों से मिंढे की धुलाई कर रहे हैं,angry,hi
इन तीनों ने उन्हें भी फाड़ डाला,angry,hi
यह नया दूसरा है,angry,hi
क्या आप मानते हैं कि उद्धव इस मोर्चे पर विफल रहे हैं?,angry,hi
आखिर बाला साहेब ने कहा था कि उद्धव का ख्याल रखना और किस मुंह से देशद्रोह करते हो,angry,hi
अंधभक्तों के लिए भीख की व्यवस्था की गई है,angry,hi
बेरोजगार आदमी को आज भूखा रहना बहुत काम मिल गया.... लगे रहो,angry,hi
अरे बारामती के तलवे चाटने में कितना लगता है?,angry,hi
महिला जानती थी कि गणित कच्चा है,angry,hi
क्या ईडी के जरिए जांच होगी कि ये पैसा कहां से आया? ......,angry,hi
मैदान मिलते ही ताल पर नृत्य किया गया... अब आयोग के सामने...,angry,hi
यह हमेशा की तरह बीजेपी के आईटी सेल बेबी द्वारा किया गया एक फर्जी काम है...,angry,hi
तो फिर उसी समय क्यों नहीं,angry,hi
तो क्या करेंगे नारायण राणे? यह उसके साथ अन्याय है!,angry,hi
"तो जोकसट्टा लोग कहां गायब हो गए, हम पहले उन्हें चाहते हैं! उन्हें क्यों ठीक किया गया है?",angry,hi
मौसम की रिपोर्ट लेकिन आप तो पत्रकार जैसे हैं सर....उनकी भविष्यवाणियां भी सूत्रों पर आधारित होती हैं....,angry,hi
भक्त अंधेरे में ही खुद को चाटकर साफ कर लेते हैं ताकि उन्हें बाहर जाने की जरूरत ही न पड़े।,angry,hi
राव ने चैनल के लिए टायरों की हत्या कर दी...चैनल के लिए यह इसके लायक भी नहीं है,angry,hi
वह रील काम नहीं कर रही है इसलिए चौंग्रेसी भाषा बोल रही है...,angry,hi
"हमारे साहब जनवरी से जून तक मुख्यमंत्री थे, फिर आत्महत्याएँ कैसे हुईं?",angry,hi
ख़ूब कहा है। ये ठाकरे सिर्फ बुलबुले और कायर हैं। राणे ने सही पहचान की है.,angry,hi
"हमारी उद्धव बाला साहेब की शिव सेना...मशाल जली है, तुम जैसे गद्दारों को जलाकर मार डालेंगे..",angry,hi
वह एक बिना सिर वाला सचिन सावंत है और अब वह एक पैसे वाला आदमी है।,angry,hi
महाराष्ट्र इतना मूर्ख नहीं है कि यह न समझे कि आप देशद्रोही विचारधारा से बोल रहे हैं।,angry,hi
जड़ में क्यों उठे... रहने दो,angry,hi
क्या सरकार बेंच के पीछे नहीं थी? क्या पैसा कमाना ही एकमात्र उद्देश्य था?,angry,hi
अंतिम वाक्य है - क्या आप यह कहना चाहते हैं कि इस समय केवल गोरे ही चाटे जाते हैं?,angry,hi
"सिर्फ इसलिए कि आप इस तरह के बकवास ट्वीट करते हैं, इससे आप एक साधारण पार्षद भी नहीं बन जाते",angry,hi
"अपने सामान्य ज्ञान को मूर्ख मत बनने दो, क्या तुम्हें अपनी आँखों में हिंदू रीति-रिवाज याद हैं?",angry,hi
तो आप किसमें सोये? लगभग महाराष्ट्र में,angry,hi
"मैं सहमत हूं, संजय को यह करना होगा।' बुधु",angry,hi
"देश और प्रदेश का बैंड बज चुका है, लेकिन जो गरीबों के पास गए हैं उनका बैंड बजने लगा है",angry,hi
क्या आप पेंगुइन को खरोंचते और चूसते हैं?,angry,hi
तारिपान के लोग इस विश्वासघात को नहीं भूलेंगे,angry,hi
"ये साला भाई तो पागल हो गया है, इस उम्र में चाहे कितना भी भूखा हो",angry,hi
हां बीजेपी व्यस्तता दिखाती है लेकिन असल वजह आलस्य है,angry,hi
गद्दारों का बाला साहब ठाकरे से कोई रिश्ता नहीं है.,angry,hi
ललचत्या ने कल उष्टी बिरया में हड्डियाँ चबायीं तो उसे उल्टियाँ होने लगीं।,angry,hi
आप जैसे सपोर्ट के कारण ही यह सिर पर बैठा है,angry,hi
"फडनवीस के भी छूटे पसीने, हुए ठीक",angry,hi
इसे यहां फोकस रहने दें।,angry,hi
फिर गए पानी में.... नेता खाने में लगे हैं.... परसेंटेज लो या काम करो....,angry,hi
क्या बारामती के महमद्या ने कुछ कहा?,angry,hi
सोशल मीडिया पर प्रत्येक नौसिखिया अटाचा चिवसैनिक चिव चिव चिव चिव का लक्ष्य...!,angry,hi
कौन सा बालासाहेब बालासाहेब थोराट या विखे? गद्दारों की टोली को ठाकरे के अलावा कोई नहीं जानता...,angry,hi
भारत का फुकु कौन है? में खोजें,angry,hi
"गाडे, आप वास्तव में कभी ट्वीट क्यों करते हैं?",angry,hi
"मुझे बताओ, तुम्हें समझ नहीं आता, तुम अपनी अज्ञानता जनता पर क्यों थोपते हो?",angry,hi
पिंपरी चिंचवड़ में भी....उद्धव भी शामिल हो गए हैं...कितना रो रहे हैं...,angry,hi
