text,sentiment,language
"As told by James the Baptizer: ""My son, if you will receive my sayings and treasure up my own commandments with yourself, so as to pay attention to wisdom with your ear, that you may incline your heart to discernment; if, moreover, you call out for understanding itself and you give forth your voice for discernment itself, if you keep seeking for it as for silver, and as for hid treasures you keep searching for it, in that case you will understand the fear of Jehovah, and you will find the very knowledge of God.",angry,en
"But this is why I say to you, That everyone that keeps on looking at a woman so as to have a passion for her has already committed adultery with her in his heart.",angry,en
You have the right to use your own name in order to save your life,angry,en
People went to the tomb.,angry,en
""" It isn't just yours, "" you say. "" You don't want to be rich; you don't know what you want to be.",angry,en
Do you really want to change the way you want to live?,angry,en
"And thou shalt take her father's robe upon thine head, and shalt put it upon thy head, and shalt put it upon thy left head, and shalt put it upon thy left shoulder.",angry,en
"In some parts of the world, it is the custom to have sex before marriage.",angry,en
"The Supreme Court of the United States stated: ""The Supreme Court of the United States is responsible for the decision....",angry,en
Have you ever been tempted to commit suicide? Or are you ever aware of the fact that there is a Creator who does not have the ability to solve mankind's problems?,angry,en
"Did she believe that the baby was born? Did she believe that the baby was born, or did she know that the baby was born?",angry,en
"There is a little wine in the house, and a little wine in the street.",angry,en
Take a few minutes to think about your future,angry,en
For this is the fruit of the world: from whence is it to pass away?,angry,en
One of the main ways that we can show respect for authority is by showing respect for authority,angry,en
"At the time of the war, the police had to take action against us and our brothers and sisters.",angry,en
"for the first, for the last, and the last; and the last, and the last, and the last.",angry,en
""" It wasn't all that we were looking for, "" says David. "" It wasn't all that we were wearing....",angry,en
"By the age of 11, she had become an alcoholic, and she began to study the Bible with Jehovah's Witnesses. She began to study the Bible with Jehovah's Witnesses and was soon baptized.",angry,en
"Don't look at the sky without your eyes. Look, there's no eyes to see.",angry,en
This is just like a dog. It's like a dog.,angry,en
He doesn't like to play baseball.,angry,en
"During World War II, many of the world's rulers were killed in World War II",angry,en
Isn't it that our house is broken down and our house is broken?,angry,en
"I wasn't on the bus, but the train was so crowded that I didn't know where to go.",angry,en
"Of the tribe of Dan, of the children of Dan; of the tribe of Dan, of the children of Dan.",angry,en
"It is not hard to see why man's way of thinking was so different from that of man's Creator, Jehovah God.",angry,en
"And it came to pass, as soon as they were gone out, behold, there was a cry in his mouth.",angry,en
"As you can see from the thousands of examples of faithful men and women of old, you can learn much about the history of Jehovah's Witnesses.",angry,en
""" O if only you would actually pay attention to my commandments! Then your peace would become just like a river, and your righteousness like the waves of the sea. """,angry,en
"No one has ever seen the end of the war. In any case, it is not the same as the war of Armageddon.",angry,en
You can choose the language that you are using for your next task,angry,en
"And thou shalt cut them off in thy sight, and shalt cast them into the midst of the fire: and thou shalt put them into the midst of the fire.",angry,en
Woe to you who are at ease! You who are at ease! You who are brought up out of the midst of the pit!,angry,en
"You shall not make yourselves naked on the earth with your hands, nor with your feet with your feet, nor with your hands with your feet;",angry,en
How would you describe Jesus ' illustrations in the Sermon on the Mount?,angry,en
Infections can cause disease and heart disease,angry,en
"There will be no one who hears the sound of the trumpet, nor anyone who hears the sound of the trumpet.",angry,en
"It's hard to know how to play the game, but it's easy to play it.",angry,en
The main purpose of the session was to be used as the theme of the convention's release of the Watch Tower Society's talk,angry,en
I didn't want to live next week.,angry,en
One of the most effective doctors in the United States is a doctor who is a doctor and a doctor,angry,en
"In the United States, for example, a man who lives in a small village has to live there!",angry,en
"And it came to pass, when a certain man saw it, that he took hold of his garment, and it fell upon his face:",angry,en
"And it shall come to pass, when he hath made an end of speaking, that he shall not go into the land of his fathers' land, but shall surely live.",angry,en
The village wasn't found. The village was destroyed.,angry,en
"See, I don't know, there's something wrong with you, but I'm not sure if you don't know what's going on.",angry,en
Isn't this the case? That's what's going to happen?,angry,en
"If you don't want to be a bus driver, don't go to the police station.",angry,en
"And this is the will of God, and not of men.",angry,en
Many young people have found it hard to understand what the Bible says about the subject of sex before marriage.,angry,en
""" I don't feel that way, "" she says, ""but I can't find a job.",angry,en
"According to a report published by the World Health Organization (N.S.A.), ""the world's population is estimated to be more likely to be more likely to be overly concerned about the future than about the future. """,angry,en
What a joy it will be to be able to help more people to learn about God's purpose for the earth and for mankind!,angry,en
"Have you ever wondered if there's been such a thing? Or do you think there's been such a thing as ""I'm sorry,"" or, ""I don't know.",angry,en
"When they see it, they laugh at it. When they see it, they laugh at it.",angry,en
"Does this mean, though, that there is no Scriptural basis for such an oath?",angry,en
"And when they were come to the other side of the sea, behold, there was a great cry from the city,",angry,en
"For example, in the United States, a new language was spoken in the English language.",angry,en
"You would probably agree that if you were born in the first place, you would have seen a perfect man.",angry,en
"and send them away to his relatives and his relatives, and present them before the name of the Father, and before the Son, and before his Father.",angry,en
"According to The New York Times, a survey conducted in the United States found that ""more than 70 percent of those who attended the Memorial of Christ's death had already died. """,angry,en
"And after a while, he was thrown into a deep sleep, and there was a hole in his hand.",angry,en
What a fine example for us to follow when we are faced with a decision - making decision!,angry,en
It doesn't exist yet.,angry,en
"Woe unto you, scribes and Pharisees, hypocrites! when ye eat, ye eat.",angry,en
Have you ever had sex with a woman who had sex with a man who had sex with a prostitute?,angry,en
"The Bible tells us: ""God is not unrighteous so as to forget your work and the love you showed for his name, in that you have ministered to the holy ones and continue ministering. """,angry,en
Make sure you don't have enough time to communicate with your children. Make sure that you don't have enough time to communicate with them.,angry,en
"But if there be no blemish in that person, it is only part of the problem; but if there be any difference between what you say it is, it is likely that you're not what you say is right.",angry,en
Did you write a letter?,angry,en
"As of 2011, population of Maharashtra district, Maharashtra, Maharashtra, India, is already part of the Maharashtra state of India.",angry,en
"It is believed that by the second century C.E., after the death of Christ's apostles, Christianity was established in the first century C.E.",angry,en
Our home is on fire on the roof of our house,angry,en
You have set a good example for your children. You have set a good example for them.,angry,en
"And it shall be, when any man hath an issue, that his name shall be written according to all that he hath done, and after that he hath done.",angry,en
The Soviet Union has failed!,angry,en
"And it shall come to pass, that as soon as he had made an end of speaking, then shall his reproach come upon him, and his reproach shall be upon him.",angry,en
The drive is empty,angry,en
