text,sentiment,language
"எங்கள் உத்தவ் பாலா சாகிப் சிவசேனா... தீபம் ஏற்றியது, உங்களைப் போன்ற துரோகிகளை எரிப்போம்.",angry,ta
இதையெல்லாம் செய்வதற்கு முன் அறைந்து விடுவார்கள்,angry,ta
"பொதுக் கீழ்ப்படிதல் மொழியில் சொல்வதென்றால், ராணுவத்தில் இருக்கும் போது எப்போதாவது அவர்களுக்கு சல்யூட் அடித்திருக்கிறீர்களா?",angry,ta
இந்த சமூக ஊடக செல்வாக்கு செலுத்துபவர்கள் அனைவரும் கேலி செய்வது மிகவும் அருமையாக இருக்கிறது,angry,ta
இந்த உதவித்தொகைக்கு நீங்கள் தகுதியுடையவரா?,angry,ta
"மக்கள் போராட்டம் நடத்த வேண்டும், கடும் நடவடிக்கை எடுக்க வேண்டும்... இந்த அமைப்பை ஒழிக்க வேண்டும்.",angry,ta
"எனவே நாங்கள் உங்களைப் போல வெறுங்கையுடன் இருக்கிறோம், நீங்கள் பணம் சம்பாதிக்க விரும்புகிறோம், நாங்கள் வேலை செய்ய விரும்புகிறோம்…",angry,ta
நீங்கள் விளையாடும் விதம் உங்களுக்கு கவலையாக இருக்கிறதா?,angry,ta
இந்த மனிதர் மகாராஷ்டிராவில் வறட்சியை உருவாக்குகிறார்,angry,ta
தோல்விக்காக மூன்று பத்திரிகையாளர்கள் சிறையில் அடைக்கப்பட்டனர்.,angry,ta
"முனிவரே, அந்த ரத்னகிரியின் மகனுக்கும் கற்பியுங்கள்.",angry,ta
"சிவசேனாவை சேர்ந்த உத்தவ் பாலாசாகேப் தாக்கரே, அக்கட்சியின் தலைவர் எம்எல்ஏ பாஸ்கர் யாதவ் வீட்டை தாக்க முயன்றார்.",angry,ta
உபி அல்லது பீகாரில் உபரியா உத்சவ் கொண்டாட வேண்டிய அவசியம் என்ன?,angry,ta
தகுதி இல்லாதவர்கள் கூட இன்று சிவசேனா பற்றி பேசுகிறார்கள்.,angry,ta
அதிகாரத்தை அதிகாரமாக பயன்படுத்துவது ஜனநாயகத்தை அழிக்கும்... உங்கள் சாதனைகளை நிரூபியுங்கள்,angry,ta
இவர்களால் நிச்சயம் உங்கள் தகவல்கள் கசிந்துவிடும்.,angry,ta
சுப்ரீம் கோர்ட்டில் நாள் முழுவதும் இருக்க வேண்டிய அவசியம் இல்லை. காலையில் ரிசல்ட் கொடுத்துவிட்டு சுதந்திரமாக இருக்க விரும்பினேன்.,angry,ta
"அது தவறு...அது அனுதாபம் அல்ல, விசுவாசத்தின் எரிமலை.",angry,ta
தாதா தன் குருவைப் போல ஒரு குருட்டு பக்தர்..அவரது இந்து மதம் அவருக்கு கற்றுக்கொடுக்கிறது..,angry,ta
"ஏய், உன் மொழி என்ன மாமா, உன்னிடம் இருந்து என்ன எதிர்பார்க்கிறாய்?",angry,ta
வேட்டையாடுபவர்களால் விலை உயர்ந்து.. ஆட்டிறைச்சியை வாங்க முடியாமல் ரசிகர்கள் தவித்தனர்.,angry,ta
மக்களுக்கு என்ன மாதிரியான மனநிலை இருக்கிறது?,angry,ta
கட்சித் தலைவர்கள் குழப்பமடைந்தனர்.,angry,ta
சாவர்க்கர் சர்ச்சைக்குப் பிறகு இதுபோன்ற மகிழ்ச்சியை நாம் கண்டதில்லை.,angry,ta
"""அப்பே"" என்று வெட்கப்பட வேண்டாம் ஐயா. மற்றவர்களைப் பற்றியும் சிந்தியுங்கள்...",angry,ta
இப்போது ஏக்நாத் ஷிண்டேவிடம் தொலைநோக்குப் பார்வையை எதிர்பார்ப்பது மிக அதிகம்,angry,ta
நீங்கள் குஜராத்தியா அல்லது கலப்பினமா?,angry,ta
இந்த போக்கு காலப்போக்கில் உடைக்கப்பட வேண்டும்.,angry,ta
"உகிர்தா ஃபுக்யா என்றால், உகிர்களில் பன்றிகள் ஏன் வாழ்கின்றன?",angry,ta
"சங்கோதி ஏன் குதிக்கும், ராகுல் காந்தியின் பாரத் ஜோரு ஜாதரா ஏற்கனவே சங்கோதியில் பிளவுகளை உருவாக்கியது...",angry,ta
புனே மாநகராட்சியை பாஜக அபகரித்தால் இதுதான் நடக்கும்,angry,ta
அரசு தனது கடமைகளை நிறைவேற்றாமல் அரசு வேலைகளை குறைத்து வேலையில்லா திண்டாட்டத்தை ஏற்படுத்தி வருகிறது என்றார்.,angry,ta
அப்பாவின் ஆட்கள் சேர்ந்து எத்தனை சதி செய்தாலும் அழிவு தவிர்க்க முடியாதது...!!!!!!,angry,ta
'சிவசேனாவை விலைக்கு உடைத்த பாஜக'; ஜெயந்த் படேல் புகார்,angry,ta
அவருடைய தெய்வீகத்தன்மைக்கு இவ்வளவு பெரிய சாட்சி கொடுக்க அவர் தகுதியானவரா!,angry,ta
...அப்படியானால் யாரிடமும் கேட்காதே! அணுசக்தி அச்சுறுத்தல் குறித்து புடினிடம் பிடன் விளக்கினார்,angry,ta
"ஏய், உங்கள் மோசமான அணுகுமுறையைப் பார்த்தேன், அதனால் ஒரு ட்வீட் எழுத முடிவு செய்தேன்",angry,ta
"கேளுங்கள், ""நான் மீண்டும் வருவேன்"" என்பது ஒருபோதும் சாத்தியமில்லை, அது பாஜகவின் பெரிய பொய்!!!",angry,ta
இந்த போலீஸ்காரர் ஒரு அடிக்கு தகுதியானவர்,angry,ta
ஜெயந்த் பாட்டீலின் மனைவிக்கு அவரை நம்பவில்லை,angry,ta
"மா சார் ஜனவரி முதல் ஜூன் வரை முதலமைச்சராக இருந்தாரே, தற்கொலை எப்படி நடந்தது?",angry,ta
பல பார்வையற்ற ரசிகர்களைக் கொன்றது அவரது ஒரு பகுதியாகும்.,angry,ta
"அதை அதிர்ச்சி என்று சொல்வதில்லை, அழுகை என்று சொல்வார்கள். ஆண்கள் அப்படி அழுவதில்லை. சிறு காயம்",angry,ta
இந்த வஞ்சகப் படுபாதக மனிதன் எதையும் செய்ய முடியும்,angry,ta
இது போலியானது,angry,ta
ஷம்பாஜிநகர் என்று சொல்ல வெட்கமா?,angry,ta
"ஓ, நாம் ஏன் மன்னிப்பு கேட்க வேண்டும்?",angry,ta
இந்த திருடன்.. ஜாமீனில்.. இந்த பூக்கடை...,angry,ta
ஏழு தலைமுறைகளையும் துரோகிகளாக அறிவிக்கவும்,angry,ta
"சிறுவன் துரோகி, பேராசை, கொலைகாரன், திமிர், சோம்பேறி. ஆசாத் பாபுராவ்!",angry,ta
இந்த டோஸ் வாக்லேவின் சீழ்க் குழாயையும் குணப்படுத்துகிறது என்கிறார் லாய்.,angry,ta
துரோகிகளுக்கு சுடர் எரிகிறது,angry,ta
நாட்டை விற்றுவிட்டு என்ன செய்வது என்று முடிவு எடுக்கிறார்கள்.,angry,ta
அது உங்களுக்கு மதிப்புள்ளதா?,angry,ta
ஏன் காட்டி சித்திரவதை செய்கிறீர்கள்...??,angry,ta
அப்படியென்றால் இந்த ஹிந்து கட்சி மக்களை காப்பாற்றியது யார்?,angry,ta
ஏன் நிறுத்தினாய்?,angry,ta
"அண்ணன் என்றால் என்ன, போஸ்லே?",angry,ta
"இப்போது நாம் இந்த தெருநாய்களிடமிருந்து கற்றுக்கொள்ள வேண்டும், நாம் ஒவ்வொரு நாளும் அத்தகைய நாய்களை துரத்துகிறோம்",angry,ta
உங்கள் மனம் அரிக்கிறது,angry,ta
இறந்தவுடன் புதைக்கவும்,angry,ta
"அதுல் சுதார் அஜீரணக் கோளாறால் அவதிப்படுகிறார். எனக்கு பிரியாணிக்கு பதிலாக பருப்பு, சாதம், தும்பரா என அலுத்து விட்டது.",angry,ta
அந்த ஆண்டிலிருந்து யாரோ ஒரு ஆர்வலரைப் பின்தொடர்வதைப் பெறத் தொடங்கினார்கள். என்ன ஒரு தற்செயல்,angry,ta
தேர்தல் சின்னத்தின் வெற்றியை ஜோதியால் தாங்க முடியவில்லை,angry,ta
யாருக்கும் சொந்தமில்லை... சொந்த சுயநலம் மட்டுமே... இது அவர்களுக்கும் உண்மை...!!!,angry,ta
சிறுமியை தனியாக பிச்சை எடுக்க ஏன் அழைத்துச் சென்றாய்?,angry,ta
இவர்கள்தான் சதவீதத்தை எண்ணும் உண்மையான சிவ சைனியர்கள்...,angry,ta
"கரும்பலகை: சீக்கியக் கலவரம் என்று சொல்லாதீர்கள், இது ஒரு படுகொலை",angry,ta
அப்படியானால் நீங்கள் என்ன தூங்கினீர்கள்? கிட்டத்தட்ட மகாராஷ்டிராவில்,angry,ta
"இப்போது பேசுவோம், யார் எதிர்க்கிறார்கள்? உங்களுக்கு தைரியம் இருக்கிறதா?",angry,ta
இதைச் சொல்வதற்கு வெட்கமாக இல்லையா?,angry,ta
இப்போது இந்த சதரஞ்சயன் மக்களுக்கு ஞானம் கற்பிப்பாரா?,angry,ta
வருங்காலத்தில் என்சிபி பிளவுபட்டால் முதலில் அக்கட்சியை விட்டு வெளியேறுவது தனு சகோதரர்கள்தான்,angry,ta
யார் இந்த பன்றி? இந்தியாவின் மிகப்பெரிய திருடன்,angry,ta
அத்தகைய நாய்கள் தினமும் பெட்டிகளில் கழுத்தை வைத்து பட்டினி கிடக்கின்றன. புரிந்து கொள்கிறார்கள். பெருமையை ஒட்டிக்கொள்,angry,ta
உங்கள் தந்தைக்கு எத்தனை சேவல்கள் உள்ளன?,angry,ta
"சொல்லுங்கள், நீங்கள் ஏன் தாக்கரே மீது துடைப்பத்தை வீச விரும்பினீர்கள்?",angry,ta
கமிஷன் பலகை உங்கள் கட்சியின் கைப்பாவையா???,angry,ta
Sandy Janeway பழங்காலத்திலிருந்தே எதையும் சாப்பிட்டு வருகிறார்... மண் கூட.,angry,ta
"ஓ, உனது பயனற்ற படையைப் பற்றி உன்னிடம் பேசு. அசல் சிவசேனா உத்தவ் பாலாசாகேப் தாக்கரே.",angry,ta
அந்த தர்பூசணியை சாப்பிடாமல் ஒரு துரோகி வாழ முடியாது.,angry,ta
இப்போது மகாராஷ்டிராவிலும் அதே நிலைதான். இப்போது ஆட்சியாளர்கள் என்ன செய்கிறார்கள்?,angry,ta
அதிகாரத்துக்காக மண் சாப்பிடும் வழக்கம் உண்டு!,angry,ta
"அடடா, ஆதாரம் போலியானது, நீங்களும் அப்படித்தான்",angry,ta
அந்த கிழவன் ஓடிப்போனபோது என்ன பார்த்தாய்?,angry,ta
"பல பெண்களுக்கு உறவுகள், சண்டைகள், சத்தமாக சிரிப்பது அல்லது அழுவது பற்றி கேள்விகள் இருக்கும்...",angry,ta
ஊடகவியலாளர்கள் உண்மையில் தரகர்களாக மாறிவிட்டனர்,angry,ta
See ஆபத்து.,angry,ta
துரோகிகள் மீது உரிய நடவடிக்கை எடுக்கப்படும் என நம்புகிறேன்...,angry,ta
இது வெறும் பவர் ப்ளே,angry,ta
அவர்களை மகாராஷ்டிரா மற்றும் நாட்டிலிருந்து வெளியேற்றுவது முன்னுரிமை. மீதியை பிறகு பார்க்கிறேன்.,angry,ta
சட்டம் எல்லோருக்கும் வித்தியாசமானது என்று காட்ட வேண்டுமா?,angry,ta
"பட்கல்கர் அவர்களே, ராவ்... பலதரப்பட்ட கருத்துக்களைப் படியுங்கள். அவமானத்தில் காய்கறிகளை விற்று சாப்பிட்டான்...",angry,ta
உங்கள் பெயரில் ஒரு திருடன் இருப்பதால் ஏன் திருடுகிறீர்கள்? மேலும் ஐயா,angry,ta
"தேவேந்திரன் குழப்பமடையவில்லை, அவர் தெளிவாக இருந்தார்.",angry,ta
உனக்கு மகள் இல்லையா? நீங்கள் சொல்வது போல் போலியான எண்ணங்களை எழுதுவதில் நீங்கள் வல்லவர்,angry,ta
"""அவுரங்கசீப் பிழைக்க முடியும், ஆனால் சாம்பாஜி மகாராஜால் உயிர் பிழைக்க முடியவில்லை."" -:போர்த்துகீசிய வைஸ்ராய்",angry,ta
"அவற்றில் ஒன்று, இன்றைய காலத்தில் மக்கள் பிரபலமடைவதற்காக தங்கள் வாழ்க்கையை அர்ப்பணிக்கிறார்கள்.",angry,ta
மீதி ஷேனிகன்கள் சந்தோஷப்பட மாட்டார்கள்.. ரிதுஜா லத்தும் எதிர்காலத்தில் ஷிண்டே குழுவில் சேருவார்.,angry,ta
"தாமரை தன் வாலை வைத்துக் கொண்டது, ஆனால் அது குதிரையில் வந்து கழுதையின் முதுகில் ஏறிச் சென்றதாகக் கூறப்படுகிறது.",angry,ta
PAN மூலம் பெயர் திருடப்பட்டது,angry,ta
காங்கிரஸ் எனது விமர்சன ஒப்பந்தத்தை வேறு ஒருவருக்கு கொடுக்கிறது - பிரதமர் மோடி அறிக்கை!,angry,ta
கோபம்… இப்போது அவர்கள் ஏழைப் பெண்ணுக்கு உணவளிக்கிறார்கள்.,angry,ta
எனவே குஜராத் அரசியல்வாதிகளுக்கு மும்பை 'முடிவடையாத வியாபாரம்'.,angry,ta
திருடன் வாந்தி வெடி என்பார்கள்... பொது அறிவு இல்லாத போது இப்படித்தான் நடக்கும்.,angry,ta
சாமணம் அதை சரிசெய்யாது. இது ஒரு பிரச்சனை. ஒரு இந்து இரத்தம் குடிக்கிறான்.,angry,ta
மோடி ஜி முற்றிலும் தவறு. மணீஷ் சிசோடியா கைது செய்யப்பட்டார்,angry,ta
பகலில் ஆரம்பித்து இப்போது பகல் முழுவதும் அலறுகிறது,angry,ta
"தூங்கன் பாய், எதுவும் சொல்லாதே",angry,ta
துரோகத்தின் மூலம் நீங்கள் ஒரு மனிதனாக மாறுகிறீர்கள்.,angry,ta
"பொதுக் கருத்தைக் கொண்டவர்கள் முட்டாள்கள், அவர்கள் பரிசுகளைப் பற்றி நினைக்கிறார்கள்.",angry,ta
இதெல்லாம் கமலாபாயின் கோமாளித்தனத்தால் நடந்தது.,angry,ta
"பானைகளின் தொகுப்பு சேகரிக்கப்பட வேண்டும், இல்லையெனில் ஒவ்வொன்றும் காண்பிக்கப்படும். தாக்குதலுக்குப் பிறகு சந்தோஷ் பங்கர் ஆக்ரோஷமாக பதிலளித்தார்.",angry,ta
பாஜக இங்கு இன்னொரு காக்காயை விதைத்துள்ளது,angry,ta
அவர்களே நாட்டில் சர்வாதிகாரம் தொடங்குவதில் மகிழ்ச்சி அடைகிறார்கள்.,angry,ta
"அண்ணே, முதல் வேட்பாளரை கொடுக்க வேண்டிய அவசியமில்லை, ஏன் நாடகம் செய்கிறாய்.",angry,ta
அண்ணன் உனக்கு விரல்கள் இருப்பதைப் பார்,angry,ta
ஊடகங்கள் பாராமுகமா? இந்தக் காட்சி காட்டப்படாது.,angry,ta
டிவி சேனல்காரர்கள் மற்றபடி காட்டுகிறார்கள்...எத்தனை பொய்களை...(டிவி சேனல் அல்ல)?,angry,ta
இப்போது இந்த முட்டாள் நாட்டில் ராஜதந்திர ஆலோசகராக மாறியுள்ளார்.,angry,ta
உங்களிடம் ஏதேனும் உள்ளதா,angry,ta
"படத்தை வைத்திருங்கள் ஆனால் விட்டுவிடாதீர்கள், ஒரு பென்குயின் முழங்காலில் மூளையுடன் இருக்கிறதா?",angry,ta
வல்லரசுகளின் நெருப்பை சுவாசிக்கும் சூரியன் இப்போது எட் தொங்கும் வாளால் மாற்றப்பட்டுள்ளது.,angry,ta
"பதவியை ராஜினாமா செய்து தேர்தலை சந்திக்கவும், அதன் மூலம் மக்கள் தங்கள் பலத்தை காட்ட முடியும்.",angry,ta
உத்தவ் ஜி ராவணன் ஏன்?,angry,ta
"வேறு எந்த நாட்டிலும் இத்தகைய சந்தை இல்லை. கெளரவம், வசீகரம் காக்கப்படுவதில்லை.",angry,ta
ஆனால் உன் அம்மா கோபமாக இருக்கிறாள்,angry,ta
உரிமை கோராத ஒரு பார்வையற்ற ரசிகருக்கு இது தகுதியானது…,angry,ta
"நல்ல அதிர்ஷ்டம், ஆனால் நான் உள்ளே எரிகிறது",angry,ta
"நீங்கள் நாயை வாழ்த்தவில்லை என்றால், நீங்கள் தவறாக புரிந்து கொள்ளப்படுவீர்கள்.",angry,ta
பேச்சில் பிராமண சாதி பெயர் விடுதலையா?,angry,ta
"உங்கள் வேலையைச் செய்யுங்கள், இல்லையேல் உங்கள் இடத்தைக் காட்டுவோம்...",angry,ta
எவ்வளவு பசித்தாலும்...,angry,ta
இந்த சூழ்நிலையை வசதியாக மாற்ற இந்த பெண்ணின் சிறப்பு என்ன?,angry,ta
எனவே ஷிண்டே கட்சியில் இணைந்ததும் அவரை பாஜக வேட்பாளராக நிறுத்தப் போகிறது. நரிக்கு புளிப்பு திராட்சை.,angry,ta
இது ஒரு துரோக பாஸ்டர்ட்,angry,ta
அப்படியானால் சமூகத்தில் பொய்களை பரப்புவதற்கு நீங்கள் பொறுப்பா?,angry,ta
மீண்டும் மீண்டும் சூர்ப்பனகை எங்கு பார்த்தாலும்... லட்சுமணனுக்கு தைரியம் இல்லை.,angry,ta
"அப்புறம் கோர்ட்டில் சொல்லாதே, சொல்லு. பாஜக ஏன் ஓடுகிறது?",angry,ta
இது ஒரு மிதக்கும் மலம்,angry,ta
பாஜக தொண்டர்களின் நிலை மக்கள் ஆடும் குழியாக மாறியுள்ளது.,angry,ta
உங்களைப் போன்ற (பாஜக) ஏமாற்றுக்காரர்களை நம்புவதை விட சன்மார்க்க கடவுளை நம்புவது நல்லது என்பதை துரோகிகள் தாமதமாக கற்றுக்கொண்டார்கள்!!!!,angry,ta
இப்போது டயப்பர்களை அணிந்து தூங்கி குடிக்கவும்…,angry,ta
"கொளத்தூரில் சாலைகள் குண்டும் குழியுமாக உள்ளதா, பள்ளங்களுக்கு இடையே சாலைகள் உள்ளதா என்று தெரியாத நிலை உள்ளது.",angry,ta
இதையெல்லாம் பார்க்க வேண்டும்,angry,ta
வேறொரு ஆணுடன் ஓடிப்போன மனைவிக்கு இப்போது சொத்தில் பங்கு வேண்டும்,angry,ta
"லகா, விஷயம் உங்கள் வசதிக்காக.",angry,ta
பல வருட பிஜேபி ஆட்சியின் பார்வையற்ற பக்தர்கள் மற்றும் என்சிபியின் தவறுகளால் மனம் தளர்ந்துவிட்டனர்,angry,ta
ஊழல் என்பது ஒட்டுமொத்த அமைப்பின் பூச்சி என்று துணை முதல்வர் தேவேந்திர ஃபட்னாவிஸ் கூறினார்.,angry,ta
ஏன் அதே நேரத்தில் இல்லை?,angry,ta
அவர்களுக்கு யோசனைகளை விட அதிகாரம் முக்கியம்.,angry,ta
கடவுள் ஞானமுள்ளவர்!!!,angry,ta
"துரோகி இராணுவம் இந்த வீடியோக்களை பின்னர் சேமிக்கவும், உங்கள் வாழ்நாள் முழுவதும் அவற்றைக் கேட்க விரும்புவீர்கள்.",angry,ta
மேற்கு ரயில்வே உலகில் தச்சு வகைகள்.,angry,ta
அவளை அப்படி செய்யாதே...அவளுக்கு அதிகம்,angry,ta
கேடயமும் வாளும் பாகிஸ்தான் எல்லையை அடையவிருந்த நிலையில்.,angry,ta
இப்படிப்பட்ட தலைவர்கள் ஓட்டுக்காக நாட்டை விற்கிறார்கள்.,angry,ta
"மேலும், சாவித்திரி முகத்தை வைத்து பேசுகிறார்.",angry,ta
உள்துறை அமைச்சர் மீது குற்றம் சாட்டப்பட்டால் நாட்டின் கதி என்ன?,angry,ta
"அதுல், எந்த சப்ஜெக்ட் உங்களுக்கு புரியாதது?? நீதியின் கடவுள் மீண்டும் முடவர், ஊனமுற்றவர், குருடர் என்று நிரூபித்தார் ???",angry,ta
"ஏன் வழி? குண்டர்களை அங்கே போக வைக்கிறார் உங்கள் மோடி, கண்ணையும் காதையும் திற..!!",angry,ta
இது சாலிகிராமம். போசலே குடும்பப் பெயர் பிரபலமற்றது.,angry,ta
"சாஹேபின் மருமகனைத் தவிர பொதுமக்கள் ஒப்புக்கொள்ளவில்லை, இந்த தாடியும் தாடியும் என்ன பயன்...!!",angry,ta
அந்த நாய்கள் கூட தங்கள் பெரிய எஜமானருக்கு விசுவாசமாக இருந்தன...வடப்பாவைப் போல துரோகம் செய்யவில்லை.,angry,ta
துரோக மரபு உங்கள் மூன்றரை மாவட்ட #துரோகிகளால் தொடங்கப்பட்டது,angry,ta
மக்கள் ஆட்சியில் இருந்தபோது குடும்ப உறுப்பினர்கள் வீட்டில் அமர்ந்து இருந்ததை இப்போது பேசுவது ஏற்புடையதல்ல என்றார்.,angry,ta
சரபஸ்தியை நம்புபவர்கள் எனக்கு வாக்களிக்கக் கூடாது என்று ஏன் இந்த பீஷ்மணர்கள் கூறவில்லை?,angry,ta
படித்த இளைஞர்கள் ஏன் அமைதியாக இருக்கிறார்கள்? வேலையின்மைக்கு யார் பொறுப்பு?,angry,ta
புர்ஜி படேல் பரிந்துரைக்கப்பட்டார்,angry,ta
நேர்காணலின் போது நீங்கள் தூங்கிவிட்டீர்களா?,angry,ta
எல்லா ரசிகர்களும் இல்லை ஆனால் சிலர் அங்கும் இங்கும்,angry,ta
லோக்சத்தா ஒரு விற்பனையான செய்தித்தாள். கிரிஷ் குபேர் ஒரு பொய்யர்.,angry,ta
"பாபா திருடினார், சிவசேனா திருடியது, இப்போது அத்தாரி பூர்பாவின் வேட்பாளரும்... ஜதிவந்திடம் பாக்கெட் மணி தரம் உள்ளது என்றார் உத்தவ்ஜி.",angry,ta
"நீங்கள் ஒரு துரோகியாக இருந்து, அதே வடுவை அடுத்த தலைமுறைக்கு விட்டுச் செல்கிறீர்கள்.",angry,ta
சரத் பவார் சிவன் வீரர்களை நாய்கள் என்று அழைத்தார்,angry,ta
"நீ சாணம், மதவெறி தெரிந்தால் உனக்கு அறம் இல்லை.",angry,ta
வாக்காளர்கள் தேர்ந்தெடுத்து பிரித்து வைத்த சட்டமன்ற உறுப்பினர்களுக்கு பொதுமக்கள் பாடம் புகட்ட வேண்டும்!,angry,ta
முகங்கள் தொடங்கிவிட்டன..இப்போது மகாராஷ்டிராவுக்கு தெரியும் குஜராத்தின் கொள்கை எவ்வளவு நல்லது என்று..,angry,ta
"எனவே ஜோக்ஸாட்டா மக்கள் எங்கே தொலைந்தார்கள், முதலில் அவர்களையே நாங்கள் விரும்புகிறோம்! அவை ஏன் சரி செய்யப்படுகின்றன?",angry,ta
மக்கள் காது கேளாதவர்களாக மாறுவார்கள் என்று இது அர்த்தப்படுத்துகிறதா?,angry,ta
"அதாவது, நீங்கள் சரியாக என்ன செய்தீர்கள், தரையில் நின்று மேகங்களை வெடிக்கச் செய்தீர்களா?",angry,ta
"த்ரோஹி பல்லா சாஹேப், காலம் அறிய வேண்டும்.",angry,ta
"அகர்வால் (சஜ்வாடி கட்சி) தான் மோடியை அவமானப்படுத்துகிறார், பாஜகவும் அதைப் பற்றி பேசுகிறது",angry,ta
புறாக்கள் போகும் முன் நாடு நிறைய மாறிவிட்டது; இப்போது பலாத்கார குற்றவாளிகள் விடுவிக்கப்படுகிறார்கள்..!!,angry,ta
"ரமீஸ் ராஜா இந்தியாவை மிரட்டும் வீடியோ வைரலாகும், அவர் பேசியதை பாருங்கள்...",angry,ta
அச்சச்சோ! இது என்னுடைய அடையாளம்,angry,ta
பாஜகவுக்கு ஜனநாயகத்தில் நம்பிக்கை இல்லை என்பதை நிரூபித்துள்ளார்,angry,ta
அவர் தனது அலுவலக வாசலில் பேருந்தில் இருந்து இறங்க விரும்பும் போது சோதனை தொடர்ந்தது.,angry,ta
"முட்டாள்தனமான கேள்வி, இது தேர்தல் ஆணையத்தின் எல்லைக்குள் இல்லை.",angry,ta
சர்ச்சைக்குரிய லேகா விவகாரத்தில் திர்கித் தஹியா அமைதியாக இருந்திருக்கலாம். விரைவில் நைத்தார் நடனமாட வந்தார்.,angry,ta
பசுக் காவலர்கள் மீதான தாக்குதல்கள் இந்துத்துவா அரசில் பொறுத்துக் கொள்ளப்படுமா?,angry,ta
"மாறாக, தன் சுயநலப் போக்கைக் காட்டினார்.",angry,ta
