text,sentiment,language
ఇది తేలియాడే మలం,angry,te
బీజేపీ కార్యకర్తల రాష్ట్రం జనం నాట్యం చేసే గొయ్యిలా మారిపోయింది.,angry,te
ఎందుకంటే ఈ ఆలోచన సంఘీ భద్వార్ మనసులో మాత్రమే వస్తుంది.,angry,te
ఇప్పుడు డైపర్లు వేసుకుని పడుకుని తాగండి...,angry,te
"కొల్లాపూర్‌లో రోడ్లు గుంతలు పడ్డాయో, గుంతల మధ్య రోడ్లు ఉన్నాయో తెలియని పరిస్థితి నెలకొంది.",angry,te
ఇదంతా చూడాల్సి ఉంది,angry,te
వేరే వ్యక్తితో పారిపోయిన భార్య ఇప్పుడు ఆస్తిలో వాటా కోరుతోంది,angry,te
"లకా, విషయం మీ సౌలభ్యం కోసం.",angry,te
"ఏళ్ల తరబడి బిజెపి అధికారం, ఎన్‌సిపి తప్పిదాలకు పాల్పడిన అంధ భక్తులకు హృదయం తగ్గింది",angry,te
అవినీతి మొత్తం వ్యవస్థకే చీడపురుగు అని ఉపముఖ్యమంత్రి దేవేంద్ర ఫడ్నవీస్...,angry,te
కాబట్టి అదే సమయంలో ఎందుకు కాదు?,angry,te
వారికి ఆలోచనల కంటే శక్తి ముఖ్యం.,angry,te
ఈ విషయంలో ఉద్ధవ్ విఫలమయ్యాడంటే నమ్ముతారా?,angry,te
"దేశద్రోహి సైన్యం ఈ వీడియోలను తర్వాత కోసం సేవ్ చేయండి, మీరు మీ జీవితాంతం వాటిని వినాలనుకుంటున్నారు.",angry,te
వెస్ట్రన్ రైల్వే వరల్డ్‌లో వడ్రంగి రకాలు.,angry,te
ఆవిడకి అలా చేయకండి... ఆమె మరీ ఎక్కువ,angry,te
కవచం-కత్తి పాకిస్థాన్ సరిహద్దుకు చేరుకోబోతున్నట్లుగా.,angry,te
ఇలాంటి నాయకులు ఓట్ల కోసం దేశాన్ని అమ్ముకుంటున్నారు.,angry,te
పైగా సావిత్రి ముఖం చాటేసి మాట్లాడుతున్నారు.,angry,te
హోంమంత్రిపై ఆరోపణలు చేస్తే దేశం ఏమవుతుంది?,angry,te
"అతుల్, నీ అవగాహనకు మించిన సబ్జెక్ట్ ఏది?? న్యాయ దేవుడు కుంటివాడు, వికలాంగుడు మరియు గుడ్డివాడు అని మళ్ళీ నిరూపించాడు ???",angry,te
"దారి ఎందుకు? మీ మోడీ దుండగులను అక్కడికి వెళ్లేలా చేస్తున్నారు, కళ్లు చెవులు తెరవండి..!!",angry,te
ఇది శాలిగ్రామం. భోసలే ఇంటిపేరు అపఖ్యాతి పాలైంది.,angry,te
"సాహెబ్ మేనల్లుడు తప్ప ప్రజానీకం అంగీకరించలేదు, ఈ గడ్డం, గడ్డం వల్ల ఏం లాభం...!!",angry,te
ఆ కుక్కలు కూడా తమ పెద్ద యజమానికి విధేయతతో ఉండేవి... వడపావ్ లాగా ద్రోహులు కావు.,angry,te
ద్రోహ సంప్రదాయం మీ మూడున్నర జిల్లాల పెద్దమనుషులు ప్రారంభించారు #ద్రోహులు,angry,te
"ప్రజలు అధికారంలో ఉన్నప్పుడు కుటుంబ సభ్యులు ఇంట్లో కూర్చునేవారని, ఇప్పుడు దాని గురించి మాట్లాడటం తగదన్నారు.",angry,te
అవినీతి ప్రభుత్వం,angry,te
చదువుకున్న యువకులు ఎందుకు మౌనంగా ఉన్నారు? నిరుద్యోగానికి బాధ్యులెవరు?,angry,te
బుర్జి పటేల్ నామినేట్ అయ్యారు,angry,te
దేవుడు తెలివైనవాడు !!!,angry,te
అందరు అభిమానుల యేడే కాదు అక్కడక్కడ కొందరున్నారు,angry,te
లోక్‌సత్తా విక్రయించదగిన వార్తాపత్రిక. గిరీష్ కుబేర్ అబద్ధాలకోరు.,angry,te
"బాబా దొంగిలించాడు, శివసేన దొంగిలించింది, ఇప్పుడు అంతేరి పూర్బా అభ్యర్థి కూడా... జాతివంత్‌కు పాకెట్ మనీ నాణ్యత ఉందని ఉద్ధవ్జీ చెప్పారు.",angry,te
"మీరు దేశద్రోహిగా మిగిలిపోయి, తర్వాతి తరానికి అదే మచ్చను మిగిల్చండి.",angry,te
శరద్ పవార్ శివసైనికులను కుక్కలు అని పిలిచేవారు,angry,te
"మీరు పేడ, మీకు మతోన్మాదం తెలిస్తే, మీకు పుణ్యం కూడా ఉండదు.",angry,te
ఓటర్లు ఎన్నుకుని విభజించిన గుణపాఠాన్ని శాసనసభ్యులకు ప్రజానీకం నేర్పాలి!,angry,te
మొహమాటాలు మొదలయ్యాయి.. గుజరాతీ విధానం ఎంత మంచిదో ఇప్పుడు మహారాష్ట్రకు తెలిసిపోతుంది..,angry,te
"కాబట్టి జోక్సట్టా ప్రజలు ఎక్కడ పోగొట్టుకున్నారు, మేము మొదట వారిని కోరుకుంటున్నాము! అవి ఎందుకు పరిష్కరించబడ్డాయి?",angry,te
దీని అర్థం ప్రజలు చెవుడు అవుతారా?,angry,te
"నా ఉద్దేశ్యం, మీరు ఖచ్చితంగా ఏమి చేసారు, నేలపై నిలబడి మేఘాలను పేల్చివేసారా?",angry,te
"ద్రోహి పల్లా సాహెబ్, సమయానికి తెలియాలి.",angry,te
"మోడీని అవమానించేది అగర్వాల్ (సాజ్‌వాదీ పార్టీ) మాత్రమేనా, బిజెపి కూడా దాని గురించి మాట్లాడుతుంది",angry,te
పావురాలు వెళ్ళకముందే దేశం చాలా మారిపోయింది; ఇప్పుడు రేపిస్టులు విడుదలవుతున్నారు..!!,angry,te
"రమీజ్ రాజా భారతదేశాన్ని బెదిరించిన వీడియో వైరల్, అతను ఏమి చెప్పాడో చూడండి...",angry,te
అయ్యో! ఇది నా సంకేతం,angry,te
ప్రజాస్వామ్యంపై బీజేపీకి నమ్మకం లేదని నిరూపించారు,angry,te
"""దేవసేన తప్పు చేసింది, ఆ ద్రోహి వడ్రంగిని కూడలిలో ప్రజల ముందు మందలించవలసి ఉంటుంది.""",angry,te
"నాన్సెన్స్ ప్రశ్న, ఇది ఎన్నికల కమిషన్ పరిధిలో లేదు.",angry,te
వివాదాస్పద లేకా అంశంపై తిర్కిత్ తహియా మౌనంగా ఉండి ఉండవచ్చు. వెంటనే నైతార్ నృత్యం చేయడానికి వచ్చాడు.,angry,te
హిందుత్వ ప్రభుత్వంలో గోసంరక్షకులపై దాడులు సహిస్తారా?,angry,te
"అలాంటి పోలిక మంచిది కాదు, చితాల్ రెండు స్వీట్ల మధ్య ఈ పోలిక",angry,te
ఈ విధంగా కళాశాల ప్రిన్సిపాళ్ల ద్వారా విద్యార్థుల భావప్రకటనా స్వేచ్ఛపై కూడా దాడి చేస్తున్నారు.,angry,te
పనిమనిషి ఫోటోలు తీయడం మానేసిందా?,angry,te
మురుగు కాల్వ నోరు శుభ్రం చేయనని హర్ఫికానీ అంటున్నాడు.,angry,te
ఈ వైద్యుడు కొరడా దెబ్బలకు అర్హుడని పత్రిక చెబుతోంది,angry,te
ఇంత ప్రచారం ఉంటే మహారాష్ట్రలో రాహుల్ గాంధీని ఎన్నుకోండి.,angry,te
"మీరు ఎంఎన్ఎస్ నాయకులు తమ సత్తా చాటుతున్నారు, బీజేపీ పని చేస్తున్నారు.",angry,te
నోటికి ఏది వచ్చినా చెప్పకు. ముందు చూసి ఆ తర్వాత మాట్లాడాలా?,angry,te
ఎంత భాష...ఎంత సంస్కృతి!,angry,te
ఎందుకు నిద్రపోతున్నారు?... హోం మంత్రి ఎక్కడ?,angry,te
ఫడ్నవీస్ రిక్రూట్‌మెంట్ పురుగు...,angry,te
"మహారాష్ట్ర అపూర్వమైన రాజకీయ నిస్సహాయతకు ఉత్తమ ఉదాహరణ, ""మనం మరాఠీలో మాట్లాడితే అది పని చేస్తుందా?""",angry,te
అయితే అరటిపండ్లు ఎందుకు పగిలిపోతాయి...,angry,te
ఇది పప్పు ముక్క,angry,te
"హే, ఇది మీ పన్ యొక్క కొత్త శిల్పులు",angry,te
అంత సేపు గుడ్డి భక్తుడిలా పుదీనా కడిగేసారు,angry,te
ఎన్నికల్లో ఓడిపోతారని తెలిసి రే భో రంగంలోకి దిగారు,angry,te
ఈసారి ఠాక్రేపై ప్రతీకారం!,angry,te
