text,sentiment,language
"মাঝা শিবসেনা নেতাদের পায়ে মাথা নত করেছে, এমনকি বাসনপত্রও ধুয়েছে কিন্তু কাজ চলতেই থাকে...",sad,bn
"আমাদের এখন পঞ্চায়েত সমিতির দিকে নজর দেওয়া উচিত, নইলে এই কর্মসংস্থানও শেষ হয়ে যাবে।",fear,bn
దేశంలో అప్రకటిత ఎమర్జెన్సీ ఇంకా కొనసాగుతోంది,fear,te
"Don't forget to thank you too much for this couple's day, but at the end of this month, I was invited to serve as a member of the Governing Body of Jehovah's Witnesses in New York City, New York, U.S.A., as a member of the Governing Body of Jehovah's Witnesses.",happy,en
ಇದು ಖಂಡಿತವಾಗಿಯೂ ಜಗಳಕ್ಕೆ ಕಾರಣವಾಗುತ್ತದೆ,angry,kn
हात भट्टी हॅन्ड पंप मधून सुसंगत आहे,neutral,mr
This is the first time I've ever seen the end of the world.,sad,en
साहेबांबद्दल असले तर्क लावताना तुमची जीभ कशी जड पडली नाही..,angry,mr
ఇక్కడే సంక్షోభం నెలకొంది. ముఖ కవళికలను చూడండి.,fear,te
Do you live in a world of darkness?,angry,en
ಇಂದೇ ಕ್ರಮ ಕೈಗೊಳ್ಳುತ್ತಾರೋ ಇಲ್ಲವೋ,neutral,kn
നീ അവനെ എങ്ങനെ ഭയപ്പെടും? അവൻ കോപിച്ചാൽ നീ അവനെ പേടിക്കും.,angry,ml
"தாத்தா என்னிடம் உங்கள் எண் இருக்கிறதா, நீங்கள் வேலை செய்யும் விதம் எங்களுக்கு மிகவும் பிடிக்கும்",happy,ta
"An article in The Times of London stated: ""The problem is that the heart is more open to the patient than to the patient. """,fear,en
আপনি নীরবতা আদেশ লঙ্ঘন করেছেন,angry,bn
ఇది పని చేస్తుందా?,neutral,te
क्या आप राणे का नाम लेने से डरते हैं?,fear,hi
ముందు నారాయణ్ రాణే మరియు అతని కప్పలకు చెప్పండి,angry,te
হাই হাই হাই...বালাসাহেব এই ভাগ্য দেখতে এখানে নেই..,sad,bn
പട്ടണത്തിലെ പ്രഭുക്കന്മാർ പട്ടണത്തെ പേടിക്കുന്നു.,fear,ml
మీరు ఆడే విధానం మీకు ఇబ్బందిగా ఉందా?,angry,te
করোনার ভবিষ্যদ্বাণী সত্যি হওয়ার পর ভয়ঙ্কর ভবিষ্যদ্বাণী করলেন মহন্ত,fear,bn
எம்.எல்.ஏ.வுக்கு இந்த மொழி பொருந்தாது,angry,ta
এই প্রশ্ন সকল সাধারণ মানুষের কাছে যে এত বিপুল পরিমাণ অর্থ আসে কোথা থেকে?,happy,bn
പരസ് പരം അടുത്തറിയുന്നതിന് അവർ എന്തെങ്കിലും ചെയ്യേണ്ടതുണ്ടോ? ',fear,ml
"জানালা দিয়ে উঁকি দিয়ে একটু সাবধান হয়ে গেল সে, মনের দরজায় ঝড় গর্জন করছে।",fear,bn
ಪವಾರ್‌ಗೆ ಆತ್ಮವನ್ನು ಅಡಮಾನವಿಟ್ಟಿದ್ದರೆ ಆತ್ಮಾವಲೋಕನವಾಗುವುದಾದರೂ ಹೇಗೆ?,sad,kn
ஏன் இவ்வளவு அமைதி? ரகசியமா?,fear,ta
"ரசிகர்கள் வேலை செய்ய வேண்டும். இல்லை, இது BKCயின் தோல்வி நிகழ்ச்சிக்குப் பிறகு மேலும் செல்கிறது.",neutral,ta
पडले तरी सांड वर अशी भक्तांची समजूत.,neutral,mr
எனக்கு நேரமில்லை,neutral,ta
"या चार कारणांमुळे कमी वयात जाडतोय कॅन्सरचा आजार, तुम्हीही राहा सतर्क",fear,mr
"அது நமக்கு வலிக்கிறது. நெரிசல், டிக்கெட் கிடைக்கவில்லை, ரயில்கள் தாமதமாக இயக்கப்படுகின்றன",sad,ta
उसे भुलाया नहीं जा सकता,sad,hi
അവളെപ്പോലെ ആകരുതു; അവളെപ്പോലെ ആകരുതു; അവളെപ്പോലെ ആകരുതു; അവളെപ്പോലെ ആകയുമരുതു; അവളെപ്പോലെ ആകയുമരുതു; അവളെപ്പോലെ ആകയുമരുതു.,fear,ml
সোলাপুরের ভারত ভালকে উপনির্বাচনের সময় সংস্কৃতি কি ঘুমিয়ে পড়েছিল?,angry,bn
ফ্যামিলিজম একটি সুন্দর শব্দ। পরিবারতন্ত্র হল দেশের প্রতি সমগ্র পরিবারের নিবেদন।,happy,bn
"आओ दिवाली, इसे घटित होते हुए देखें",happy,hi
"My first circuit assembly at Yankee Stadium in New York City, U.S.A., was in Cedar Point, Ohio, U.S.A.",happy,en
अब ऊब गया हूँ,sad,hi
With my first year of marriage in October 1957,happy,en
അവർ എല്ലാ കുട്ടികളെയും കൊല്ലുവാൻ ഭാവിച്ചു; ഔരോരുത്തന്നു താന്താന്റെ ഭാര്യയും അവനവന്റെ ഭാര്യയും ഉണ്ടായിരുന്നു; അവനവന്റെ ഭാര്യയെ അവനവന്റെ ഭാര്യയെ അടിമയായി വിറ്റുകളഞ്ഞു.,angry,ml
"ஆறு முறை உலக சாம்பியனான மேரி கோம், மும்பை மாரத்தான் போட்டியின் தூதராக உள்ளார்./-/...",neutral,ta
আজ পিছু হটা পরাজয় ও অপমান,sad,bn
मनसे के वैभव खेडेकर फिर मुश्किल में पड़ सकते हैं; गिरफ्तारी की लटक रही तलवार,fear,hi
வீட்டிலிருந்து கிளம்பும் போது இந்தச் செய்தி வந்ததும் எப்படி இருக்கிறீர்கள்.,sad,ta
చంద్రుడు భూమి యొక్క ఉద్రిక్తతను పెంచుతుంది! శాస్త్రవేత్తలు కూడా ఆందోళన చెందుతున్నారు; ఇది మిమ్మల్ని ఎలా ప్రభావితం చేస్తుందో తెలుసుకోవడానికి చదవండి,fear,te
നിങ്ങൾക്ക് എപ്പോഴെങ്കിലും ക്ഷീണം തോന്നാറുണ്ടോ?,fear,ml
వెనక్కు తగ్గకపోతే వదులుకున్నాననే సందేశం వస్తుంది.,fear,te
"హే, ఈ బ్రజభూషణ్ తన యజమానిని భయపెట్టాడా?",happy,te
"இன்று எங்கிருந்தோ கேட்டேன், ஏன் குதிக்க வேண்டும்?",angry,ta
अधून मधून मागे पण पाहावं..,neutral,mr
तुमच्या प्रगतीबद्दल अभिनंदन! आता तुम्ही आजोबा झालात हे खरे आहे का?,happy,mr
ഉ-ം. 'അച്ഛന്റെ പേരറിയുന്നതു നന്നാകുന്നു.' 'അച്ഛൻ' അവന്റെ പേർ അറിയുന്നതു വലിയതാകുന്നു.',neutral,ml
വാർത്തകൾ സത്യമായി.,fear,ml
"বিজেপিরও কেন্দ্রীয় স্বরাষ্ট্রমন্ত্রী এবং রাজ্যের স্বরাষ্ট্রমন্ত্রীর পদ রয়েছে, তাহলে তাদের নিষিদ্ধ করা হবে না কেন?",angry,bn
வனத்துறை முதன்மை செயலாளர் முன்னிலையில் துறை ரீதியான ஆய்வு கூட்டம் நடந்தது,neutral,ta
గుడి బయట అడుక్కోవడానికి అంత స్వేచ్ఛ...,angry,te
ஜெய் மகாராஷ்டிரா என்று சொல்வதால் எதையும் சாதிக்க முடியாது,neutral,ta
दुखद समाचार - बेहद प्रतिभाशाली और मजाकिया अभिनेता प्रदीप पटवर्धन को भावभीनी श्रद्धांजलि......,sad,hi
చోంపర్ ఏమి చేస్తుంది?,angry,te
ಇದು ಕೆಟ್ಟದಾಗಬೇಕಿತ್ತು.. ಇದು ಹೇಗೆ ಸಾಮಾನ್ಯವಾಯಿತು..,happy,kn
यासाठी तो गायब होता,fear,mr
শুভ নববর্ষ ভাই..,happy,bn
खिडकीतून डोकावताना तो जरा सावध झाला मनातील दरवाज्यात वादळं घोंगावत होते,fear,mr
জনগণের সামনে তুলে ধরুন কিভাবে একজন রিকশাচালক কোটিপতি হলেন।,happy,bn
সঠিক! মাঝে মাঝে মনে হয় বিচার বিভাগ বেঁচে আছে,happy,bn
এমন হবে যে পদ্ম গজাবে না,neutral,bn
ಇದು ಜನರಿಂದ ರಚಿಸಲ್ಪಟ್ಟಿದೆ ಮತ್ತು ಅದರ ಮೂಲ ಜನರು ಬಳಲುತ್ತಿದ್ದಾರೆ. ಸೇವಕರು ಸೇವಕರಂತೆ ವರ್ತಿಸಬೇಕು.,angry,kn
"It is estimated that by the year 2000, some 1 out of every 5 people are infected with HIV / AIDS, and some 1 out of every 5 people are infected with HIV / AIDS.",fear,en
%s in %s,fear,en
ಮೃತ್ಯುಂಜಯ ರುದ್ರಾಯ್ ನೀಲಕಂಠಾಯ ಶಾಂಭವೇ ಅಮೃತೇಶೈ ರುದ್ರಾಯ ಮಹಾದೇವಾಯ ತೇ ನಮಃ ಓಂ ನಮಃ ಶಿವಾಯ!,happy,kn
এসব সিমেন্টের রাস্তার কারণে বর্ষাকালে শহর প্লাবিত হয়।,sad,bn
சில வரம்புகள் என்ன ஒரு அவமானம்,angry,ta
"ভাই, আখড়া থেকে ডাকলেন কেন? আরো কয়েক গিঁট পড়ে",neutral,bn
"That's true. """,neutral,en
"ஆனால், கோடிக்கணக்கான பக்தர்களின் மனதைக் கொள்ளை கொண்ட பர்வீன் பாபியின் மரணம் மிகுந்த வருத்தமளிக்கிறது.",sad,ta
ಹಿಂದೆ ಸರಿಯದಿದ್ದರೆ ಕೈಬಿಟ್ಟೆ ಎಂಬ ಸಂದೇಶ ಬರುತ್ತದೆ.,fear,kn
మీలాంటి దేశద్రోహులు దాని గురించి ఆందోళన చెందాల్సిన అవసరం లేదు.,angry,te
साहेब जरा शेतकऱ्याची अन्न धान्य पण एक्सपोर्ट करा. फक्त उद्योगपतींचे उत्पादित वस्तू नका करू.,fear,mr
"போலீஸ் காவலில் வைஷாலி தக்கர் தற்கொலை வழக்கில் தப்பியோடிய குற்றவாளி, வைஷாலிக்கும் அவருக்கும் என்ன தொடர்பு?",happy,ta
"യഹോവയുടെ സാക്ഷികളുടെ ഭരണസംഘാംഗമായ റഥർഫോർഡ് സഹോദരൻ, ""ദൈവരാജ്യം, """" സകല ജനതകൾക്കും വേണ്ടിയുള്ള സുവാർത്ത, "" ""സകല ജനതകൾക്കും വേണ്ടിയുള്ള സുവാർത്ത, """" സകല ജനതകൾക്കും വേണ്ടിയുള്ള സുവാർത്ത "" എന്നീ വിഷയത്തെക്കുറിച്ച് ഒരു പ്രസംഗം നടത്തി.",neutral,ml
जय स्वामीनारायण गणपति बप्पा मोर्यमंगलमूर्ति मोरया!!,happy,hi
"చతురోన్ కూడా వచ్చాడు, మాటలతో అంత కృంగిపోకు రా రా!",angry,te
এটা কি বাধ্যতা ও চাপ ছিল????,sad,bn
"అతను ఎలా పరిగెత్తగలడు, కానీ పరిగెత్తే వారు ఎంత నీచంగా ఉన్నారో గమనించండి.",angry,te
"യേശുവിന്റെ ജനനസമയത്ത് , ""ലോകവും അതിന്റെ മോഹവും ഒഴിഞ്ഞുപോകുന്നു; ദൈവേഷ്ടം ചെയ്യുന്നവനോ എന്നേക്കും ഇരിക്കുന്നു "" എന്നു പറയപ്പെട്ടിരിക്കുന്നു. — 1 യോഹന്നാൻ 2: 15, 16.",neutral,ml
மிக அழகு,happy,ta
"ನೋಡು, ನೀನು ವಿದರ್ಭದಲ್ಲಿ ಇಳಿಯಲಿದ್ದೀಯ..",fear,kn
சுப்ரீம் கோர்ட்டில் நாள் முழுவதும் இருக்க வேண்டிய அவசியம் இல்லை. காலையில் ரிசல்ட் கொடுத்துவிட்டு சுதந்திரமாக இருக்க விரும்பினேன்.,angry,ta
இந்த முக்கியமான பொறுப்பை ஏற்றதற்கு வாழ்த்துக்கள்.,happy,ta
"ముర్జీ పతనం ఖాయం, భయంతో బీజేపీ వెనక్కి తగ్గింది.",fear,te
ಬಾಳಾಸಾಹೇಬರ ಶಿವಸೇನೆಯನ್ನು ಸೋಲಿಸಲು ನಾವು ಬಯಸುತ್ತೇವೆ ಎಂಬುದನ್ನು ಎಲ್ಲರೂ ನೆನಪಿಟ್ಟುಕೊಳ್ಳಬೇಕು.,angry,kn
യഹോവ അവരെ അവരുടെ സകലശത്രുക്കളെയും അടക്കി അശ്ശൂരിലേക്കു കൊണ്ടുപോകും എന്നു അവർ കേട്ടപ്പോൾ,fear,ml
രൂബേൻ ഗോത്രത്തിലും ദാൻ ഗോത്രത്തിലും ദാൻ ഗോത്രത്തിലും ഉള്ളവർ.,angry,ml
இந்தியாவில் பணியின் போது இறந்த தியாகிகளுக்கு லட்சக்கணக்கானோர் அஞ்சலி...,happy,ta
"वंदे भारत ट्रेन आज विकास, आधुनिकता, स्थिरता आणि स्वावलंबनाचा पर्याय बनली आहे.",happy,mr
"हे मात्र खरं आहे,केंद्रीय नेते आहे असे कस चालेल पण...हे कार्येकर्त्यांना कळायला हवं.",neutral,mr
ಕಿಡ್ನಿಯಲ್ಲಿ ನಿಜವಾಗಿಯೂ ಹುಳುಗಳಿವೆಯೇ?,happy,kn
"చూడండి, మీరు విదర్భకు దిగబోతున్నారు..",fear,te
"होय मान्य ,स्पर्धेचा युगात माणूस देशात आणि समाजात काय चालू आहे हे विसरत आहे",sad,mr
நீதிமன்றம் மறைமுகமாக அறிக்கையை கட்டாயப்படுத்த முயற்சிக்கிறதா?,happy,ta
"தனிமை மீண்டும் வருகிறது, சோகமாகவும் தனிமையாகவும் ...",sad,ta
എന്നാൽ അഹങ്കാരത്തിന് യാതൊരു കുഴപ്പവും ഇല്ലെന്നല്ല ഇതിന്റെ അർഥം.,angry,ml
துன்பம் இல்லாமல் அறிவு வராது...! அரை மணி நேரம் மழை பெய்வது மிகவும் அவசியம்,sad,ta
महाराष्ट्र च्या जनतेमधे सकारात्मक ऊर्जा निर्माण केल्या बद्दल आभारी आहोत,happy,mr
எரிந்ததா? தந்தையும் டெல்லியில் தகனம் செய்திருக்கலாம்.,angry,ta
और स्मार्टफोन के विभिन्न रोमांचक फीचर्स अक्टूबर में उपलब्ध कराए गए हैं।,neutral,hi
सत्याचा विजय.. उद्धव ठाकरेना हायकोर्टाने दिला दणका. ठाण्यातील तलावपाळीत दिवाळी पहाट यंदा शिंदे गटाची होणार..,neutral,mr
तुमच्या हिमतीला मानाचा मुजरा सर.,happy,mr
নতুন সুযোগ খুঁজে পেতে কিছুটা সময় লাগবে।,neutral,bn
এটা কি ভয়ানক শব্দ,fear,bn
ಬಿಜೆಪಿಯವರು ಇಲ್ಲಿ ಹೋರಾಟ ನಡೆಸುವುದು ಆತ್ಮಹತ್ಯೆ.,sad,kn
এখন আপনি ঠাকরেকে বালা সাহেবের সামনেও দাঁড় করাতে পারবেন না।,angry,bn
हिंदु म्हणून जन्माला आलो पण हिंदु म्हणून मरणार नाही...! ऑक्टोबर,angry,mr
కొల్లాపూర్ ఉపఎన్నిక సందర్భంగా బీజేపీ ఈ సంప్రదాయాన్ని ఎక్కడ పుట్టించింది?,neutral,te
ಅದಕ್ಕಿಂತ ದುರದೃಷ್ಟಕರ ಸಂಗತಿಯೆಂದರೆ ಚಪ್ಪಾಳೆ ಕೂಡ ಇತ್ತು.,sad,kn
"বাকিটা যাক, সম্পাদকের চিঠি এত বাজে কথা",neutral,bn
এটা সহ্য বা সহ্য করা যায় না,sad,bn
"బాబా దొంగిలించాడు, శివసేన దొంగిలించింది, ఇప్పుడు అంతేరి పూర్బా అభ్యర్థి కూడా... జాతివంత్‌కు పాకెట్ మనీ నాణ్యత ఉందని ఉద్ధవ్జీ చెప్పారు.",angry,te
"అమెరికా, చైనాల మధ్య కొనసాగుతున్న వివాదం మూడో ప్రపంచ యుద్ధానికి ముప్పు తెచ్చిపెడుతోంది",fear,te
దీపావళి వరకు చాలా మంది ఈ వర్షం కోసం ఎదురు చూస్తారు...,sad,te
- ചതുൎത്ഥി: ചതുൎത്ഥി. ചതുൎത്ഥി. - ചതുൎത്ഥി. ചതുൎത്ഥി. ചതുൎത്ഥി. ചതുൎത്ഥി. ചതുൎത്ഥി. ചതുൎത്ഥി. ചതുൎത്ഥി.,angry,ml
"এটি সত্যিই একটি আশ্চর্যজনক বিশ্ববিদ্যালয়, প্রত্যেকের এটি পরিদর্শন করা উচিত।",happy,bn
दादा…आपनास वाढदिवसाच्या मनःपूर्वक शुभेच्छा. आपणांस निरोगी असे दीर्घायुष्य लाभो हीच सदिच्छा.,happy,mr
தவறாகப் பயன்படுத்தப்பட்ட வரிக் கணக்கு இடைநிறுத்தப்பட்டது,fear,ta
എല്ലാവര്ക്കും ഹൃദയമാറ്റം ഉണ്ടാകുന്ന സമയം വരും.,sad,ml
MNS కూడా ఒక భ్రమ,sad,te
நீங்கள் ஏன் ஊஞ்சல் வீட்டிற்கு மாறக்கூடாது?,angry,ta
మరి మహారాష్ట్రను సంస్కరిస్తామన్నది వారి సైనికుల భ్రమ.,angry,te
ಇನ್ನಷ್ಟು ಪೆಟ್ಟಿಗೆಗಳು ಸಿಗುತ್ತವೆಯೇ ಎಂದು ದೇಶದ್ರೋಹಿಗಳು ಬಂದರು,angry,kn
That's what's right.,neutral,en
इस तरह का मंच जो हमें बेहतरीन शिक्षा दे रहा है..महान है,happy,hi
महाराष्ट्रीयन ऑफ द इयर आहे की बिहारीयन ऑफ द इयर,angry,mr
ಎಲ್ಲೆಂದರಲ್ಲಿ ಜನ ಜಮಾಯಿಸಿರುವುದು ಖಚಿತವಾಗಿದೆ.,sad,kn
वापसी की बारिश से धान की फसल को हुए नुकसान का मुआवजा दिलाने के लिए,sad,hi
लय जटिल है राव...,sad,hi
गद्दारी की कोई माफ़ी नहीं होती..!! उनके खिलाफ कार्रवाई की जाएगी..!!!,angry,hi
చాలా ఆలస్యమైంది.. త్వరగా వెళ్లాలి..,sad,te
